author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total
"Ness, Christopher, 1621-1705.",Ness,Christopher,not_applicable,1621,1705,22,0.000230241
"Neve, Jeffery, 1579-1654.",Neve,Jeffery,not_applicable,1579,1654,22,0.000230241
"Parker, Henry, 1604-1652.",Parker,Henry,not_applicable,1604,1652,22,0.000230241
"Saint German, Christopher, 1460-1540.",Saint German,Christopher,not_applicable,1460,1540,22,0.000230241
"Sempill, Robert, 1530-1595.",Sempill,Robert,not_applicable,1530,1595,22,0.000230241
"Southwell, Robert, Saint, 1561-1595.",Southwell,Robert,not_applicable,1561,1595,22,0.000230241
J. C.,not_applicable,J C,not_applicable,not_applicable,not_applicable,22,0.000230241
England and Wales. Lords Justices.,not_applicable,England and Wales Lords Justices,not_applicable,not_applicable,not_applicable,22,0.000230241
"Bayly, William, d. 1675.",Bayly,William,not_applicable,not_applicable,1675,21,0.000219776
"Bishop, George, d. 1668.",Bishop,George,not_applicable,not_applicable,1668,21,0.000219776
"Bonner, Edmund, 1500-1569.",Bonner,Edmund,not_applicable,1500,1569,21,0.000219776
"Collier, Thomas, fl. 1691.",Collier,Thomas,not_applicable, fl. 1691.,not_applicable,21,0.000219776
"Culverwell, Ezekiel, 1553 or 4-1631.",Culverwell,Ezekiel,not_applicable, 1553 or 4,1631,21,0.000219776
"Dering, Edward, Sir, 1598-1644.",Dering,Edward,not_applicable,1598,1644,21,0.000219776
"Essex, Robert Devereux, Earl of, 1591-1646.",Devereux,Robert,not_applicable,1591,1646,21,0.000219776
"Fisher, John, Saint, 1469-1535.",Fisher,John,not_applicable,1469,1535,21,0.000219776
"Jewel, John, 1522-1571.",Jewel,John,not_applicable,1522,1571,21,0.000219776
"Vincent, Thomas, 1634-1678.",Vincent,Thomas,not_applicable,1634,1678,21,0.000219776
Scotland. Sovereign (1625-1649 : Charles I),not_applicable,Scotland Sovereign (1625-1649 : Charles I),not_applicable,not_applicable,not_applicable,21,0.000219776
"Bagshaw, Edward, 1629-1671.",Bagshaw,Edward,not_applicable,1629,1671,20,0.00020931
"Barrow, Isaac, 1630-1677.",Barrow,Isaac,not_applicable,1630,1677,20,0.00020931
"Bates, William, 1625-1699.",Bates,William,not_applicable,1625,1699,20,0.00020931
"Bell, Thomas, fl. 1593-1610.",Bell,Thomas,not_applicable, fl. 1593,1610,20,0.00020931
"Collinges, John, 1623-1690.",Collinges,John,not_applicable,1623,1690,20,0.00020931
"Crowley, Robert, 1518-1588.",Crowley,Robert,not_applicable,1518,1588,20,0.00020931
"Deloney, Thomas, 1543-1600.",Deloney,Thomas,not_applicable,1543,1600,20,0.00020931
"Doolittle, Thomas, 1632-1707.",Doolittle,Thomas,not_applicable,1632,1707,20,0.00020931
"Johnson, Samuel, 1649-1703.",Johnson,Samuel,not_applicable,1649,1703,20,0.00020931
"Nash, Thomas, 1567-1601.",Nash,Thomas,not_applicable,1567,1601,20,0.00020931
"Pemble, William, 1592-1623.",Pemble,William,not_applicable,1592,1623,20,0.00020931
"Sydenham, Humphrey, 1591-1650",Sydenham,Humphrey,not_applicable,1591,1650,20,0.00020931
J. B.,not_applicable,J B,not_applicable,not_applicable,not_applicable,20,0.00020931
"Briscoe, John, fl. 1695.",Briscoe,John,not_applicable, fl. 1695.,not_applicable,19,0.000198845
"Chamberlen, Hugh.",Chamberlen,Hugh,not_applicable,not_applicable,not_applicable,19,0.000198845
"Cicero, Marcus Tullius.",Cicero,Marcus Tullius,not_applicable,not_applicable,not_applicable,19,0.000198845
"Bristol, George Digby, Earl of, 1612-1677.",Digby,George,not_applicable,1612,1677,19,0.000198845
"Ferguson, Robert, d. 1714.",Ferguson,Robert,not_applicable,not_applicable,1714,19,0.000198845
"Lenthall, William, 1591-1662.",Lenthall,William,not_applicable,1591,1662,19,0.000198845
"Lloyd, Lodowick, fl. 1573-1610.",Lloyd,Lodowick,not_applicable, fl. 1573,1610,19,0.000198845
"Marston, John, 1575-1634.",Marston,John,not_applicable,1575,1634,19,0.000198845
"Maynwaringe, Everard, 1628-1699",Maynwaringe,Everard,not_applicable,1628,1699,19,0.000198845
"Rainolds, John, 1549-1607.",Rainolds,John,not_applicable,1549,1607,19,0.000198845
"Walker, Clement, 1595-1651.",Walker,Clement,not_applicable,1595,1651,19,0.000198845
"Butler, Samuel, 1612-1680.",Butler,Samuel,not_applicable,1612,1680,18,0.000188379
"Care, Henry, 1646-1688.",Care,Henry,not_applicable,1646,1688,18,0.000188379
"Defoe, Daniel, 1661-1731.",Defoe,Daniel,not_applicable,1661,1731,18,0.000188379
"Hubberthorn, Richard, 1628-1662.",Hubberthorn,Richard,not_applicable,1628,1662,18,0.000188379
"Phayer, Thomas, 1510-1560.",Phayer,Thomas,not_applicable,1510,1560,18,0.000188379
"Playfere, Thomas, 1561-1609.",Playfere,Thomas,not_applicable,1561,1609,18,0.000188379
"Powel, Gabriel, 1576-1611.",Powel,Gabriel,not_applicable,1576,1611,18,0.000188379
"Record, Robert, 1510-1558.",Record,Robert,not_applicable,1510,1558,18,0.000188379
"St. John, Oliver, 1598-1673.",St John,Oliver,not_applicable,1598,1673,18,0.000188379
"Turner, John, b. 1649 or 50.",Turner,John,not_applicable, 1649 or 50.,not_applicable,18,0.000188379
"Wallis, John, 1616-1703.",Wallis,John,not_applicable,1616,1703,18,0.000188379
"Blackall, Offspring, 1654-1716.",Blackall,Offspring,not_applicable,1654,1716,17,0.000177914
"Bradford, John, 1510-1555.",Bradford,John,not_applicable,1510,1555,17,0.000177914
"Camden, William, 1551-1623.",Camden,William,not_applicable,1551,1623,17,0.000177914
"Luis, de Granada, 1504-1588.",de Granada,Luis,not_applicable,1504,1588,17,0.000177914
"Du Bartas, Guillaume de Salluste, seigneur, 1544-1590.",de Salluste,Guillaume,not_applicable,1544,1590,17,0.000177914
"Jenkins, David, 1582-1663.",Jenkins,David,not_applicable,1582,1663,17,0.000177914
"Jonson, Ben, 1573-1637.",Jonson,Ben,not_applicable,1573,1637,17,0.000177914
"More, Thomas, Sir, Saint, 1478-1535.",More,Thomas,not_applicable,1478,1535,17,0.000177914
"Niclaes, Hendrik, 1502-1580",Niclaes,Hendrik,not_applicable,1502,1580,17,0.000177914
"Pierce, Thomas, 1622-1691.",Pierce,Thomas,not_applicable,1622,1691,17,0.000177914
"Woodward, Ezekias, 1590-1675.",Woodward,Ezekias,not_applicable,1590,1675,17,0.000177914
Ireland. Lord Deputy (1652-1655 : Fleetwood),not_applicable,Ireland Lord Deputy (1652-1655 : Fleetwood),not_applicable,not_applicable,not_applicable,17,0.000177914
"Askham, Anthony, fl. 1553.",Askham,Anthony,not_applicable, fl. 1553.,not_applicable,16,0.000167448
"Barlow, William, d. 1613.",Barlow,William,not_applicable,not_applicable,1613,16,0.000167448
"Baynes, Paul, d. 1617.",Baynes,Paul,not_applicable,not_applicable,1617,16,0.000167448
"Brown, Thomas, 1663-1704.",Brown,Thomas,not_applicable,1663,1704,16,0.000167448
"Burton, William, d. 1616.",Burton,William,not_applicable,not_applicable,1616,16,0.000167448
"Caryl, Joseph, 1602-1673.",Caryl,Joseph,not_applicable,1602,1673,16,0.000167448
"Coles, Elisha, 1640-1680.",Coles,Elisha,not_applicable,1640,1680,16,0.000167448
"Crofton, Zachary, 1625 or 6-1672.",Crofton,Zachary,not_applicable, 1625 or 6,1672,16,0.000167448
"Edwards, John, 1637-1716.",Edwards,John,not_applicable,1637,1716,16,0.000167448
"Elys, Edmund,1634-1707.",Elys,Edmund,not_applicable,1634,1707,16,0.000167448
"Fenner, Dudley, 1558-1587.",Fenner,Dudley,not_applicable,1558,1587,16,0.000167448
"Flecknoe, Richard, d. 1678",Flecknoe,Richard,not_applicable,not_applicable,1678,16,0.000167448
"Foxe, John, 1516-1587.",Foxe,John,not_applicable,1516,1587,16,0.000167448
"Jessey, Henry, 1603-1663.",Jessey,Henry,not_applicable,1603,1663,16,0.000167448
"Mirk, John, fl. 1403",Mirk,John,not_applicable, fl. 1403,not_applicable,16,0.000167448
"Savonarola, Girolamo, 1452-1498.",Savonarola,Girolamo,not_applicable,1452,1498,16,0.000167448
"Scott, John, 1639-1695.",Scott,John,not_applicable,1639,1695,16,0.000167448
"Shower, John, 1657-1715.",Shower,John,not_applicable,1657,1715,16,0.000167448
"Rochester, John Wilmot, Earl of, 1647-1680.",Wilmot,John,not_applicable,1647,1680,16,0.000167448
England. Sovereign (1509-1547 : Henry VIII),not_applicable,England Sovereign (1509-1547 : Henry VIII),not_applicable,not_applicable,not_applicable,16,0.000167448
D. W.,not_applicable,D W,not_applicable,not_applicable,not_applicable,16,0.000167448
"Bradford, Samuel, 1652-1731.",Bradford,Samuel,not_applicable,1652,1731,15,0.000156983
"Brady, Nicholas, 1659-1726.",Brady,Nicholas,not_applicable,1659,1726,15,0.000156983
"Digges, Leonard, d. 1571",Digges,Leonard,not_applicable,not_applicable,1571,15,0.000156983
"Dyke, Daniel, d. 1614.",Dyke,Daniel,not_applicable,not_applicable,1614,15,0.000156983
"Goodman, John, 1625 or 6-1690.",Goodman,John,not_applicable, 1625 or 6,1690,15,0.000156983
"Gouge, William, 1578-1653.",Gouge,William,not_applicable,1578,1653,15,0.000156983
"Greenham, Richard.",Greenham,Richard,not_applicable,not_applicable,not_applicable,15,0.000156983
"Head, Richard, 1637-1686",Head,Richard,not_applicable,1637,1686,15,0.000156983
"Hill, Thomas, b.1528.",Hill,Thomas,not_applicable,1528,not_applicable,15,0.000156983
"Joye, George, d. 1553.",Joye,George,not_applicable,not_applicable,1553,15,0.000156983
"Lupton, Thomas.",Lupton,Thomas,not_applicable,not_applicable,not_applicable,15,0.000156983
"Marlowe, Christopher, 1564-1593.",Marlowe,Christopher,not_applicable,1564,1593,15,0.000156983
"Nixon, Anthony.",Nixon,Anthony,not_applicable,not_applicable,not_applicable,15,0.000156983
"Norton, Thomas, 1532-1584.",Norton,Thomas,not_applicable,1532,1584,15,0.000156983
"Oates, Titus, 1649-1705.",Oates,Titus,not_applicable,1649,1705,15,0.000156983
"Oldham, John, 1653-1683.",Oldham,John,not_applicable,1653,1683,15,0.000156983
"Poole, Matthew, 1624-1679.",Poole,Matthew,not_applicable,1624,1679,15,0.000156983
"Stoughton, John, d. 1639.",Stoughton,John,not_applicable,not_applicable,1639,15,0.000156983
"Stubbe, Henry, 1632-1676.",Stubbe,Henry,not_applicable,1632,1676,15,0.000156983
"Temple, William, Sir, 1628-1699.",Temple,William,not_applicable,1628,1699,15,0.000156983
"Tutchin, John, 1661-1707.",Tutchin,John,not_applicable,1661,1707,15,0.000156983
"Udall, John, 1560-1592.",Udall,John,not_applicable,1560,1592,15,0.000156983
"Walker, Henry, Ironmonger.",Walker,Henry,not_applicable,not_applicable,not_applicable,15,0.000156983
"Andrews, William,1635-1713.",Andrews,William,not_applicable,1635,1713,14,0.000146517
"Newcastle, Margaret Cavendish, Duchess of, 1624-1674.",Cavendish,Margaret,not_applicable,1624,1674,14,0.000146517
"Rupert, Prince, Count Palatine, 1619-1682.",Count Palatine of the Rhine,Rupert,not_applicable,1619,1682,14,0.000146517
"Croft, Herbert, 1603-1691.",Croft,Herbert,not_applicable,1603,1691,14,0.000146517
"Dickson, David, 1583-1663.",Dickson,David,not_applicable,1583,1663,14,0.000146517
"Frith, John, 1503-1533.",Frith,John,not_applicable,1503,1533,14,0.000146517
"Gardiner, Stephen, 1483-1555.",Gardiner,Stephen,not_applicable,1483,1555,14,0.000146517
"Grafton, Richard, d. 1572",Grafton,Richard,not_applicable,not_applicable,1572,14,0.000146517
"Hartlib, Samuel, d. 1662.",Hartlib,Samuel,not_applicable,not_applicable,1662,14,0.000146517
"Hawes, Stephen, d. 1523",Hawes,Stephen,not_applicable,not_applicable,1523,14,0.000146517
"Hobbes, Thomas, 1588-1679.",Hobbes,Thomas,not_applicable,1588,1679,14,0.000146517
"Kettlewell, John, 1653-1695.",Kettlewell,John,not_applicable,1653,1695,14,0.000146517
"Laud, William, 1573-1645.",Laud,William,not_applicable,1573,1645,14,0.000146517
"Leti, Gregorio, 1630-1701.",Leti,Gregorio,not_applicable,1630,1701,14,0.000146517
"Leybourn, William, 1626-1716.",Leybourn,William,not_applicable,1626,1716,14,0.000146517
"Lucas, Richard, 1648-1715.",Lucas,Richard,not_applicable,1648,1715,14,0.000146517
"Massinger, Philip, 1583-1640.",Massinger,Philip,not_applicable,1583,1640,14,0.000146517
"Moulton, Thomas.",Moulton,Thomas,not_applicable,not_applicable,not_applicable,14,0.000146517
"Otway, Thomas, 1652-1685.",Otway,Thomas,not_applicable,1652,1685,14,0.000146517
"Penry, John, 1559-1593.",Penry,John,not_applicable,1559,1593,14,0.000146517
"Phillips, John, fl. 1570-1591.",Phillips,John,not_applicable, fl. 1570,1591,14,0.000146517
"Plat, Hugh, Sir, 1552-1611",Plat,Hugh,not_applicable,1552,1611,14,0.000146517
"Price, Daniel, 1581-1631.",Price,Daniel,not_applicable,1581,1631,14,0.000146517
"Purcell, Henry, 1659-1695.",Purcell,Henry,not_applicable,1659,1695,14,0.000146517
"Rapin, Ren‚, 1621-1687.",Rapin,Ren‚,not_applicable,1621,1687,14,0.000146517
"Ross, Alexander, 1591-1654.",Ross,Alexander,not_applicable,1591,1654,14,0.000146517
"Stubbes, Phillip.",Stubbes,Phillip,not_applicable,not_applicable,not_applicable,14,0.000146517
"Whitby, Daniel, 1638-1726.",Whitby,Daniel,not_applicable,1638,1726,14,0.000146517
"White, John, fl. 1613-1651.",White,John,not_applicable, fl. 1613,1651,14,0.000146517
"Whitford, Richard, fl. 1495-1555",Whitford,Richard,not_applicable, fl. 1495-1555,not_applicable,14,0.000146517
"Wollrich, Humphry, 1633-1707.",Wollrich,Humphry,not_applicable,1633,1707,14,0.000146517
United Provinces of the Netherlands. Staten Generaal.,not_applicable,United Provinces of the Netherlands Staten Generaal,not_applicable,not_applicable,not_applicable,14,0.000146517
Trepidantium Malleus.,not_applicable,Trepidantium Malleus,not_applicable,not_applicable,not_applicable,14,0.000146517
Scotland. Sovereign (1649-1685 : Charles II),not_applicable,Scotland Sovereign (1649-1685 : Charles II),not_applicable,not_applicable,not_applicable,14,0.000146517
"R. H., 1609-1678.",not_applicable,R H,not_applicable,1609,1678,14,0.000146517
Ireland. Lord Deputy.,not_applicable,Ireland Lord Deputy,not_applicable,not_applicable,not_applicable,14,0.000146517
"Baldwin, William,1518-1563",Baldwin,William,not_applicable,1518,1563,13,0.000136052
"Clagett, William, 1646-1688.",Clagett,William,not_applicable,1646,1688,13,0.000136052
"Collier, Jeremy, 1650-1726.",Collier,Jeremy,not_applicable,1650,1726,13,0.000136052
"Davies, John, 1565-1618.",Davies,John,not_applicable,1565,1618,13,0.000136052
"Dyke, Jeremiah, 1584-1639.",Dyke,Jeremiah,not_applicable,1584,1639,13,0.000136052
"Elton, Edward, d. 1624.",Elton,Edward,not_applicable,not_applicable,1624,13,0.000136052
"Fairfax, Ferdinando Fairfax, Baron, 1584-1648.",Fairfax,Ferdinando,not_applicable,1584,1648,13,0.000136052
"Fisher, Edward, fl. 1627-1655.",Fisher,Edward,not_applicable, fl. 1627,1655,13,0.000136052
"Haines, Richard, 1633-1685.",Haines,Richard,not_applicable,1633,1685,13,0.000136052
"Heath, James, 1629-1664.",Heath,James,not_applicable,1629,1664,13,0.000136052
"Jacob, Henry, 1563-1624.",Jacob,Henry,not_applicable,1563,1624,13,0.000136052
"Munday, Anthony, 1553-1633.",Munday,Anthony,not_applicable,1553,1633,13,0.000136052
"Norris, John, 1657-1711.",Norris,John,not_applicable,1657,1711,13,0.000136052
"Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548.",Parr,Catharine,not_applicable,1512,1548,13,0.000136052
"Peachi, John, fl. 1683.",Peachi,John,not_applicable, fl. 1683.,not_applicable,13,0.000136052
"Rhegius, Urbanus, 1489-1541.",Rhegius,Urbanus,not_applicable,1489,1541,13,0.000136052
"Ruscelli, Girolamo, d.1565.",Ruscelli,Girolamo,not_applicable,not_applicable,1565,13,0.000136052
J. S. fl. 1680-1702.,S,J,not_applicable,fl. 1680,1702,13,0.000136052
"Saltmarsh, John, d. 1647.",Saltmarsh,John,not_applicable,not_applicable,1647,13,0.000136052
"Securis, John.",Securis,John,not_applicable,not_applicable,not_applicable,13,0.000136052
"Smith, Richard, 1500-1563.",Smith,Richard,not_applicable,1500,1563,13,0.000136052
"Sutton, Christopher, 1565-1629.",Sutton,Christopher,not_applicable,1565,1629,13,0.000136052
"Walker, George, 1581-1651.",Walker,George,not_applicable,1581,1651,13,0.000136052
"Whetstone, George, 1544-1587",Whetstone,George,not_applicable,1544,1587,13,0.000136052
"Willis, Thomas, 1621-1675.",Willis,Thomas,not_applicable,1621,1675,13,0.000136052
Ireland. Lord Lieutenant (1692-1695 : Romney),not_applicable,Ireland Lord Lieutenant (1692-1695 : Romney),not_applicable,not_applicable,not_applicable,13,0.000136052
"Abbot, Robert, 1560-1618.",Abbot,Robert,not_applicable,1560,1618,12,0.000125586
"Allestree, Richard, fl. 1617-1643.",Allestree,Richard,not_applicable, fl. 1617,1643,12,0.000125586
"Shaftesbury, Anthony Ashley Cooper, Earl of, 1621-1683.",Cooper,Anthony Ashley,not_applicable,1621,1683,12,0.000125586
D. B. fl. 1650-1660.,Baker,Daniel,not_applicable,fl. 1650,1660,12,0.000125586
"Blount, Thomas, 1618-1679.",Blount,Thomas,not_applicable,1618,1679,12,0.000125586
"Bossuet, Jacques B‚nigne, 1627-1704.",Bossuet,Jacques B‚nigne,not_applicable,1627,1704,12,0.000125586
"Bradshaw, William, 1571-1618.",Bradshaw,William,not_applicable,1571,1618,12,0.000125586
"Brayne, John.",Brayne,John,not_applicable,not_applicable,not_applicable,12,0.000125586
"Brightman, Thomas, 1562-1607.",Brightman,Thomas,not_applicable,1562,1607,12,0.000125586
"Burges, Cornelius, 1589-1665.",Burges,Cornelius,not_applicable,1589,1665,12,0.000125586
"Colbatch, John, Sir, 1670-1729.",Colbatch,John,not_applicable,1670,1729,12,0.000125586
"Cooper, Thomas, fl. 1626.",Cooper,Thomas,not_applicable, fl. 1626.,not_applicable,12,0.000125586
"Davies, John, Sir, 1569-1626.",Davies,John,not_applicable,1569,1626,12,0.000125586
"La Calprenède, Gaultier de Coste, seigneur de, d. 1663.",de Coste,Gaultier,not_applicable,not_applicable,1663,12,0.000125586
"Denison, John, d. 1629.",Denison,John,not_applicable,not_applicable,1629,12,0.000125586
"Durham, James, 1622-1658.",Durham,James,not_applicable,1622,1658,12,0.000125586
"Featley, Daniel, 1582-1645.",Featley,Daniel,not_applicable,1582,1645,12,0.000125586
"Fiennes, Nathaniel, 1607 or 8-1669.",Fiennes,Nathaniel,not_applicable, 1607 or 8,1669,12,0.000125586
"Gale, Theophilus, 1628-1678.",Gale,Theophilus,not_applicable,1628,1678,12,0.000125586
"Gee, Edward, 1657-1730.",Gee,Edward,not_applicable,1657,1730,12,0.000125586
"Gray, Andrew, 1633-1656.",Gray,Andrew,not_applicable,1633,1656,12,0.000125586
"Hemmingsen, Niels, 1513-1600.",Hemmingsen,Niels,not_applicable,1513,1600,12,0.000125586
"James, Elinor.",James,Elinor,not_applicable,not_applicable,not_applicable,12,0.000125586
"Jurieu, Pierre, 1637-1713.",Jurieu,Pierre,not_applicable,1637,1713,12,0.000125586
"Henry VIII, King of England, 1491-1547.",King of England,Henry VIII,not_applicable,1491,1547,12,0.000125586
"Knox, John,1514-1572.",Knox,John,not_applicable,1514,1572,12,0.000125586
"Lee, Nathaniel, 1653-1692.",Lee,Nathaniel,not_applicable,1653,1692,12,0.000125586
"Leigh, Edward, 1602-1671.",Leigh,Edward,not_applicable,1602,1671,12,0.000125586
"Lever, Thomas, 1521-1577.",Lever,Thomas,not_applicable,1521,1577,12,0.000125586
"Mason, Henry, 1573-1647.",Mason,Henry,not_applicable,1573,1647,12,0.000125586
"Morley, Thomas, 1557-1603",Morley,Thomas,not_applicable,1557,1603,12,0.000125586
"Osborne, Francis, 1593-1659.",Osborne,Francis,not_applicable,1593,1659,12,0.000125586
"Phillips, John, 1631-1706.",Phillips,John,not_applicable,1631,1706,12,0.000125586
"Randolph, Thomas, 1605-1635.",Randolph,Thomas,not_applicable,1605,1635,12,0.000125586
"Reynolds, John, fl. 1621-1650.",Reynolds,John,not_applicable, fl. 1621,1650,12,0.000125586
"Rous, Francis, 1579-1659.",Rous,Francis,not_applicable,1579,1659,12,0.000125586
"Sharp, John, 1645-1714.",Sharp,John,not_applicable,1645,1714,12,0.000125586
"Sidney, Philip, Sir, 1554-1586.",Sidney,Philip,not_applicable,1554,1586,12,0.000125586
"Smythies, William, d. 1715.",Smythies,William,not_applicable,not_applicable,1715,12,0.000125586
"Swan, John, d. 1671.",Swan,John,not_applicable,not_applicable,1671,12,0.000125586
"Tanner, John,1636-1715.",Tanner,John,not_applicable,1636,1715,12,0.000125586
"Tatham, John, fl. 1632-1664.",Tatham,John,not_applicable, fl. 1632,1664,12,0.000125586
"Turner, William, d. 1568.",Turner,William,not_applicable,not_applicable,1568,12,0.000125586
"Vicars, John, 1579 or 80-1652.",Vicars,John,not_applicable, 1579 or 80,1652,12,0.000125586
"Violet, Thomas, fl. 1634-1662.",Violet,Thomas,not_applicable, fl. 1634,1662,12,0.000125586
"Vives, Juan Luis, 1492-1540.",Vives,Juan Luis,not_applicable,1492,1540,12,0.000125586
"Walsh, Peter, 1618-1688.",Walsh,Peter,not_applicable,1618,1688,12,0.000125586
"Whitaker, Edward.",Whitaker,Edward,not_applicable,not_applicable,not_applicable,12,0.000125586
Massachusetts. General Court.,not_applicable,Massachusetts General Court,not_applicable,not_applicable,not_applicable,12,0.000125586
Ireland. Parliament.,not_applicable,Ireland Parliament,not_applicable,not_applicable,not_applicable,12,0.000125586
Ireland. Lord Lieutenant (1695-1696 : Capel),not_applicable,Ireland Lord Lieutenant (1695-1696 : Capel),not_applicable,not_applicable,not_applicable,12,0.000125586
"England and Wales. Laws, statutes, etc.",not_applicable,"England and Wales Laws, statutes, etc",not_applicable,not_applicable,not_applicable,12,0.000125586
Church of England. Province of Canterbury. Archbishop (1633-1645 : Laud),not_applicable,Church of England Province of Canterbury Archbishop (1633-1645 : Laud),not_applicable,not_applicable,not_applicable,12,0.000125586
"Abbot, George, 1562-1633.",Abbot,George,not_applicable,1562,1633,11,0.000115121
"Barclay, Robert, 1648-1690.",Barclay,Robert,not_applicable,1648,1690,11,0.000115121
"Bridge, William, 1600-1670.",Bridge,William,not_applicable,1600,1670,11,0.000115121
"Browne, Daniel, fl. 1614-1631.",Browne,Daniel,not_applicable, fl. 1614,1631,11,0.000115121
"Calamy, Benjamin, 1642-1686.",Calamy,Benjamin,not_applicable,1642,1686,11,0.000115121
"Cave, William, 1637-1713.",Cave,William,not_applicable,1637,1713,11,0.000115121
"Claude, Jean, 1619-1687.",Claude,Jean,not_applicable,1619,1687,11,0.000115121
"Colledge, Stephen, 1635-1681.",Colledge,Stephen,not_applicable,1635,1681,11,0.000115121
"Cooke, Alexander, 1564-1632.",Cooke,Alexander,not_applicable,1564,1632,11,0.000115121
"Cotton, Charles, 1630-1687.",Cotton,Charles,not_applicable,1630,1687,11,0.000115121
"Cotton, Clement.",Cotton,Clement,not_applicable,not_applicable,not_applicable,11,0.000115121
"Cotton, Robert, Sir, 1571-1631.",Cotton,Robert,not_applicable,1571,1631,11,0.000115121
"Cowley, Abraham, 1618-1667.",Cowley,Abraham,not_applicable,1618,1667,11,0.000115121
"Cranmer, Thomas, 1489-1556.",Cranmer,Thomas,not_applicable,1489,1556,11,0.000115121
"Dangerfield, Thomas, 1650-1685.",Dangerfield,Thomas,not_applicable,1650,1685,11,0.000115121
"Jacobus, de Voragine,1229-1298.",de Voragine,Jacobus,not_applicable,1229,1298,11,0.000115121
"Dewsbury, William, 1621-1688.",Dewsbury,William,not_applicable,1621,1688,11,0.000115121
"Dorrington, Theophilus, d. 1715.",Dorrington,Theophilus,not_applicable,not_applicable,1715,11,0.000115121
"Dove, John, 1560 or 61-1618.",Dove,John,not_applicable, 1560 or 61,1618,11,0.000115121
"Drummond, William, 1585-1649.",Drummond,William,not_applicable,1585,1649,11,0.000115121
"Duffett, Thomas.",Duffett,Thomas,not_applicable,not_applicable,not_applicable,11,0.000115121
"Dyer, William, d. 1696.",Dyer,William,not_applicable,not_applicable,1696,11,0.000115121
"Eachard, John, 1636-1697.",Eachard,John,not_applicable,1636,1697,11,0.000115121
"Fowler, Edward, 1632-1714.",Fowler,Edward,not_applicable,1632,1714,11,0.000115121
"Gascoigne, George, 1542-1577.",Gascoigne,George,not_applicable,1542,1577,11,0.000115121
"Gerhard, Johann, 1582-1637.",Gerhard,Johann,not_applicable,1582,1637,11,0.000115121
"Gildon, Charles, 1665-1724.",Gildon,Charles,not_applicable,1665,1724,11,0.000115121
"Granger, Thomas, b. 1578.",Granger,Thomas,not_applicable,1578,not_applicable,11,0.000115121
"Grimston, Harbottle, Sir, 1603-1685.",Grimston,Harbottle,not_applicable,1603,1685,11,0.000115121
"Harington, John, Sir, 1560-1612.",Harington,John,not_applicable,1560,1612,11,0.000115121
"Hooker, Richard, 1553 or 4-1600.",Hooker,Richard,not_applicable, 1553 or 4,1600,11,0.000115121
"Hopton, Arthur, 1587 or 8-1614.",Hopton,Arthur,not_applicable, 1587 or 8,1614,11,0.000115121
"Johnson, Francis, 1562-1618.",Johnson,Francis,not_applicable,1562,1618,11,0.000115121
"Johnson, John, fl. 1602-1657.",Johnson,John,not_applicable, fl. 1602,1657,11,0.000115121
"Ken, Thomas, 1637-1711.",Ken,Thomas,not_applicable,1637,1711,11,0.000115121
"Laet, Jaspar, fl. 1530-1544.",Laet,Jaspar,not_applicable, fl. 1530-1544,not_applicable,11,0.000115121
"Melanchthon, Philipp, 1497-1560.",Melanchthon,Philipp,not_applicable,1497,1560,11,0.000115121
"Morton, Thomas, 1564-1659.",Morton,Thomas,not_applicable,1564,1659,11,0.000115121
"Nowell, Alexander, 1507-1602.",Nowell,Alexander,not_applicable,1507,1602,11,0.000115121
"Overbury, Thomas, Sir, 1581-1613.",Overbury,Thomas,not_applicable,1581,1613,11,0.000115121
"Playford, John, 1623-1686",Playford,John,not_applicable,1623,1686,11,0.000115121
"Rule, Gilbert, 1629-1701.",Rule,Gilbert,not_applicable,1629,1701,11,0.000115121
"Sanderson, Robert, 1587-1663.",Sanderson,Robert,not_applicable,1587,1663,11,0.000115121
"Sherwin, William, 1607-1687",Sherwin,William,not_applicable,1607,1687,11,0.000115121
"Smith, John, 1580-1631.",Smith,John,not_applicable,1580,1631,11,0.000115121
"Sofford, Arthur, fl. 1618-1641.",Sofford,Arthur,not_applicable, fl. 1618,1641,11,0.000115121
"Sutcliffe, Matthew, 1550-1629.",Sutcliffe,Matthew,not_applicable,1550,1629,11,0.000115121
"Trigge, Thomas.",Trigge,Thomas,not_applicable,not_applicable,not_applicable,11,0.000115121
"Turner, Francis, 1638-1700.",Turner,Francis,not_applicable,1638,1700,11,0.000115121
"Ward, Seth, 1617-1689.",Ward,Seth,not_applicable,1617,1689,11,0.000115121
"Willard, Samuel, 1640-1707.",Willard,Samuel,not_applicable,1640,1707,11,0.000115121
"Winstanley, William, 1628-1698.",Winstanley,William,not_applicable,1628,1698,11,0.000115121
T. W. 1549-1608.,not_applicable,T W,not_applicable,1549,1608,11,0.000115121
T. B.,not_applicable,T B,not_applicable,not_applicable,not_applicable,11,0.000115121
R. A. 1611-1681.,not_applicable,R A,not_applicable,1611,1681,11,0.000115121
N. N.,not_applicable,N N,not_applicable,not_applicable,not_applicable,11,0.000115121
A. B.,not_applicable,A B,not_applicable,not_applicable,not_applicable,11,0.000115121
"Alcock, John, 1430-1500.",Alcock,John,not_applicable,1430,1500,10,0.000104655
