author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,dataset
"Hickeringill, Edmund, 1631-1708.",Hickeringill,Edmund,not_applicable,1631,1708,23,0.000240707,eebo
"Hickes, George, 1642-1715.",Hickes,George,not_applicable,1642,1715,23,0.000240707,eebo
"Humfrey, John, 1621-1719.",Humfrey,John,not_applicable,1621,1719,23,0.000240707,eebo
"James II, King of England, 1633-1701.",King of England,James II,not_applicable,1633,1701,23,0.000240707,eebo
"Long, Thomas, 1621-1707.",Long,Thomas,not_applicable,1621,1707,23,0.000240707,eebo
"Marana, Giovanni Paolo, 1642-1693.",Marana,Giovanni Paolo,not_applicable,1642,1693,23,0.000240707,eebo
"Marshall, Stephen, 1594-1655.",Marshall,Stephen,not_applicable,1594,1655,23,0.000240707,eebo
"Saunders, Richard, 1613-1675.",Saunders,Richard,not_applicable,1613,1675,23,0.000240707,eebo
"Sprat, Thomas, 1635-1713.",Sprat,Thomas,not_applicable,1635,1713,23,0.000240707,eebo
"Vines, Richard, 1600-1656.",Vines,Richard,not_applicable,1600,1656,23,0.000240707,eebo
"Wharton, George, Sir, 1617-1681.",Wharton,George,not_applicable,1617,1681,23,0.000240707,eebo
"Wilkins, John, 1614-1672.",Wilkins,John,not_applicable,1614,1672,23,0.000240707,eebo
Ireland. Lord Deputy (1622-1629 : Falkland),not_applicable,Ireland Lord Deputy (1622-1629 : Falkland),not_applicable,not_applicable,not_applicable,23,0.000240707,eebo
"Chapman, George, 1559-1634.",Chapman,George,not_applicable,1559,1634,22,0.000230241,eebo
"Chaucer, Geoffrey, d. 1400.",Chaucer,Geoffrey,not_applicable,not_applicable,1400,22,0.000230241,eebo
"Dade, William.",Dade,William,not_applicable,not_applicable,not_applicable,22,0.000230241,eebo
"Holles, Denzil Holles, Baron, 1599-1680.",Holles,Denzil,not_applicable,1599,1680,22,0.000230241,eebo
"Hooper, John, d. 1555.",Hooper,John,not_applicable,not_applicable,1555,22,0.000230241,eebo
"Hutton, Richard, Sir, 1561-1639.",Hutton,Richard,not_applicable,1561,1639,22,0.000230241,eebo
"Janeway, James, 1636-1674.",Janeway,James,not_applicable,1636,1674,22,0.000230241,eebo
"Latimer, Hugh, 1485-1555.",Latimer,Hugh,not_applicable,1485,1555,22,0.000230241,eebo
"Neale, Thomas, d. 1699",Neale,Thomas,not_applicable,not_applicable,1699,22,0.000230241,eebo
"Ness, Christopher, 1621-1705.",Ness,Christopher,not_applicable,1621,1705,22,0.000230241,eebo
"Neve, Jeffery, 1579-1654.",Neve,Jeffery,not_applicable,1579,1654,22,0.000230241,eebo
"Parker, Henry, 1604-1652.",Parker,Henry,not_applicable,1604,1652,22,0.000230241,eebo
"Saint German, Christopher, 1460-1540.",Saint German,Christopher,not_applicable,1460,1540,22,0.000230241,eebo
"Sempill, Robert, 1530-1595.",Sempill,Robert,not_applicable,1530,1595,22,0.000230241,eebo
"Southwell, Robert, Saint, 1561-1595.",Southwell,Robert,not_applicable,1561,1595,22,0.000230241,eebo
J. C.,not_applicable,J C,not_applicable,not_applicable,not_applicable,22,0.000230241,eebo
England and Wales. Lords Justices.,not_applicable,England and Wales Lords Justices,not_applicable,not_applicable,not_applicable,22,0.000230241,eebo
"Bayly, William, d. 1675.",Bayly,William,not_applicable,not_applicable,1675,21,0.000219776,eebo
"Bishop, George, d. 1668.",Bishop,George,not_applicable,not_applicable,1668,21,0.000219776,eebo
"Bonner, Edmund, 1500-1569.",Bonner,Edmund,not_applicable,1500,1569,21,0.000219776,eebo
"Collier, Thomas, fl. 1691.",Collier,Thomas,not_applicable, fl. 1691.,not_applicable,21,0.000219776,eebo
"Culverwell, Ezekiel, 1553 or 4-1631.",Culverwell,Ezekiel,not_applicable, 1553 or 4,1631,21,0.000219776,eebo
"Dering, Edward, Sir, 1598-1644.",Dering,Edward,not_applicable,1598,1644,21,0.000219776,eebo
"Essex, Robert Devereux, Earl of, 1591-1646.",Devereux,Robert,not_applicable,1591,1646,21,0.000219776,eebo
"Fisher, John, Saint, 1469-1535.",Fisher,John,not_applicable,1469,1535,21,0.000219776,eebo
"Jewel, John, 1522-1571.",Jewel,John,not_applicable,1522,1571,21,0.000219776,eebo
"Vincent, Thomas, 1634-1678.",Vincent,Thomas,not_applicable,1634,1678,21,0.000219776,eebo
Scotland. Sovereign (1625-1649 : Charles I),not_applicable,Scotland Sovereign (1625-1649 : Charles I),not_applicable,not_applicable,not_applicable,21,0.000219776,eebo
"Bagshaw, Edward, 1629-1671.",Bagshaw,Edward,not_applicable,1629,1671,20,0.00020931,eebo
"Barrow, Isaac, 1630-1677.",Barrow,Isaac,not_applicable,1630,1677,20,0.00020931,eebo
"Bates, William, 1625-1699.",Bates,William,not_applicable,1625,1699,20,0.00020931,eebo
"Bell, Thomas, fl. 1593-1610.",Bell,Thomas,not_applicable, fl. 1593,1610,20,0.00020931,eebo
"Collinges, John, 1623-1690.",Collinges,John,not_applicable,1623,1690,20,0.00020931,eebo
"Crowley, Robert, 1518-1588.",Crowley,Robert,not_applicable,1518,1588,20,0.00020931,eebo
"Deloney, Thomas, 1543-1600.",Deloney,Thomas,not_applicable,1543,1600,20,0.00020931,eebo
"Doolittle, Thomas, 1632-1707.",Doolittle,Thomas,not_applicable,1632,1707,20,0.00020931,eebo
"Johnson, Samuel, 1649-1703.",Johnson,Samuel,not_applicable,1649,1703,20,0.00020931,eebo
"Nash, Thomas, 1567-1601.",Nash,Thomas,not_applicable,1567,1601,20,0.00020931,eebo
"Pemble, William, 1592-1623.",Pemble,William,not_applicable,1592,1623,20,0.00020931,eebo
"Sydenham, Humphrey, 1591-1650",Sydenham,Humphrey,not_applicable,1591,1650,20,0.00020931,eebo
J. B.,not_applicable,J B,not_applicable,not_applicable,not_applicable,20,0.00020931,eebo
"Briscoe, John, fl. 1695.",Briscoe,John,not_applicable, fl. 1695.,not_applicable,19,0.000198845,eebo
"Chamberlen, Hugh.",Chamberlen,Hugh,not_applicable,not_applicable,not_applicable,19,0.000198845,eebo
"Cicero, Marcus Tullius.",Cicero,Marcus Tullius,not_applicable,not_applicable,not_applicable,19,0.000198845,eebo
"Bristol, George Digby, Earl of, 1612-1677.",Digby,George,not_applicable,1612,1677,19,0.000198845,eebo
"Ferguson, Robert, d. 1714.",Ferguson,Robert,not_applicable,not_applicable,1714,19,0.000198845,eebo
"Lenthall, William, 1591-1662.",Lenthall,William,not_applicable,1591,1662,19,0.000198845,eebo
"Lloyd, Lodowick, fl. 1573-1610.",Lloyd,Lodowick,not_applicable, fl. 1573,1610,19,0.000198845,eebo
"Marston, John, 1575-1634.",Marston,John,not_applicable,1575,1634,19,0.000198845,eebo
"Maynwaringe, Everard, 1628-1699",Maynwaringe,Everard,not_applicable,1628,1699,19,0.000198845,eebo
"Rainolds, John, 1549-1607.",Rainolds,John,not_applicable,1549,1607,19,0.000198845,eebo
"Walker, Clement, 1595-1651.",Walker,Clement,not_applicable,1595,1651,19,0.000198845,eebo
"Butler, Samuel, 1612-1680.",Butler,Samuel,not_applicable,1612,1680,18,0.000188379,eebo
"Care, Henry, 1646-1688.",Care,Henry,not_applicable,1646,1688,18,0.000188379,eebo
"Defoe, Daniel, 1661-1731.",Defoe,Daniel,not_applicable,1661,1731,18,0.000188379,eebo
"Hubberthorn, Richard, 1628-1662.",Hubberthorn,Richard,not_applicable,1628,1662,18,0.000188379,eebo
"Phayer, Thomas, 1510-1560.",Phayer,Thomas,not_applicable,1510,1560,18,0.000188379,eebo
"Playfere, Thomas, 1561-1609.",Playfere,Thomas,not_applicable,1561,1609,18,0.000188379,eebo
"Powel, Gabriel, 1576-1611.",Powel,Gabriel,not_applicable,1576,1611,18,0.000188379,eebo
"Record, Robert, 1510-1558.",Record,Robert,not_applicable,1510,1558,18,0.000188379,eebo
"St. John, Oliver, 1598-1673.",St John,Oliver,not_applicable,1598,1673,18,0.000188379,eebo
"Turner, John, b. 1649 or 50.",Turner,John,not_applicable, 1649 or 50.,not_applicable,18,0.000188379,eebo
"Wallis, John, 1616-1703.",Wallis,John,not_applicable,1616,1703,18,0.000188379,eebo
"Blackall, Offspring, 1654-1716.",Blackall,Offspring,not_applicable,1654,1716,17,0.000177914,eebo
"Bradford, John, 1510-1555.",Bradford,John,not_applicable,1510,1555,17,0.000177914,eebo
"Camden, William, 1551-1623.",Camden,William,not_applicable,1551,1623,17,0.000177914,eebo
"Luis, de Granada, 1504-1588.",de Granada,Luis,not_applicable,1504,1588,17,0.000177914,eebo
"Du Bartas, Guillaume de Salluste, seigneur, 1544-1590.",de Salluste,Guillaume,not_applicable,1544,1590,17,0.000177914,eebo
"Jenkins, David, 1582-1663.",Jenkins,David,not_applicable,1582,1663,17,0.000177914,eebo
"Jonson, Ben, 1573-1637.",Jonson,Ben,not_applicable,1573,1637,17,0.000177914,eebo
"More, Thomas, Sir, Saint, 1478-1535.",More,Thomas,not_applicable,1478,1535,17,0.000177914,eebo
"Niclaes, Hendrik, 1502-1580",Niclaes,Hendrik,not_applicable,1502,1580,17,0.000177914,eebo
"Pierce, Thomas, 1622-1691.",Pierce,Thomas,not_applicable,1622,1691,17,0.000177914,eebo
"Woodward, Ezekias, 1590-1675.",Woodward,Ezekias,not_applicable,1590,1675,17,0.000177914,eebo
Ireland. Lord Deputy (1652-1655 : Fleetwood),not_applicable,Ireland Lord Deputy (1652-1655 : Fleetwood),not_applicable,not_applicable,not_applicable,17,0.000177914,eebo
"Askham, Anthony, fl. 1553.",Askham,Anthony,not_applicable, fl. 1553.,not_applicable,16,0.000167448,eebo
"Barlow, William, d. 1613.",Barlow,William,not_applicable,not_applicable,1613,16,0.000167448,eebo
"Baynes, Paul, d. 1617.",Baynes,Paul,not_applicable,not_applicable,1617,16,0.000167448,eebo
"Brown, Thomas, 1663-1704.",Brown,Thomas,not_applicable,1663,1704,16,0.000167448,eebo
"Burton, William, d. 1616.",Burton,William,not_applicable,not_applicable,1616,16,0.000167448,eebo
"Caryl, Joseph, 1602-1673.",Caryl,Joseph,not_applicable,1602,1673,16,0.000167448,eebo
"Coles, Elisha, 1640-1680.",Coles,Elisha,not_applicable,1640,1680,16,0.000167448,eebo
"Crofton, Zachary, 1625 or 6-1672.",Crofton,Zachary,not_applicable, 1625 or 6,1672,16,0.000167448,eebo
"Edwards, John, 1637-1716.",Edwards,John,not_applicable,1637,1716,16,0.000167448,eebo
"Elys, Edmund,1634-1707.",Elys,Edmund,not_applicable,1634,1707,16,0.000167448,eebo
"Fenner, Dudley, 1558-1587.",Fenner,Dudley,not_applicable,1558,1587,16,0.000167448,eebo
"Flecknoe, Richard, d. 1678",Flecknoe,Richard,not_applicable,not_applicable,1678,16,0.000167448,eebo
"Foxe, John, 1516-1587.",Foxe,John,not_applicable,1516,1587,16,0.000167448,eebo
"Jessey, Henry, 1603-1663.",Jessey,Henry,not_applicable,1603,1663,16,0.000167448,eebo
"Mirk, John, fl. 1403",Mirk,John,not_applicable, fl. 1403,not_applicable,16,0.000167448,eebo
"Savonarola, Girolamo, 1452-1498.",Savonarola,Girolamo,not_applicable,1452,1498,16,0.000167448,eebo
"Scott, John, 1639-1695.",Scott,John,not_applicable,1639,1695,16,0.000167448,eebo
"Shower, John, 1657-1715.",Shower,John,not_applicable,1657,1715,16,0.000167448,eebo
"Rochester, John Wilmot, Earl of, 1647-1680.",Wilmot,John,not_applicable,1647,1680,16,0.000167448,eebo
England. Sovereign (1509-1547 : Henry VIII),not_applicable,England Sovereign (1509-1547 : Henry VIII),not_applicable,not_applicable,not_applicable,16,0.000167448,eebo
D. W.,not_applicable,D W,not_applicable,not_applicable,not_applicable,16,0.000167448,eebo
"Bradford, Samuel, 1652-1731.",Bradford,Samuel,not_applicable,1652,1731,15,0.000156983,eebo
"Brady, Nicholas, 1659-1726.",Brady,Nicholas,not_applicable,1659,1726,15,0.000156983,eebo
"Digges, Leonard, d. 1571",Digges,Leonard,not_applicable,not_applicable,1571,15,0.000156983,eebo
"Dyke, Daniel, d. 1614.",Dyke,Daniel,not_applicable,not_applicable,1614,15,0.000156983,eebo
"Goodman, John, 1625 or 6-1690.",Goodman,John,not_applicable, 1625 or 6,1690,15,0.000156983,eebo
"Gouge, William, 1578-1653.",Gouge,William,not_applicable,1578,1653,15,0.000156983,eebo
"Greenham, Richard.",Greenham,Richard,not_applicable,not_applicable,not_applicable,15,0.000156983,eebo
"Head, Richard, 1637-1686",Head,Richard,not_applicable,1637,1686,15,0.000156983,eebo
"Hill, Thomas, b.1528.",Hill,Thomas,not_applicable,1528,not_applicable,15,0.000156983,eebo
"Joye, George, d. 1553.",Joye,George,not_applicable,not_applicable,1553,15,0.000156983,eebo
"Lupton, Thomas.",Lupton,Thomas,not_applicable,not_applicable,not_applicable,15,0.000156983,eebo
"Marlowe, Christopher, 1564-1593.",Marlowe,Christopher,not_applicable,1564,1593,15,0.000156983,eebo
"Nixon, Anthony.",Nixon,Anthony,not_applicable,not_applicable,not_applicable,15,0.000156983,eebo
"Norton, Thomas, 1532-1584.",Norton,Thomas,not_applicable,1532,1584,15,0.000156983,eebo
"Oates, Titus, 1649-1705.",Oates,Titus,not_applicable,1649,1705,15,0.000156983,eebo
"Oldham, John, 1653-1683.",Oldham,John,not_applicable,1653,1683,15,0.000156983,eebo
"Poole, Matthew, 1624-1679.",Poole,Matthew,not_applicable,1624,1679,15,0.000156983,eebo
"Stoughton, John, d. 1639.",Stoughton,John,not_applicable,not_applicable,1639,15,0.000156983,eebo
"Stubbe, Henry, 1632-1676.",Stubbe,Henry,not_applicable,1632,1676,15,0.000156983,eebo
"Temple, William, Sir, 1628-1699.",Temple,William,not_applicable,1628,1699,15,0.000156983,eebo
"Tutchin, John, 1661-1707.",Tutchin,John,not_applicable,1661,1707,15,0.000156983,eebo
"Udall, John, 1560-1592.",Udall,John,not_applicable,1560,1592,15,0.000156983,eebo
"Walker, Henry, Ironmonger.",Walker,Henry,not_applicable,not_applicable,not_applicable,15,0.000156983,eebo
"Andrews, William,1635-1713.",Andrews,William,not_applicable,1635,1713,14,0.000146517,eebo
"Newcastle, Margaret Cavendish, Duchess of, 1624-1674.",Cavendish,Margaret,not_applicable,1624,1674,14,0.000146517,eebo
"Rupert, Prince, Count Palatine, 1619-1682.",Count Palatine of the Rhine,Rupert,not_applicable,1619,1682,14,0.000146517,eebo
"Croft, Herbert, 1603-1691.",Croft,Herbert,not_applicable,1603,1691,14,0.000146517,eebo
"Dickson, David, 1583-1663.",Dickson,David,not_applicable,1583,1663,14,0.000146517,eebo
"Frith, John, 1503-1533.",Frith,John,not_applicable,1503,1533,14,0.000146517,eebo
"Gardiner, Stephen, 1483-1555.",Gardiner,Stephen,not_applicable,1483,1555,14,0.000146517,eebo
"Grafton, Richard, d. 1572",Grafton,Richard,not_applicable,not_applicable,1572,14,0.000146517,eebo
"Hartlib, Samuel, d. 1662.",Hartlib,Samuel,not_applicable,not_applicable,1662,14,0.000146517,eebo
"Hawes, Stephen, d. 1523",Hawes,Stephen,not_applicable,not_applicable,1523,14,0.000146517,eebo
"Hobbes, Thomas, 1588-1679.",Hobbes,Thomas,not_applicable,1588,1679,14,0.000146517,eebo
"Kettlewell, John, 1653-1695.",Kettlewell,John,not_applicable,1653,1695,14,0.000146517,eebo
"Laud, William, 1573-1645.",Laud,William,not_applicable,1573,1645,14,0.000146517,eebo
"Leti, Gregorio, 1630-1701.",Leti,Gregorio,not_applicable,1630,1701,14,0.000146517,eebo
"Leybourn, William, 1626-1716.",Leybourn,William,not_applicable,1626,1716,14,0.000146517,eebo
"Lucas, Richard, 1648-1715.",Lucas,Richard,not_applicable,1648,1715,14,0.000146517,eebo
"Massinger, Philip, 1583-1640.",Massinger,Philip,not_applicable,1583,1640,14,0.000146517,eebo
"Moulton, Thomas.",Moulton,Thomas,not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
"Otway, Thomas, 1652-1685.",Otway,Thomas,not_applicable,1652,1685,14,0.000146517,eebo
"Penry, John, 1559-1593.",Penry,John,not_applicable,1559,1593,14,0.000146517,eebo
"Phillips, John, fl. 1570-1591.",Phillips,John,not_applicable, fl. 1570,1591,14,0.000146517,eebo
"Plat, Hugh, Sir, 1552-1611",Plat,Hugh,not_applicable,1552,1611,14,0.000146517,eebo
"Price, Daniel, 1581-1631.",Price,Daniel,not_applicable,1581,1631,14,0.000146517,eebo
"Purcell, Henry, 1659-1695.",Purcell,Henry,not_applicable,1659,1695,14,0.000146517,eebo
"Rapin, Ren‚, 1621-1687.",Rapin,Ren‚,not_applicable,1621,1687,14,0.000146517,eebo
"Ross, Alexander, 1591-1654.",Ross,Alexander,not_applicable,1591,1654,14,0.000146517,eebo
"Stubbes, Phillip.",Stubbes,Phillip,not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
"Whitby, Daniel, 1638-1726.",Whitby,Daniel,not_applicable,1638,1726,14,0.000146517,eebo
"White, John, fl. 1613-1651.",White,John,not_applicable, fl. 1613,1651,14,0.000146517,eebo
"Whitford, Richard, fl. 1495-1555",Whitford,Richard,not_applicable, fl. 1495-1555,not_applicable,14,0.000146517,eebo
"Wollrich, Humphry, 1633-1707.",Wollrich,Humphry,not_applicable,1633,1707,14,0.000146517,eebo
United Provinces of the Netherlands. Staten Generaal.,not_applicable,United Provinces of the Netherlands Staten Generaal,not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
Trepidantium Malleus.,not_applicable,Trepidantium Malleus,not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
Scotland. Sovereign (1649-1685 : Charles II),not_applicable,Scotland Sovereign (1649-1685 : Charles II),not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
"R. H., 1609-1678.",not_applicable,R H,not_applicable,1609,1678,14,0.000146517,eebo
Ireland. Lord Deputy.,not_applicable,Ireland Lord Deputy,not_applicable,not_applicable,not_applicable,14,0.000146517,eebo
"Baldwin, William,1518-1563",Baldwin,William,not_applicable,1518,1563,13,0.000136052,eebo
"Clagett, William, 1646-1688.",Clagett,William,not_applicable,1646,1688,13,0.000136052,eebo
"Collier, Jeremy, 1650-1726.",Collier,Jeremy,not_applicable,1650,1726,13,0.000136052,eebo
"Davies, John, 1565-1618.",Davies,John,not_applicable,1565,1618,13,0.000136052,eebo
"Dyke, Jeremiah, 1584-1639.",Dyke,Jeremiah,not_applicable,1584,1639,13,0.000136052,eebo
"Elton, Edward, d. 1624.",Elton,Edward,not_applicable,not_applicable,1624,13,0.000136052,eebo
"Fairfax, Ferdinando Fairfax, Baron, 1584-1648.",Fairfax,Ferdinando,not_applicable,1584,1648,13,0.000136052,eebo
"Fisher, Edward, fl. 1627-1655.",Fisher,Edward,not_applicable, fl. 1627,1655,13,0.000136052,eebo
"Haines, Richard, 1633-1685.",Haines,Richard,not_applicable,1633,1685,13,0.000136052,eebo
"Heath, James, 1629-1664.",Heath,James,not_applicable,1629,1664,13,0.000136052,eebo
"Jacob, Henry, 1563-1624.",Jacob,Henry,not_applicable,1563,1624,13,0.000136052,eebo
"Munday, Anthony, 1553-1633.",Munday,Anthony,not_applicable,1553,1633,13,0.000136052,eebo
"Norris, John, 1657-1711.",Norris,John,not_applicable,1657,1711,13,0.000136052,eebo
"Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548.",Parr,Catharine,not_applicable,1512,1548,13,0.000136052,eebo
"Peachi, John, fl. 1683.",Peachi,John,not_applicable, fl. 1683.,not_applicable,13,0.000136052,eebo
"Rhegius, Urbanus, 1489-1541.",Rhegius,Urbanus,not_applicable,1489,1541,13,0.000136052,eebo
"Ruscelli, Girolamo, d.1565.",Ruscelli,Girolamo,not_applicable,not_applicable,1565,13,0.000136052,eebo
J. S. fl. 1680-1702.,S,J,not_applicable,fl. 1680,1702,13,0.000136052,eebo
"Saltmarsh, John, d. 1647.",Saltmarsh,John,not_applicable,not_applicable,1647,13,0.000136052,eebo
"Securis, John.",Securis,John,not_applicable,not_applicable,not_applicable,13,0.000136052,eebo
"Smith, Richard, 1500-1563.",Smith,Richard,not_applicable,1500,1563,13,0.000136052,eebo
"Sutton, Christopher, 1565-1629.",Sutton,Christopher,not_applicable,1565,1629,13,0.000136052,eebo
"Walker, George, 1581-1651.",Walker,George,not_applicable,1581,1651,13,0.000136052,eebo
"Whetstone, George, 1544-1587",Whetstone,George,not_applicable,1544,1587,13,0.000136052,eebo
"Willis, Thomas, 1621-1675.",Willis,Thomas,not_applicable,1621,1675,13,0.000136052,eebo
Ireland. Lord Lieutenant (1692-1695 : Romney),not_applicable,Ireland Lord Lieutenant (1692-1695 : Romney),not_applicable,not_applicable,not_applicable,13,0.000136052,eebo
"Abbot, Robert, 1560-1618.",Abbot,Robert,not_applicable,1560,1618,12,0.000125586,eebo
"Allestree, Richard, fl. 1617-1643.",Allestree,Richard,not_applicable, fl. 1617,1643,12,0.000125586,eebo
"Shaftesbury, Anthony Ashley Cooper, Earl of, 1621-1683.",Cooper,Anthony Ashley,not_applicable,1621,1683,12,0.000125586,eebo
D. B. fl. 1650-1660.,Baker,Daniel,not_applicable,fl. 1650,1660,12,0.000125586,eebo
"Blount, Thomas, 1618-1679.",Blount,Thomas,not_applicable,1618,1679,12,0.000125586,eebo
"Bossuet, Jacques B‚nigne, 1627-1704.",Bossuet,Jacques B‚nigne,not_applicable,1627,1704,12,0.000125586,eebo
"Bradshaw, William, 1571-1618.",Bradshaw,William,not_applicable,1571,1618,12,0.000125586,eebo
"Brayne, John.",Brayne,John,not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
"Brightman, Thomas, 1562-1607.",Brightman,Thomas,not_applicable,1562,1607,12,0.000125586,eebo
"Burges, Cornelius, 1589-1665.",Burges,Cornelius,not_applicable,1589,1665,12,0.000125586,eebo
"Colbatch, John, Sir, 1670-1729.",Colbatch,John,not_applicable,1670,1729,12,0.000125586,eebo
"Cooper, Thomas, fl. 1626.",Cooper,Thomas,not_applicable, fl. 1626.,not_applicable,12,0.000125586,eebo
"Davies, John, Sir, 1569-1626.",Davies,John,not_applicable,1569,1626,12,0.000125586,eebo
"La Calprenède, Gaultier de Coste, seigneur de, d. 1663.",de Coste,Gaultier,not_applicable,not_applicable,1663,12,0.000125586,eebo
"Denison, John, d. 1629.",Denison,John,not_applicable,not_applicable,1629,12,0.000125586,eebo
"Durham, James, 1622-1658.",Durham,James,not_applicable,1622,1658,12,0.000125586,eebo
"Featley, Daniel, 1582-1645.",Featley,Daniel,not_applicable,1582,1645,12,0.000125586,eebo
"Fiennes, Nathaniel, 1607 or 8-1669.",Fiennes,Nathaniel,not_applicable, 1607 or 8,1669,12,0.000125586,eebo
"Gale, Theophilus, 1628-1678.",Gale,Theophilus,not_applicable,1628,1678,12,0.000125586,eebo
"Gee, Edward, 1657-1730.",Gee,Edward,not_applicable,1657,1730,12,0.000125586,eebo
"Gray, Andrew, 1633-1656.",Gray,Andrew,not_applicable,1633,1656,12,0.000125586,eebo
"Hemmingsen, Niels, 1513-1600.",Hemmingsen,Niels,not_applicable,1513,1600,12,0.000125586,eebo
"James, Elinor.",James,Elinor,not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
"Jurieu, Pierre, 1637-1713.",Jurieu,Pierre,not_applicable,1637,1713,12,0.000125586,eebo
"Henry VIII, King of England, 1491-1547.",King of England,Henry VIII,not_applicable,1491,1547,12,0.000125586,eebo
"Knox, John,1514-1572.",Knox,John,not_applicable,1514,1572,12,0.000125586,eebo
"Lee, Nathaniel, 1653-1692.",Lee,Nathaniel,not_applicable,1653,1692,12,0.000125586,eebo
"Leigh, Edward, 1602-1671.",Leigh,Edward,not_applicable,1602,1671,12,0.000125586,eebo
"Lever, Thomas, 1521-1577.",Lever,Thomas,not_applicable,1521,1577,12,0.000125586,eebo
"Mason, Henry, 1573-1647.",Mason,Henry,not_applicable,1573,1647,12,0.000125586,eebo
"Morley, Thomas, 1557-1603",Morley,Thomas,not_applicable,1557,1603,12,0.000125586,eebo
"Osborne, Francis, 1593-1659.",Osborne,Francis,not_applicable,1593,1659,12,0.000125586,eebo
"Phillips, John, 1631-1706.",Phillips,John,not_applicable,1631,1706,12,0.000125586,eebo
"Randolph, Thomas, 1605-1635.",Randolph,Thomas,not_applicable,1605,1635,12,0.000125586,eebo
"Reynolds, John, fl. 1621-1650.",Reynolds,John,not_applicable, fl. 1621,1650,12,0.000125586,eebo
"Rous, Francis, 1579-1659.",Rous,Francis,not_applicable,1579,1659,12,0.000125586,eebo
"Sharp, John, 1645-1714.",Sharp,John,not_applicable,1645,1714,12,0.000125586,eebo
"Sidney, Philip, Sir, 1554-1586.",Sidney,Philip,not_applicable,1554,1586,12,0.000125586,eebo
"Smythies, William, d. 1715.",Smythies,William,not_applicable,not_applicable,1715,12,0.000125586,eebo
"Swan, John, d. 1671.",Swan,John,not_applicable,not_applicable,1671,12,0.000125586,eebo
"Tanner, John,1636-1715.",Tanner,John,not_applicable,1636,1715,12,0.000125586,eebo
"Tatham, John, fl. 1632-1664.",Tatham,John,not_applicable, fl. 1632,1664,12,0.000125586,eebo
"Turner, William, d. 1568.",Turner,William,not_applicable,not_applicable,1568,12,0.000125586,eebo
"Vicars, John, 1579 or 80-1652.",Vicars,John,not_applicable, 1579 or 80,1652,12,0.000125586,eebo
"Violet, Thomas, fl. 1634-1662.",Violet,Thomas,not_applicable, fl. 1634,1662,12,0.000125586,eebo
"Vives, Juan Luis, 1492-1540.",Vives,Juan Luis,not_applicable,1492,1540,12,0.000125586,eebo
"Walsh, Peter, 1618-1688.",Walsh,Peter,not_applicable,1618,1688,12,0.000125586,eebo
"Whitaker, Edward.",Whitaker,Edward,not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
Massachusetts. General Court.,not_applicable,Massachusetts General Court,not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
Ireland. Parliament.,not_applicable,Ireland Parliament,not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
Ireland. Lord Lieutenant (1695-1696 : Capel),not_applicable,Ireland Lord Lieutenant (1695-1696 : Capel),not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
"England and Wales. Laws, statutes, etc.",not_applicable,"England and Wales Laws, statutes, etc",not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
Church of England. Province of Canterbury. Archbishop (1633-1645 : Laud),not_applicable,Church of England Province of Canterbury Archbishop (1633-1645 : Laud),not_applicable,not_applicable,not_applicable,12,0.000125586,eebo
"Abbot, George, 1562-1633.",Abbot,George,not_applicable,1562,1633,11,0.000115121,eebo
"Barclay, Robert, 1648-1690.",Barclay,Robert,not_applicable,1648,1690,11,0.000115121,eebo
"Bridge, William, 1600-1670.",Bridge,William,not_applicable,1600,1670,11,0.000115121,eebo
"Browne, Daniel, fl. 1614-1631.",Browne,Daniel,not_applicable, fl. 1614,1631,11,0.000115121,eebo
"Calamy, Benjamin, 1642-1686.",Calamy,Benjamin,not_applicable,1642,1686,11,0.000115121,eebo
"Cave, William, 1637-1713.",Cave,William,not_applicable,1637,1713,11,0.000115121,eebo
"Claude, Jean, 1619-1687.",Claude,Jean,not_applicable,1619,1687,11,0.000115121,eebo
"Colledge, Stephen, 1635-1681.",Colledge,Stephen,not_applicable,1635,1681,11,0.000115121,eebo
"Cooke, Alexander, 1564-1632.",Cooke,Alexander,not_applicable,1564,1632,11,0.000115121,eebo
"Cotton, Charles, 1630-1687.",Cotton,Charles,not_applicable,1630,1687,11,0.000115121,eebo
"Cotton, Clement.",Cotton,Clement,not_applicable,not_applicable,not_applicable,11,0.000115121,eebo
"Cotton, Robert, Sir, 1571-1631.",Cotton,Robert,not_applicable,1571,1631,11,0.000115121,eebo
"Cowley, Abraham, 1618-1667.",Cowley,Abraham,not_applicable,1618,1667,11,0.000115121,eebo
"Cranmer, Thomas, 1489-1556.",Cranmer,Thomas,not_applicable,1489,1556,11,0.000115121,eebo
