author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total
"St. John, Oliver, 1598-1673.",St John,Oliver,,1598,1673,18,0.000188379
"Turner, John, b. 1649 or 50.",Turner,John,, 1649 or 50.,,18,0.000188379
"Wallis, John, 1616-1703.",Wallis,John,,1616,1703,18,0.000188379
"Blackall, Offspring, 1654-1716.",Blackall,Offspring,,1654,1716,17,0.000177914
"Bradford, John, 1510-1555.",Bradford,John,,1510,1555,17,0.000177914
"Camden, William, 1551-1623.",Camden,William,,1551,1623,17,0.000177914
"Luis, de Granada, 1504-1588.",de Granada,Luis,,1504,1588,17,0.000177914
"Du Bartas, Guillaume de Salluste, seigneur, 1544-1590.",de Salluste,Guillaume,,1544,1590,17,0.000177914
"Jenkins, David, 1582-1663.",Jenkins,David,,1582,1663,17,0.000177914
"Jonson, Ben, 1573-1637.",Jonson,Ben,,1573,1637,17,0.000177914
"More, Thomas, Sir, Saint, 1478-1535.",More,Thomas,,1478,1535,17,0.000177914
"Niclaes, Hendrik, 1502-1580",Niclaes,Hendrik,,1502,1580,17,0.000177914
"Pierce, Thomas, 1622-1691.",Pierce,Thomas,,1622,1691,17,0.000177914
"Woodward, Ezekias, 1590-1675.",Woodward,Ezekias,,1590,1675,17,0.000177914
Ireland. Lord Deputy (1652-1655 : Fleetwood),,Ireland Lord Deputy (1652-1655 : Fleetwood),,,,17,0.000177914
"Askham, Anthony, fl. 1553.",Askham,Anthony,, fl. 1553.,,16,0.000167448
"Barlow, William, d. 1613.",Barlow,William,,,1613,16,0.000167448
"Baynes, Paul, d. 1617.",Baynes,Paul,,,1617,16,0.000167448
"Brown, Thomas, 1663-1704.",Brown,Thomas,,1663,1704,16,0.000167448
"Burton, William, d. 1616.",Burton,William,,,1616,16,0.000167448
"Caryl, Joseph, 1602-1673.",Caryl,Joseph,,1602,1673,16,0.000167448
"Coles, Elisha, 1640-1680.",Coles,Elisha,,1640,1680,16,0.000167448
"Crofton, Zachary, 1625 or 6-1672.",Crofton,Zachary,, 1625 or 6,1672,16,0.000167448
"Edwards, John, 1637-1716.",Edwards,John,,1637,1716,16,0.000167448
"Elys, Edmund,1634-1707.",Elys,Edmund,,1634,1707,16,0.000167448
"Fenner, Dudley, 1558-1587.",Fenner,Dudley,,1558,1587,16,0.000167448
"Flecknoe, Richard, d. 1678",Flecknoe,Richard,,,1678,16,0.000167448
"Foxe, John, 1516-1587.",Foxe,John,,1516,1587,16,0.000167448
"Jessey, Henry, 1603-1663.",Jessey,Henry,,1603,1663,16,0.000167448
"Mirk, John, fl. 1403",Mirk,John,, fl. 1403,,16,0.000167448
"Savonarola, Girolamo, 1452-1498.",Savonarola,Girolamo,,1452,1498,16,0.000167448
"Scott, John, 1639-1695.",Scott,John,,1639,1695,16,0.000167448
"Shower, John, 1657-1715.",Shower,John,,1657,1715,16,0.000167448
"Rochester, John Wilmot, Earl of, 1647-1680.",Wilmot,John,,1647,1680,16,0.000167448
England. Sovereign (1509-1547 : Henry VIII),,England Sovereign (1509-1547 : Henry VIII),,,,16,0.000167448
D. W.,,D W,,,,16,0.000167448
"Bradford, Samuel, 1652-1731.",Bradford,Samuel,,1652,1731,15,0.000156983
"Brady, Nicholas, 1659-1726.",Brady,Nicholas,,1659,1726,15,0.000156983
"Digges, Leonard, d. 1571",Digges,Leonard,,,1571,15,0.000156983
"Dyke, Daniel, d. 1614.",Dyke,Daniel,,,1614,15,0.000156983
"Goodman, John, 1625 or 6-1690.",Goodman,John,, 1625 or 6,1690,15,0.000156983
"Gouge, William, 1578-1653.",Gouge,William,,1578,1653,15,0.000156983
"Greenham, Richard.",Greenham,Richard,,,,15,0.000156983
"Head, Richard, 1637-1686",Head,Richard,,1637,1686,15,0.000156983
"Hill, Thomas, b.1528.",Hill,Thomas,,1528,,15,0.000156983
"Joye, George, d. 1553.",Joye,George,,,1553,15,0.000156983
"Lupton, Thomas.",Lupton,Thomas,,,,15,0.000156983
"Marlowe, Christopher, 1564-1593.",Marlowe,Christopher,,1564,1593,15,0.000156983
"Nixon, Anthony.",Nixon,Anthony,,,,15,0.000156983
"Norton, Thomas, 1532-1584.",Norton,Thomas,,1532,1584,15,0.000156983
"Oates, Titus, 1649-1705.",Oates,Titus,,1649,1705,15,0.000156983
"Oldham, John, 1653-1683.",Oldham,John,,1653,1683,15,0.000156983
"Poole, Matthew, 1624-1679.",Poole,Matthew,,1624,1679,15,0.000156983
"Stoughton, John, d. 1639.",Stoughton,John,,,1639,15,0.000156983
"Stubbe, Henry, 1632-1676.",Stubbe,Henry,,1632,1676,15,0.000156983
"Temple, William, Sir, 1628-1699.",Temple,William,,1628,1699,15,0.000156983
"Tutchin, John, 1661-1707.",Tutchin,John,,1661,1707,15,0.000156983
"Udall, John, 1560-1592.",Udall,John,,1560,1592,15,0.000156983
"Walker, Henry, Ironmonger.",Walker,Henry,,,,15,0.000156983
"Andrews, William,1635-1713.",Andrews,William,,1635,1713,14,0.000146517
"Newcastle, Margaret Cavendish, Duchess of, 1624-1674.",Cavendish,Margaret,,1624,1674,14,0.000146517
"Rupert, Prince, Count Palatine, 1619-1682.",Count Palatine of the Rhine,Rupert,,1619,1682,14,0.000146517
"Croft, Herbert, 1603-1691.",Croft,Herbert,,1603,1691,14,0.000146517
"Dickson, David, 1583-1663.",Dickson,David,,1583,1663,14,0.000146517
"Frith, John, 1503-1533.",Frith,John,,1503,1533,14,0.000146517
"Gardiner, Stephen, 1483-1555.",Gardiner,Stephen,,1483,1555,14,0.000146517
"Grafton, Richard, d. 1572",Grafton,Richard,,,1572,14,0.000146517
"Hartlib, Samuel, d. 1662.",Hartlib,Samuel,,,1662,14,0.000146517
"Hawes, Stephen, d. 1523",Hawes,Stephen,,,1523,14,0.000146517
"Hobbes, Thomas, 1588-1679.",Hobbes,Thomas,,1588,1679,14,0.000146517
"Kettlewell, John, 1653-1695.",Kettlewell,John,,1653,1695,14,0.000146517
"Laud, William, 1573-1645.",Laud,William,,1573,1645,14,0.000146517
"Leti, Gregorio, 1630-1701.",Leti,Gregorio,,1630,1701,14,0.000146517
"Leybourn, William, 1626-1716.",Leybourn,William,,1626,1716,14,0.000146517
"Lucas, Richard, 1648-1715.",Lucas,Richard,,1648,1715,14,0.000146517
"Massinger, Philip, 1583-1640.",Massinger,Philip,,1583,1640,14,0.000146517
"Moulton, Thomas.",Moulton,Thomas,,,,14,0.000146517
"Otway, Thomas, 1652-1685.",Otway,Thomas,,1652,1685,14,0.000146517
"Penry, John, 1559-1593.",Penry,John,,1559,1593,14,0.000146517
"Phillips, John, fl. 1570-1591.",Phillips,John,, fl. 1570,1591,14,0.000146517
"Plat, Hugh, Sir, 1552-1611",Plat,Hugh,,1552,1611,14,0.000146517
"Price, Daniel, 1581-1631.",Price,Daniel,,1581,1631,14,0.000146517
"Purcell, Henry, 1659-1695.",Purcell,Henry,,1659,1695,14,0.000146517
"Rapin, Ren‚, 1621-1687.",Rapin,Ren‚,,1621,1687,14,0.000146517
"Ross, Alexander, 1591-1654.",Ross,Alexander,,1591,1654,14,0.000146517
"Stubbes, Phillip.",Stubbes,Phillip,,,,14,0.000146517
"Whitby, Daniel, 1638-1726.",Whitby,Daniel,,1638,1726,14,0.000146517
"White, John, fl. 1613-1651.",White,John,, fl. 1613,1651,14,0.000146517
"Whitford, Richard, fl. 1495-1555",Whitford,Richard,, fl. 1495-1555,,14,0.000146517
"Wollrich, Humphry, 1633-1707.",Wollrich,Humphry,,1633,1707,14,0.000146517
United Provinces of the Netherlands. Staten Generaal.,,United Provinces of the Netherlands Staten Generaal,,,,14,0.000146517
Trepidantium Malleus.,,Trepidantium Malleus,,,,14,0.000146517
Scotland. Sovereign (1649-1685 : Charles II),,Scotland Sovereign (1649-1685 : Charles II),,,,14,0.000146517
"R. H., 1609-1678.",,R H,,1609,1678,14,0.000146517
Ireland. Lord Deputy.,,Ireland Lord Deputy,,,,14,0.000146517
"Baldwin, William,1518-1563",Baldwin,William,,1518,1563,13,0.000136052
"Clagett, William, 1646-1688.",Clagett,William,,1646,1688,13,0.000136052
"Collier, Jeremy, 1650-1726.",Collier,Jeremy,,1650,1726,13,0.000136052
"Davies, John, 1565-1618.",Davies,John,,1565,1618,13,0.000136052
"Dyke, Jeremiah, 1584-1639.",Dyke,Jeremiah,,1584,1639,13,0.000136052
"Elton, Edward, d. 1624.",Elton,Edward,,,1624,13,0.000136052
"Fairfax, Ferdinando Fairfax, Baron, 1584-1648.",Fairfax,Ferdinando,,1584,1648,13,0.000136052
"Fisher, Edward, fl. 1627-1655.",Fisher,Edward,, fl. 1627,1655,13,0.000136052
"Haines, Richard, 1633-1685.",Haines,Richard,,1633,1685,13,0.000136052
"Heath, James, 1629-1664.",Heath,James,,1629,1664,13,0.000136052
"Jacob, Henry, 1563-1624.",Jacob,Henry,,1563,1624,13,0.000136052
"Munday, Anthony, 1553-1633.",Munday,Anthony,,1553,1633,13,0.000136052
"Norris, John, 1657-1711.",Norris,John,,1657,1711,13,0.000136052
"Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548.",Parr,Catharine,,1512,1548,13,0.000136052
"Peachi, John, fl. 1683.",Peachi,John,, fl. 1683.,,13,0.000136052
"Rhegius, Urbanus, 1489-1541.",Rhegius,Urbanus,,1489,1541,13,0.000136052
"Ruscelli, Girolamo, d.1565.",Ruscelli,Girolamo,,,1565,13,0.000136052
J. S. fl. 1680-1702.,S,J,,fl. 1680,1702,13,0.000136052
"Saltmarsh, John, d. 1647.",Saltmarsh,John,,,1647,13,0.000136052
"Securis, John.",Securis,John,,,,13,0.000136052
"Smith, Richard, 1500-1563.",Smith,Richard,,1500,1563,13,0.000136052
"Sutton, Christopher, 1565-1629.",Sutton,Christopher,,1565,1629,13,0.000136052
"Walker, George, 1581-1651.",Walker,George,,1581,1651,13,0.000136052
"Whetstone, George, 1544-1587",Whetstone,George,,1544,1587,13,0.000136052
"Willis, Thomas, 1621-1675.",Willis,Thomas,,1621,1675,13,0.000136052
Ireland. Lord Lieutenant (1692-1695 : Romney),,Ireland Lord Lieutenant (1692-1695 : Romney),,,,13,0.000136052
"Abbot, Robert, 1560-1618.",Abbot,Robert,,1560,1618,12,0.000125586
"Allestree, Richard, fl. 1617-1643.",Allestree,Richard,, fl. 1617,1643,12,0.000125586
"Shaftesbury, Anthony Ashley Cooper, Earl of, 1621-1683.",Cooper,Anthony Ashley,,1621,1683,12,0.000125586
D. B. fl. 1650-1660.,Baker,Daniel,,fl. 1650,1660,12,0.000125586
"Blount, Thomas, 1618-1679.",Blount,Thomas,,1618,1679,12,0.000125586
"Bossuet, Jacques B‚nigne, 1627-1704.",Bossuet,Jacques B‚nigne,,1627,1704,12,0.000125586
"Bradshaw, William, 1571-1618.",Bradshaw,William,,1571,1618,12,0.000125586
"Brayne, John.",Brayne,John,,,,12,0.000125586
"Brightman, Thomas, 1562-1607.",Brightman,Thomas,,1562,1607,12,0.000125586
"Burges, Cornelius, 1589-1665.",Burges,Cornelius,,1589,1665,12,0.000125586
"Colbatch, John, Sir, 1670-1729.",Colbatch,John,,1670,1729,12,0.000125586
"Cooper, Thomas, fl. 1626.",Cooper,Thomas,, fl. 1626.,,12,0.000125586
"Davies, John, Sir, 1569-1626.",Davies,John,,1569,1626,12,0.000125586
"La Calprenède, Gaultier de Coste, seigneur de, d. 1663.",de Coste,Gaultier,,,1663,12,0.000125586
"Denison, John, d. 1629.",Denison,John,,,1629,12,0.000125586
"Durham, James, 1622-1658.",Durham,James,,1622,1658,12,0.000125586
"Featley, Daniel, 1582-1645.",Featley,Daniel,,1582,1645,12,0.000125586
"Fiennes, Nathaniel, 1607 or 8-1669.",Fiennes,Nathaniel,, 1607 or 8,1669,12,0.000125586
"Gale, Theophilus, 1628-1678.",Gale,Theophilus,,1628,1678,12,0.000125586
"Gee, Edward, 1657-1730.",Gee,Edward,,1657,1730,12,0.000125586
"Gray, Andrew, 1633-1656.",Gray,Andrew,,1633,1656,12,0.000125586
"Hemmingsen, Niels, 1513-1600.",Hemmingsen,Niels,,1513,1600,12,0.000125586
"James, Elinor.",James,Elinor,,,,12,0.000125586
"Jurieu, Pierre, 1637-1713.",Jurieu,Pierre,,1637,1713,12,0.000125586
"Henry VIII, King of England, 1491-1547.",King of England,Henry VIII,,1491,1547,12,0.000125586
"Knox, John,1514-1572.",Knox,John,,1514,1572,12,0.000125586
"Lee, Nathaniel, 1653-1692.",Lee,Nathaniel,,1653,1692,12,0.000125586
"Leigh, Edward, 1602-1671.",Leigh,Edward,,1602,1671,12,0.000125586
"Lever, Thomas, 1521-1577.",Lever,Thomas,,1521,1577,12,0.000125586
"Mason, Henry, 1573-1647.",Mason,Henry,,1573,1647,12,0.000125586
"Morley, Thomas, 1557-1603",Morley,Thomas,,1557,1603,12,0.000125586
"Osborne, Francis, 1593-1659.",Osborne,Francis,,1593,1659,12,0.000125586
"Phillips, John, 1631-1706.",Phillips,John,,1631,1706,12,0.000125586
"Randolph, Thomas, 1605-1635.",Randolph,Thomas,,1605,1635,12,0.000125586
"Reynolds, John, fl. 1621-1650.",Reynolds,John,, fl. 1621,1650,12,0.000125586
"Rous, Francis, 1579-1659.",Rous,Francis,,1579,1659,12,0.000125586
"Sharp, John, 1645-1714.",Sharp,John,,1645,1714,12,0.000125586
"Sidney, Philip, Sir, 1554-1586.",Sidney,Philip,,1554,1586,12,0.000125586
"Smythies, William, d. 1715.",Smythies,William,,,1715,12,0.000125586
"Swan, John, d. 1671.",Swan,John,,,1671,12,0.000125586
"Tanner, John,1636-1715.",Tanner,John,,1636,1715,12,0.000125586
"Tatham, John, fl. 1632-1664.",Tatham,John,, fl. 1632,1664,12,0.000125586
"Turner, William, d. 1568.",Turner,William,,,1568,12,0.000125586
"Vicars, John, 1579 or 80-1652.",Vicars,John,, 1579 or 80,1652,12,0.000125586
"Violet, Thomas, fl. 1634-1662.",Violet,Thomas,, fl. 1634,1662,12,0.000125586
"Vives, Juan Luis, 1492-1540.",Vives,Juan Luis,,1492,1540,12,0.000125586
"Walsh, Peter, 1618-1688.",Walsh,Peter,,1618,1688,12,0.000125586
"Whitaker, Edward.",Whitaker,Edward,,,,12,0.000125586
Massachusetts. General Court.,,Massachusetts General Court,,,,12,0.000125586
Ireland. Parliament.,,Ireland Parliament,,,,12,0.000125586
Ireland. Lord Lieutenant (1695-1696 : Capel),,Ireland Lord Lieutenant (1695-1696 : Capel),,,,12,0.000125586
"England and Wales. Laws, statutes, etc.",,"England and Wales Laws, statutes, etc",,,,12,0.000125586
Church of England. Province of Canterbury. Archbishop (1633-1645 : Laud),,Church of England Province of Canterbury Archbishop (1633-1645 : Laud),,,,12,0.000125586
"Abbot, George, 1562-1633.",Abbot,George,,1562,1633,11,0.000115121
"Barclay, Robert, 1648-1690.",Barclay,Robert,,1648,1690,11,0.000115121
"Bridge, William, 1600-1670.",Bridge,William,,1600,1670,11,0.000115121
"Browne, Daniel, fl. 1614-1631.",Browne,Daniel,, fl. 1614,1631,11,0.000115121
"Calamy, Benjamin, 1642-1686.",Calamy,Benjamin,,1642,1686,11,0.000115121
"Cave, William, 1637-1713.",Cave,William,,1637,1713,11,0.000115121
"Claude, Jean, 1619-1687.",Claude,Jean,,1619,1687,11,0.000115121
"Colledge, Stephen, 1635-1681.",Colledge,Stephen,,1635,1681,11,0.000115121
"Cooke, Alexander, 1564-1632.",Cooke,Alexander,,1564,1632,11,0.000115121
"Cotton, Charles, 1630-1687.",Cotton,Charles,,1630,1687,11,0.000115121
"Cotton, Clement.",Cotton,Clement,,,,11,0.000115121
"Cotton, Robert, Sir, 1571-1631.",Cotton,Robert,,1571,1631,11,0.000115121
"Cowley, Abraham, 1618-1667.",Cowley,Abraham,,1618,1667,11,0.000115121
"Cranmer, Thomas, 1489-1556.",Cranmer,Thomas,,1489,1556,11,0.000115121
"Dangerfield, Thomas, 1650-1685.",Dangerfield,Thomas,,1650,1685,11,0.000115121
"Jacobus, de Voragine,1229-1298.",de Voragine,Jacobus,,1229,1298,11,0.000115121
"Dewsbury, William, 1621-1688.",Dewsbury,William,,1621,1688,11,0.000115121
"Dorrington, Theophilus, d. 1715.",Dorrington,Theophilus,,,1715,11,0.000115121
"Dove, John, 1560 or 61-1618.",Dove,John,, 1560 or 61,1618,11,0.000115121
"Drummond, William, 1585-1649.",Drummond,William,,1585,1649,11,0.000115121
"Duffett, Thomas.",Duffett,Thomas,,,,11,0.000115121
"Dyer, William, d. 1696.",Dyer,William,,,1696,11,0.000115121
"Eachard, John, 1636-1697.",Eachard,John,,1636,1697,11,0.000115121
"Fowler, Edward, 1632-1714.",Fowler,Edward,,1632,1714,11,0.000115121
"Gascoigne, George, 1542-1577.",Gascoigne,George,,1542,1577,11,0.000115121
"Gerhard, Johann, 1582-1637.",Gerhard,Johann,,1582,1637,11,0.000115121
"Gildon, Charles, 1665-1724.",Gildon,Charles,,1665,1724,11,0.000115121
"Granger, Thomas, b. 1578.",Granger,Thomas,,1578,,11,0.000115121
"Grimston, Harbottle, Sir, 1603-1685.",Grimston,Harbottle,,1603,1685,11,0.000115121
"Harington, John, Sir, 1560-1612.",Harington,John,,1560,1612,11,0.000115121
"Hooker, Richard, 1553 or 4-1600.",Hooker,Richard,, 1553 or 4,1600,11,0.000115121
"Hopton, Arthur, 1587 or 8-1614.",Hopton,Arthur,, 1587 or 8,1614,11,0.000115121
"Johnson, Francis, 1562-1618.",Johnson,Francis,,1562,1618,11,0.000115121
"Johnson, John, fl. 1602-1657.",Johnson,John,, fl. 1602,1657,11,0.000115121
"Ken, Thomas, 1637-1711.",Ken,Thomas,,1637,1711,11,0.000115121
"Laet, Jaspar, fl. 1530-1544.",Laet,Jaspar,, fl. 1530-1544,,11,0.000115121
"Melanchthon, Philipp, 1497-1560.",Melanchthon,Philipp,,1497,1560,11,0.000115121
"Morton, Thomas, 1564-1659.",Morton,Thomas,,1564,1659,11,0.000115121
"Nowell, Alexander, 1507-1602.",Nowell,Alexander,,1507,1602,11,0.000115121
"Overbury, Thomas, Sir, 1581-1613.",Overbury,Thomas,,1581,1613,11,0.000115121
"Playford, John, 1623-1686",Playford,John,,1623,1686,11,0.000115121
"Rule, Gilbert, 1629-1701.",Rule,Gilbert,,1629,1701,11,0.000115121
"Sanderson, Robert, 1587-1663.",Sanderson,Robert,,1587,1663,11,0.000115121
"Sherwin, William, 1607-1687",Sherwin,William,,1607,1687,11,0.000115121
"Smith, John, 1580-1631.",Smith,John,,1580,1631,11,0.000115121
"Sofford, Arthur, fl. 1618-1641.",Sofford,Arthur,, fl. 1618,1641,11,0.000115121
"Sutcliffe, Matthew, 1550-1629.",Sutcliffe,Matthew,,1550,1629,11,0.000115121
"Trigge, Thomas.",Trigge,Thomas,,,,11,0.000115121
"Turner, Francis, 1638-1700.",Turner,Francis,,1638,1700,11,0.000115121
"Ward, Seth, 1617-1689.",Ward,Seth,,1617,1689,11,0.000115121
"Willard, Samuel, 1640-1707.",Willard,Samuel,,1640,1707,11,0.000115121
"Winstanley, William, 1628-1698.",Winstanley,William,,1628,1698,11,0.000115121
T. W. 1549-1608.,,T W,,1549,1608,11,0.000115121
T. B.,,T B,,,,11,0.000115121
R. A. 1611-1681.,,R A,,1611,1681,11,0.000115121
N. N.,,N N,,,,11,0.000115121
A. B.,,A B,,,,11,0.000115121
"Alcock, John, 1430-1500.",Alcock,John,,1430,1500,10,0.000104655
"Stirling, William Alexander, Earl of, 1567 or 8-1640.",Alexander,William,, 1567 or 8,1640,10,0.000104655
"Allix, Pierre, 1641-1717.",Allix,Pierre,,1641,1717,10,0.000104655
"Ames, William, 1576-1633.",Ames,William,,1576,1633,10,0.000104655
"Andrewes, John, fl. 1615.",Andrewes,John,, fl. 1615.,,10,0.000104655
"Babington, Gervase, 1550-1610.",Babington,Gervase,,1550,1610,10,0.000104655
"Baker, Richard, Sir, 1568-1645.",Baker,Richard,,1568,1645,10,0.000104655
"Beveridge, William, 1637-1708.",Beveridge,William,,1637,1708,10,0.000104655
"Blount, Charles, 1654-1693.",Blount,Charles,,1654,1693,10,0.000104655
"Bold, S. 1649-1737.",Bold,S,,1649,1737,10,0.000104655
"Boorde, Andrew, 1490-1549.",Boorde,Andrew,,1490,1549,10,0.000104655
"Orrery, Roger Boyle, Earl of, 1621-1679.",Boyle,Roger,,1621,1679,10,0.000104655
"Bramhall, John, 1594-1663.",Bramhall,John,,1594,1663,10,0.000104655
"Calderwood, David, 1575-1650.",Calderwood,David,,1575,1650,10,0.000104655
"Falkland, Lucius Cary, Viscount, 1610-1643.",Cary,Lucius,,1610,1643,10,0.000104655
"Coale, Josiah, 1632-1668.",Coale,Josiah,,1632,1668,10,0.000104655
"Crown, Mr. 1640-1712.",Crown,Mr,,1640,1712,10,0.000104655
"De Laune, Thomas, d. 1685.",De Laune,Thomas,,,1685,10,0.000104655
"Denison, Stephen, d. 1649 or 50.",Denison,Stephen,,,1649 or 50.,10,0.000104655
"Digby, Kenelm, Sir, 1603-1665.",Digby,Kenelm,,1603,1665,10,0.000104655
"Du Moulin, Peter, 1601-1684.",Du Moulin,Peter,,1601,1684,10,0.000104655
"Earle, John, 1601-1665.",Earle,John,,1601,1665,10,0.000104655
"Echard, Laurence, 1670-1730.",Echard,Laurence,,1670,1730,10,0.000104655
"Edmondes, Clement, Sir, 1566 or 7-1622.",Edmondes,Clement,, 1566 or 7,1622,10,0.000104655
"Evans, Arise, b. 1607.",Evans,Arise,,1607,,10,0.000104655
"Filmer, Robert, Sir, d. 1653.",Filmer,Robert,,,1653,10,0.000104655
"Gainsford, Thomas, d. 1624",Gainsford,Thomas,,,1624,10,0.000104655
"Gardiner, Samuel, b. 1563 or 4.",Gardiner,Samuel,, 1563 or 4.,,10,0.000104655
"Gilden, G., fl. 1615-1632.",Gilden,G,, fl. 1615,1632,10,0.000104655
"Grantham, Thomas, 1634-1692.",Grantham,Thomas,,1634,1692,10,0.000104655
"Grotius, Hugo, 1583-1645.",Grotius,Hugo,,1583,1645,10,0.000104655
"Hexham, Henry, 1585-1650",Hexham,Henry,,1585,1650,10,0.000104655
"Howe, John, 1630-1705.",Howe,John,,1630,1705,10,0.000104655
"Jackson, Thomas, 1579-1640.",Jackson,Thomas,,1579,1640,10,0.000104655
"Johnson, Richard, 1573-1659",Johnson,Richard,,1573,1659,10,0.000104655
"King, John, 1559-1621.",King,John,,1559,1621,10,0.000104655
"Lead, Jane, 1623-1704.",Lead,Jane,,1623,1704,10,0.000104655
"Lockyer, Nicholas, 1611-1685.",Lockyer,Nicholas,,1611,1685,10,0.000104655
"Lupset, Thomas, 1495-1530.",Lupset,Thomas,,1495,1530,10,0.000104655
"Lynde, Humphrey, Sir.",Lynde,Humphrey,,,,10,0.000104655
"Manby, Peter, d. 1697.",Manby,Peter,,,1697,10,0.000104655
"Manton, Thomas, 1620-1677.",Manton,Thomas,,1620,1677,10,0.000104655
"Mathew, William, fl. 1602-1614.",Mathew,William,, fl. 1602,1614,10,0.000104655
"Meriton, George, 1634-1711.",Meriton,George,,1634,1711,10,0.000104655
"Milles, Tho. 1550-1627",Milles,Tho,,1550,1627,10,0.000104655
"Manchester, Edward Montagu, Earl of, 1602-1671.",Montagu,Edward,,1602,1671,10,0.000104655
"Newton, John, 1622-1678.",Newton,John,,1622,1678,10,0.000104655
"Nye, Stephen, 1648-1719.",Nye,Stephen,,1648,1719,10,0.000104655
"Percy, James, 1619-1690",Percy,James,,1619,1690,10,0.000104655
"Perkins, Samuel, fl. 1625-1643.",Perkins,Samuel,, fl. 1625,1643,10,0.000104655
"Petty, William, Sir, 1623-1687.",Petty,William,,1623,1687,10,0.000104655
"Rastell, John, d. 1536.",Rastell,John,,,1536,10,0.000104655
"Warwick, Robert Rich, Earl of, 1587-1658.",Rich,Robert,,1587,1658,10,0.000104655
"Rogers, Thomas, d. 1616.",Rogers,Thomas,,,1616,10,0.000104655
"Rose, George, mathematician.",Rose,George,,,,10,0.000104655
"Russel, Robert, fl. 1692.",Russel,Robert,, fl. 1692.,,10,0.000104655
"Russell, William, Lord, 1639-1683.",Russell,William,,1639,1683,10,0.000104655
"Sabran, Lewis, 1652-1732.",Sabran,Lewis,,1652,1732,10,0.000104655
"Sclater, William, 1575-1626.",Sclater,William,,1575,1626,10,0.000104655
"Scot, Tho. fl. 1605.",Scot,Tho,,fl. 1605.,,10,0.000104655
"Sergeant, John, 1622-1707.",Sergeant,John,,1622,1707,10,0.000104655
"Swallow, John.",Swallow,John,,,,10,0.000104655
"Taverner, Richard, 1505-1575.",Taverner,Richard,,1505,1575,10,0.000104655
"Topsell, Edward, 1572-1625",Topsell,Edward,,1572,1625,10,0.000104655
"Vaux, John,1575-1651.",Vaux,John,,1575,1651,10,0.000104655
"Wagstaffe, Thomas, 1645-1712.",Wagstaffe,Thomas,,1645,1712,10,0.000104655
"Watts, William, 1590-1649.",Watts,William,,1590,1649,10,0.000104655
"White, John, 1570-1615.",White,John,,1570,1615,10,0.000104655
"White, William.",White,William,,,,10,0.000104655
"Wilkinson, Robert, Dr. in Divinity.",Wilkinson,Robert,,,,10,0.000104655
"Woolley, Hannah, fl. 1670.",Woolley,Hannah,, fl. 1670.,,10,0.000104655
Worshipful Company of Parish Clerks.,,Worshipful Company of Parish Clerks,,,,10,0.000104655
Scotland. Sovereign (1567-1625 : James VI),,Scotland Sovereign (1567-1625 : James VI),,,,10,0.000104655
Ireland. Lord Lieutenant (1641-1649 : Ormonde),,Ireland Lord Lieutenant (1641-1649 : Ormonde),,,,10,0.000104655
Ireland. Commissioners of the Common-wealth of England for the Affairs of Ireland.,,Ireland Commissioners of the Common wealth of England for the Affairs of Ireland,,,,10,0.000104655
City of London (England). Lord Mayor.,,City of London (England) Lord Mayor,,,,10,0.000104655
"Berners, Juliana, b. 1388",Berners,Juliana,,1388,,9,9.42E-05
"Brinkelow, Henry, d. 1546.",Brinkelow,Henry,,,1546,9,9.42E-05
"Fabyan, Robert, d. 1513.",Fabyan,Robert,,,1513,9,9.42E-05
"Harvey, Richard, 1560-1623",Harvey,Richard,,1560,1623,9,9.42E-05
"Holinshed, Raphael, d. 1580",Holinshed,Raphael,,,1580,9,9.42E-05
"Jones, John, physician.",Jones,John,,,,9,9.42E-05
"Peele, George, 1556-1596.",Peele,George,,1556,1596,9,9.42E-05
"Rastell, William, 1508-1565.",Rastell,William,,1508,1565,9,9.42E-05
"Wright, Leonard, b. 1555 or 6.",Wright,Leonard,, 1555 or 6.,,9,9.42E-05
"Zwingli, Ulrich, 1484-1531.",Zwingli,Ulrich,,1484,1531,9,9.42E-05
S. R. d. 1617.,,S R d 1617,,,,9,9.42E-05
"Ascham, Roger, 1515-1568.",Ascham,Roger,,1515,1568,8,8.37E-05
"Bunny, Edmund, 1540-1619.",Bunny,Edmund,,1540,1619,8,8.37E-05
"Cooper, Thomas, 1517-1594.",Cooper,Thomas,,1517,1594,8,8.37E-05
"Cosin, Richard, 1549-1597.",Cosin,Richard,,1549,1597,8,8.37E-05
"Elderton, William, d. 1592",Elderton,William,,,1592,8,8.37E-05
"Fraunce, Abraham, fl. 1587-1633.",Fraunce,Abraham,, fl. 1587,1633,8,8.37E-05
"Higden, Ranulf, d. 1364.",Higden,Ranulf,,,1364,8,8.37E-05
"Huggarde, Miles.",Huggarde,Miles,,,,8,8.37E-05
"Knewstubs, John, 1544-1624.",Knewstubs,John,,1544,1624,8,8.37E-05
"Mascall, Leonard, d. 1589.",Mascall,Leonard,,,1589,8,8.37E-05
"Morison, Richard, Sir, d. 1556.",Morison,Richard,,,1556,8,8.37E-05
"Ridley, Lancelot, d. 1576.",Ridley,Lancelot,,,1576,8,8.37E-05
"Bernard, of Clairvaux, Saint, 1090 or 91-1153.",Saint of Clairvaux,Bernard,, 1090 or 91,1153,8,8.37E-05
