author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total
"Archenholz, Johann Wilhelm von, 1743-1812.",Archenholz,Johann Wilhelm von,,1743,1812,,,,,,,3,0.000317729
"Fletcher, John, 1579-1625.",Fletcher,John,,1579,1625,,,,,,,3,0.000317729
"Owen, John, 1616-1683.",Owen,John,,1616,1683,,,,,,,3,0.000317729
"Newton, John, 1622-1678.",Newton,John,,1622,1678,,,,,,,3,0.000317729
"Somers, John Somers, Baron, 1651-1716.",Somers,John,,1651,1716,,,,,,,3,0.000317729
"Dennis, John, 1657-1734.",Dennis,John,,1657,1734,,,,,,,3,0.000317729
"Mottley, John, 1692-1750.",Mottley,John,,1692,1750,,,,,,,3,0.000317729
"Conybeare, John, 1692-1755.",Conybeare,John,,1692,1755,,,,,,,3,0.000317729
"Henley, John, 1692-1756.",Henley,John,,1692,1756,,,,,,,3,0.000317729
"Chapman, John, 1704-1784.",Chapman,John,,1704,1784,,,,,,,3,0.000317729
"Kirkby, John, 1705-1754.",Kirkby,John,,1705,1754,,,,,,,3,0.000317729
"Mason, John, 1706-1763.",Mason,John,,1706,1763,,,,,,,3,0.000317729
"Upton, John, 1707-1760.",Upton,John,,1707,1760,,,,,,,3,0.000317729
"Hawkins, John, Sir, 1719-1789.",Hawkins,John,,1719,1789,,,,,,,3,0.000317729
"Woolman, John, 1720-1772.",Woolman,John,,1720,1772,,,,,,,3,0.000317729
"Smeaton, John, 1724-1792.",Smeaton,John,,1724,1792,,,,,,,3,0.000317729
"Scott, John, 1731-1783.",Scott,John,,1731,1783,,,,,,,3,0.000317729
"Trusler, John, 1735-1820.",Trusler,John,,1735,1820,,,,,,,3,0.000317729
"Cartwright, John, 1740-1824.",Cartwright,John,,1740,1824,,,,,,,3,0.000317729
"Brand, John, 1744-1806.",Brand,John,,1744,1806,,,,,,,3,0.000317729
"Bruce, John, 1745-1826.",Bruce,John,,1745,1826,,,,,,,3,0.000317729
"Bowdler, John, 1746-1823.",Bowdler,John,,1746,1823,,,,,,,3,0.000317729
"Penn, John, 1760-1834.",Penn,John,,1760,1834,,,,,,,3,0.000317729
"Harris, John, 1667?-1719.",Harris,John,, 1667?,1719,,,,,,,3,0.000317729
"Potter, John, 1673 or 4-1747.",Potter,John,, 1673 or 4,1747,,,,,,,3,0.000317729
"Richardson, John, 1740 or 41-1795.",Richardson,John,, 1740 or 41,1795,,,,,,,3,0.000317729
"Adams, John, 1750?-1814.",Adams,John,, 1750?,1814,,,,,,,3,0.000317729
"Dudley and Ward, John Ward, Viscount, ca. 1700-1774.",Ward,John,, ca. 1700,1774,,,,,,,3,0.000317729
"Love, John, fl. 1688.",Love,John,, fl. 1688.,,,,,,,,3,0.000317729
"Harvey, John, fl. 1702-1729.",Harvey,John,, fl. 1702,1729,,,,,,,3,0.000317729
"Tremaine, John, Sir, d. 1694.",Tremaine,John,,,1694,,,,,,,3,0.000317729
"Ecton, John, d. 1730.",Ecton,John,,,1730,,,,,,,3,0.000317729
"Cooke, John, Rector of Wentnor, Salop.",Cooke,John,,,,,,,,,,3,0.000317729
"Mandeville, John, Sir.",Mandeville,John,,,,,,,,,,3,0.000317729
"Thomson, John, accountant of Edinburgh.",Thomson,John,,,,,,,,,,3,0.000317729
"Mair, John.",Mair,John,,,,,,,,,,3,0.000317729
"Rowe, John.",Rowe,John,,,,,,,,,,3,0.000317729
"Richardson, Jonathan, 1665-1745.",Richardson,Jonathan,,1665,1745,,,,,,,3,0.000317729
"Besse, Joseph, 1683?-1757.",Besse,Joseph,, 1683?,1757,,,,,,,3,0.000317729
"Walker, Joseph C. d. 1810.",Walker,Joseph C,,,1810,,,,,,,3,0.000317729
"Tournefort, Joseph Pitton de, 1656-1708.",Tournefort,Joseph Pitton de,,1656,1708,,,,,,,3,0.000317729
"Barnes, Joshua, 1654-1712.",Barnes,Joshua,,1654,1712,,,,,,,3,0.000317729
"Burchett, Josiah, 1666?-1746.",Burchett,Josiah,, 1666?,1746,,,,,,,3,0.000317729
"Rede, Leman Thomas, 1754 or 5-1810.",Rede,Leman Thomas,, 1754 or 5,1810,,,,,,,3,0.000317729
"MacNally, Leonard, 1752-1820.",MacNally,Leonard,,1752,1820,,,,,,,3,0.000317729
"G. G. and J. Robinson (Paternoster Row, London, England).",G G and J Robinson (Paternoster Row,London,,,,,,,,,,3,0.000317729
"Cléry, M., 1759-1809.",Cléry,M,,1759,1809,,,,,,,3,0.000317729
"Saint-Foix, M. de 1698-1776.",Saint-Foix,M de,,1698,1776,,,,,,,3,0.000317729
"Sainte-Palaye, M. de La Curne de 1697-1781.",Sainte-Palaye,M de La Curne de,,1697,1781,,,,,,,3,0.000317729
"Vida, Marco Girolamo, ca. 1485-1566.",Vida,Marco Girolamo,, ca. 1485,1566,,,,,,,3,0.000317729
"Strong, Martin.",Strong,Martin,,,,,,,,,,3,0.000317729
"Earbery, Matthias.",Earbery,Matthias,,,,,,,,,,3,0.000317729
"Benyowsky, Maurice Auguste, comte de, 1746-1786.",Auguste,Maurice,,1746,1786,,,,,,,3,0.000317729
"Mendez, Moses, d. 1758.",Mendez,Moses,,,1758,,,,,,,3,0.000317729
"Leapor, Mrs. 1722-1746.",Leapor,,Mrs,1722,1746,,,,,,,3,0.000317729
"Griffith, Mrs. 1720?-1793.",Griffith,,Mrs,1720?,1793,,,,,,,3,0.000317729
"Hooke, Nathaniel, 1664-1738.",Hooke,Nathaniel,,1664,1738,,,,,,,3,0.000317729
"Whittemore, Nathaniel, 1673-1754.",Whittemore,Nathaniel,,1673,1754,,,,,,,3,0.000317729
"Halhed, Nathaniel Brassey, 1751-1830.",Halhed,Nathaniel Brassey,,1751,1830,,,,,,,3,0.000317729
"Brady, Nicholas, 1659-1726.",Brady,Nicholas,,1659,1726,,,,,,,3,0.000317729
"Xenophon, of Ephesus.",Xenophon,of Ephesus,,,,,,,,,,3,0.000317729
"Hentzner, Paul, 1558-1623.",Hentzner,Paul,,1558,1623,,,,,,,3,0.000317729
"Whitehead, Paul, 1710-1774.",Whitehead,Paul,,1710,1774,,,,,,,3,0.000317729
"Stockdale, Percival, 1736-1811.",Stockdale,Percival,,1736,1811,,,,,,,3,0.000317729
"Regnault, Père 1683-1762.",Regnault,Père,,1683,1762,,,,,,,3,0.000317729
"Massinger, Philip, 1583-1640.",Massinger,Philip,,1583,1640,,,,,,,3,0.000317729
"Macquer, Pierre Joseph, 1718-1784.",Macquer,Pierre Joseph,,1718,1784,,,,,,,3,0.000317729
"Huet, Pierre-Daniel, 1630-1721.",Huet,Pierre-Daniel,,1630,1721,,,,,,,3,0.000317729
"Charlevoix, Pierre-François-Xavier de, 1682-1761.",Charlevoix,Pierre-François-Xavier de,,1682,1761,,,,,,,3,0.000317729
"Giannone, Pietro, 1676-1748.",Giannone,Pietro,,1676,1748,,,,,,,3,0.000317729
"Heathcote, Ralph, 1721-1795.",Heathcote,Ralph,,1721,1795,,,,,,,3,0.000317729
"Rapin, René, 1621-1687.",Rapin,René,,1621,1687,,,,,,,3,0.000317729
"Apollonius, Rhodius.",Apollonius,Rhodius,,,,,,,,,,3,0.000317729
"Porson, Richard, 1759-1808.",Porson,Richard,,1759,1808,,,,,,,3,0.000317729
"Dinmore, Richard, 1765-1811.",Dinmore,Richard,,1765,1811,,,,,,,3,0.000317729
"Walter, Richard, 1716?-1785.",Walter,Richard,, 1716?,1785,,,,,,,3,0.000317729
"Blackmore, Richard, Sir, d. 1729.",Blackmore,Richard,,,1729,,,,,,,3,0.000317729
"Barclay, Robert, 1648-1690.",Barclay,Robert,,1648,1690,,,,,,,3,0.000317729
"Bolton, Robert, 1697-1763.",Bolton,Robert,,1697,1763,,,,,,,3,0.000317729
"Masters, Robert, 1713-1798.",Masters,Robert,,1713,1798,,,,,,,3,0.000317729
"Jephson, Robert, 1736-1803.",Jephson,Robert,,1736,1803,,,,,,,3,0.000317729
"Merry, Robert, 1755-1798.",Merry,Robert,,1755,1798,,,,,,,3,0.000317729
"Wood, Robert, 1717?-1771.",Wood,Robert,, 1717?,1771,,,,,,,3,0.000317729
"Clavell, Robert, d. 1711.",Clavell,Robert,,,1711,,,,,,,3,0.000317729
"Manning, Robert, d. 1731.",Manning,Robert,,,1731,,,,,,,3,0.000317729
"Ascham, Roger, 1515-1568.",Ascham,Roger,,1515,1568,,,,,,,3,0.000317729
"Jones, Rowland, 1722-1774.",Jones,Rowland,,1722,1774,,,,,,,3,0.000317729
"Parker, Samuel, 1640-1688.",Parker,Samuel,,1640,1688,,,,,,,3,0.000317729
"Boyse, Samuel, 1708-1749.",Boyse,Samuel,,1708,1749,,,,,,,3,0.000317729
"Parr, Samuel, 1747-1825.",Parr,Samuel,,1747,1825,,,,,,,3,0.000317729
"Rogers, Samuel, 1763-1855.",Rogers,Samuel,,1763,1855,,,,,,,3,0.000317729
"Henshall, Samuel, 1764?-1807.",Henshall,Samuel,, 1764?,1807,,,,,,,3,0.000317729
"Colliber, Samuel, fl. 1718-1737.",Colliber,Samuel,, fl. 1718,1737,,,,,,,3,0.000317729
"Baldwin, Samuel.",Baldwin,Samuel,,,,,,,,,,3,0.000317729
"Patrick, Simon, 1626-1707.",Patrick,Simon,,1626,1707,,,,,,,3,0.000317729
"Lowe, Solomon, d. 1750.",Lowe,Solomon,,,1750,,,,,,,3,0.000317729
"Burrell, Sophia, Lady, 1750?-1802.",Burrell,Sophia,, 1750?,1802,,,,,,,3,0.000317729
"Marshall, Stephen, 1594?-1655.",Marshall,Stephen,, 1594?,1655,,,,,,,3,0.000317729
"Switzer, Stephen, 1682?-1745.",Switzer,Stephen,, 1682?,1745,,,,,,,3,0.000317729
"White, Stephen, b. 1696 or 7.",White,Stephen,,1696 or 7.,,,,,,,,3,0.000317729
"O'Halloran, Sylvester, 1728-1807.",O'Halloran,Sylvester,,1728,1807,,,,,,,3,0.000317729
"Glenbervie, Sylvester Douglas, Baron, 1743-1823.",Douglas,Sylvester,,1743,1823,,,,,,,3,0.000317729
"Wilkinson, Tate, 1739-1803.",Wilkinson,Tate,,1739,1803,,,,,,,3,0.000317729
"Henry, the Minstrel, fl. 1470-1492.",Henry,the Minstrel,, fl. 1470,1492,,,,,,,3,0.000317729
"Flatman, Thomas, 1637-1688.",Flatman,Thomas,,1637,1688,,,,,,,3,0.000317729
"Fuller, Thomas, 1654-1734.",Fuller,Thomas,,1654,1734,,,,,,,3,0.000317729
"Salmon, Thomas, 1679-1767.",Salmon,Thomas,,1679,1767,,,,,,,3,0.000317729
"Lediard, Thomas, 1685-1743.",Lediard,Thomas,,1685,1743,,,,,,,3,0.000317729
"Carte, Thomas, 1686-1754.",Carte,Thomas,,1686,1754,,,,,,,3,0.000317729
"West, Thomas, 1720-1779.",West,Thomas,,1720,1779,,,,,,,3,0.000317729
"Gibbons, Thomas, 1720-1785.",Gibbons,Thomas,,1720,1785,,,,,,,3,0.000317729
"Somerville, Thomas, 1741-1830.",Somerville,Thomas,,1741,1830,,,,,,,3,0.000317729
"Hardy, Thomas, 1752-1832,",Hardy,Thomas,,1752,1832,,,,,,,3,0.000317729
"Newcomb, Thomas, 1682?-1765.",Newcomb,Thomas,, 1682?,1765,,,,,,,3,0.000317729
"Ruggles, Thomas, 1737?-1813.",Ruggles,Thomas,, 1737?,1813,,,,,,,3,0.000317729
"Stackhouse, Thomas, ca. 1680-1752.",Stackhouse,Thomas,, ca. 1680,1752,,,,,,,3,0.000317729
"Wotton, Thomas, d. 1766.",Wotton,Thomas,,,1766,,,,,,,3,0.000317729
"Brydson, Thomas.",Brydson,Thomas,,,,,,,,,,3,0.000317729
"Webster, W. 1689-1758.",Webster,W,,1689,1758,,,,,,,3,0.000317729
"Chetwood, W. R. d. 1766.",Chetwood,W R,,,1766,,,,,,,3,0.000317729
"Moyle, Walter, 1672-1721.",Moyle,Walter,,1672,1721,,,,,,,3,0.000317729
"Allen, William, 1532-1594.",Allen,William,,1532,1594,,,,,,,3,0.000317729
"Petty, William, Sir, 1623-1687.",Petty,William,,1623,1687,,,,,,,3,0.000317729
"Cave, William, 1637-1713.",Cave,William,,1637,1713,,,,,,,3,0.000317729
"Congreve, William, 1670-1729.",Congreve,William,,1670,1729,,,,,,,3,0.000317729
"Pittis, William, 1674-1724.",Pittis,William,,1674,1724,,,,,,,3,0.000317729
"Somerville, William, 1675-1742.",Somerville,William,,1675,1742,,,,,,,3,0.000317729
"Berriman, William, 1688-1750.",Berriman,William,,1688,1750,,,,,,,3,0.000317729
"Borlase, William, 1695-1772.",Borlase,William,,1695,1772,,,,,,,3,0.000317729
"Bowyer, William, 1699-1777.",Bowyer,William,,1699,1777,,,,,,,3,0.000317729
"Parker, William, 1714-1802.",Parker,William,,1714,1802,,,,,,,3,0.000317729
"Duncan, William, 1717-1760.",Duncan,William,,1717,1760,,,,,,,3,0.000317729
"Jones, William, 1726-1800.",Jones,William,,1726,1800,,,,,,,3,0.000317729
"Hutchinson, William, 1732-1814.",Hutchinson,William,,1732,1814,,,,,,,3,0.000317729
"Smellie, William, 1740-1795.",Smellie,William,,1740,1795,,,,,,,3,0.000317729
"Auckland, William Eden, Baron, 1744-1814.",Eden,William,,1744,1814,,,,,,,3,0.000317729
"Shaw, William, 1749-1831.",Shaw,William,,1749,1831,,,,,,,3,0.000317729
"Gifford, William, 1756-1826.",Gifford,William,,1756,1826,,,,,,,3,0.000317729
"Bingfield, William, pseud.",Bingfield,William,,,,,,,,,,3,0.000317729
"Leake, William.",Leake,William,,,,,,,,,,3,0.000317729
"Grey, Zachary, 1688-1766.",Grey,Zachary,,1688,1766,,,,,,,3,0.000317729
"Athenian Society (London, England)",,"Athenian Society (London, England)",,,,,,,,,,3,0.000317729
"MolieÌ€re, 1622-1673.",,MolieÌ€re,,1622,1673,,,,,,,3,0.000317729
"Athenagoras, 2nd cent.",,Athenagoras,, 2nd cent.,,,,,,,,3,0.000317729
W. G. fl. 1740.,,W G,,fl. 1740,,,,,,,,3,0.000317729
"Ê»InÄyat AllÄh, d. ca. 1671.",,Ê»InÄyat AllÄh,,,1671,,,,,,,3,0.000317729
Great Britain. Parliament. House of Commons. Committee of Secrecy.,,Great Britain Parliament House of Commons Committee of Secrecy,,,,,,,,,,3,0.000317729
Herodotus.,,Herodotus,,,,,,,,,,3,0.000317729
Livy.,,Livy,,,,,,,,,,3,0.000317729
Royal Society (Great Britain),,Royal Society (Great Britain),,,,,,,,,,3,0.000317729
Sophocles.,,Sophocles,,,,,,,,,,3,0.000317729
Terence.,,Terence,,,,,,,,,,3,0.000317729
United States. Dept. of the Treasury.,,United States Dept of the Treasury,,,,,,,,,,3,0.000317729
"Willich, A. F. M.",Willich,A F M,,,,,,,,,,2,0.00021182
"Des Carrieres, A. J.",Des Carrieres,A J,,,,,,,,,,2,0.00021182
"A. W. L. L., A. W. Virginian, pseud.",A W L L,A W Virginian,,,,,,,,,,2,0.00021182
"Rhames, Aaron, d. 1734.",Rhames,Aaron,,,1734,,,,,,,2,0.00021182
"Vertot, abbé de, 1655-1735.",Vertot,abbé de,,1655,1735,,,,,,,2,0.00021182
"Chappe d'Auteroche, abbé, 1728-1769.",Chappe d'Auteroche,abbé,,1728,1769,,,,,,,2,0.00021182
"Tucker, Abraham, 1705-1774.",Tucker,Abraham,,1705,1774,,,,,,,2,0.00021182
"Portal, Abraham, 1726-1809.",Portal,Abraham,,1726,1809,,,,,,,2,0.00021182
"Stanyan, Abraham, 1669?-1732.",Stanyan,Abraham,, 1669?,1732,,,,,,,2,0.00021182
"Taylor, Abraham, fl. 1727-1740.",Taylor,Abraham,, fl. 1727,1740,,,,,,,2,0.00021182
"Batty, Adam",Batty,Adam,,,,,,,,,,2,0.00021182
"Gordon, Adam. Sir",Gordon,Adam Sir,,,,,,,,,,2,0.00021182
"Brome, Alexander, 1620-1666.",Brome,Alexander,,1620,1666,,,,,,,2,0.00021182
"Malcolm, Alexander, 1685-1763.",Malcolm,Alexander,,1685,1763,,,,,,,2,0.00021182
"Catcott, Alexander, 1725-1779.",Catcott,Alexander,,1725,1779,,,,,,,2,0.00021182
"Geddes, Alexander, 1737-1802.",Geddes,Alexander,,1737,1802,,,,,,,2,0.00021182
"Knox, Alexander, 1757-1831.",Knox,Alexander,,1757,1831,,,,,,,2,0.00021182
"Wight, Alexander, d. 1793.",Wight,Alexander,,,1793,,,,,,,2,0.00021182
"Ewing, Alexander, d. 1804.",Ewing,Alexander,,,1804,,,,,,,2,0.00021182
"Hewatt, Alexander.",Hewatt,Alexander,,,,,,,,,,2,0.00021182
"Ahmad ibn Muhammad ibn Abd al-Ghaffar, al-Kazwini al-Ghifari.",Ahmad ibn Muhammad ibn Abd al-Ghaffar,al-Kazwini al-Ghifari,,,1567,,,,,,,2,0.00021182
"Bushe, Amyas, d. 1773.",Bushe,Amyas,,,1773,,,,,,,2,0.00021182
"Brown, Andrew, of Glasgow.",Brown,Andrew,,,,,,,,,,2,0.00021182
"Dalzel, Andrew",Dalzel,Andrew,,,,,,,,,,2,0.00021182
"Ducarel, Andrew Coltee, 1713-1785.",Ducarel,Andrew Coltee,,1713,1785,,,,,,,2,0.00021182
"Murry, Ann, 18th cent.",Murry,Ann,, 18th cent.,,,,,,,,2,0.00021182
"Miller, Anna Riggs, Lady, 1741-1781.",Miller,Anna Riggs,,1741,1781,,,,,,,2,0.00021182
"Bayly, Anselm, d 1794.",Bayly,Anselm,,,1794,,,,,,,2,0.00021182
"Horneck, Anthony, 1641-1697.",Horneck,Anthony,,1641,1697,,,,,,,2,0.00021182
"Benezet, Anthony, 1713-1784.",Benezet,Anthony,,1713,1784,,,,,,,2,0.00021182
"Behn, Aphra, 1640-1689.",Behn,Aphra,,1640,1689,,,,,,,2,0.00021182
"Alison, Archibald, 1757-1839.",Alison,Archibald,,1757,1839,,,,,,,2,0.00021182
"Hutcheson, Archibald, ca. 1659-1740.",Hutcheson,Archibald,, ca. 1659,1740,,,,,,,2,0.00021182
"Kinloch, Archibald Gordon, Sir, d. 1800,",Kinloch,Archibald Gordon,,,1800,,,,,,,2,0.00021182
"Patoun, Archibald.",Patoun,Archibald,,,,,,,,,,2,0.00021182
"Ahmad, Ardabili",Ahmad,Ardabili,,,,,,,,,,2,0.00021182
"Davila, Arrigo Caterino, 1576-1631.",Davila,Arrigo Caterino,,1576,1631,,,,,,,2,0.00021182
"Francke, August Hermann, 1663-1727.",Francke,August Hermann,,1663,1727,,,,,,,2,0.00021182
"Grafton, Augustus Henry Fitzroy, Duke of, 1735-1811.",Fitzroy,Augustus Henry,,1735,1811,,,,,,,2,0.00021182
"Cronstedt, Axel Fredrik, 1722-1765.",Cronstedt,Axel Fredrik,,1722,1765,,,,,,,2,0.00021182
"Leonardo de Argensola, Bartolomé, 1562-1631.",Leonardo de Argensola,Bartolomé,,1562,1631,,,,,,,2,0.00021182
"Saint-Pierre, Bernardin de, 1737-1814.",Saint-Pierre,Bernardin de,,1737,1814,,,,,,,2,0.00021182
"Varenius, Bernhardus, 1622-1650.",Varenius,Bernhardus,,1622,1650,,,,,,,2,0.00021182
"Walmesley, C. 1722-1797.",Walmesley,C,,1722,1797,,,,,,,2,0.00021182
"Este, C. 1753-1829.",Este,C,,1753,1829,,,,,,,2,0.00021182
"Volney, C.-F. 1757-1820.",Volney,C-F,,1757,1820,,,,,,,2,0.00021182
"Colden, Cadwallader, 1688-1776.",Colden,Cadwallader,,1688,1776,,,,,,,2,0.00021182
"Gulliver, Capt. Lemuel.",Gulliver,Capt Lemuel,,,,,,,,,,2,0.00021182
"Linné, Carl von, 1707-1778.",Linné,Carl von,,1707,1778,,,,,,,2,0.00021182
"Denina, Carlo, 1731-1813.",Denina,Carlo,,1731,1813,,,,,,,2,0.00021182
"Freschot, Casimir 1640?-1720.",Freschot,Casimir,,1640?,1720,,,,,,,2,0.00021182
"Macaulay, Catharine, 1731-1791.",Macaulay,Catharine,,1731,1791,,,,,,,2,0.00021182
"Talbot, Catherine, 1721-1770.",Talbot,Catherine,,1721,1770,,,,,,,2,0.00021182
"Huntingtower, Catherine Rebecca Grey Talmash, Baroness, 1766 or 7-1852.",Talmash,Catherine Rebecca Grey,, 1766 or 7,1852,,,,,,,2,0.00021182
"Drelincourt, Charles, 1595-1669.",Drelincourt,Charles,,1595,1669,,,,,,,2,0.00021182
"Marshall, Charles, 1637-1698.",Marshall,Charles,,1637,1698,,,,,,,2,0.00021182
"Norfolk, Charles Howard, Duke of, 1720-1786.",Howard,Charles,,1720,1786,,,,,,,2,0.00021182
"Liverpool, Charles Jenkinson, Earl of, 1727-1808.",Jenkinson,Charles,,1727,1808,,,,,,,2,0.00021182
"Cornwallis, Charles Cornwallis, Marquis, 1738-1805.",Cornwallis,Charles,,1738,1805,,,,,,,2,0.00021182
"Butler, Charles, 1750-1832.",Butler,Charles,,1750,1832,,,,,,,2,0.00021182
"Sedley, Charles, Sir, 1639?-1701.",Sedley,Charles,, 1639?,1701,,,,,,,2,0.00021182
"Povey, Charles, 1652?-1743.",Povey,Charles,, 1652?,1743,,,,,,,2,0.00021182
"Knowles, Charles, Sir, 1704?-1777,",Knowles,Charles,, 1704?,1777,,,,,,,2,0.00021182
"Hamilton, Charles, 1752 or 3-1792.",Hamilton,Charles,, 1752 or 3,1792,,,,,,,2,0.00021182
"Whitworth, Charles, Sir ca. 1721-1778.",Whitworth,Charles,,ca. 1721,1778,,,,,,,2,0.00021182
"Butler, Charles, d. 1647.",Butler,Charles,,,1647,,,,,,,2,0.00021182
"Owen, Charles, d. 1746.",Owen,Charles,,,1746,,,,,,,2,0.00021182
"Pigott, Charles, d. 1794.",Pigott,Charles,,,1794,,,,,,,2,0.00021182
"Bryant, Charles, d. ca. 1799.",Bryant,Charles,,,1799,,,,,,,2,0.00021182
"Palmer, Charles, Deputy Serjeant of the House of Commons.",Palmer,Charles,,,,,,,,,,2,0.00021182
"Sheridan, Charles Francis, 1750-1806.",Sheridan,Charles Francis,,1750,1806,,,,,,,2,0.00021182
"Fox, Charles James, 1749-1806.",Fox,Charles James,,1749,1806,,,,,,,2,0.00021182
"Lillie, Charles.",Lillie,Charles,,,,,,,,,,2,0.00021182
"Ramsay, Chevalier 1686-1743.",Ramsay,Chevalier,,1686,1743,,,,,,,2,0.00021182
"Smart, Christopher, 1722-1771.",Smart,Christopher,,1722,1771,,,,,,,2,0.00021182
"Bellamy, D. b. 1687.",Bellamy,D,,1687,,,,,,,,2,0.00021182
"O'Bryen, D. 1755-1832.",O'Bryen,D,,1755,1832,,,,,,,2,0.00021182
"Jones, D. fl. 1676-1720.",Jones,D,,fl. 1676-1720.,,,,,,,,2,0.00021182
"Sutherland, D. G.",Sutherland,D G,,,,,,,,,,2,0.00021182
"Cawdrey, Daniel, 1588-1664.",Cawdrey,Daniel,,1588,1664,,,,,,,2,0.00021182
"Bartoli, Daniello, 1608-1685.",Bartoli,Daniello,,1608,1685,,,,,,,2,0.00021182
"Lloyd, David, 1635-1692.",Lloyd,David,,1635,1692,,,,,,,2,0.00021182
"Jennings, David, 1691-1762.",Jennings,David,,1691,1762,,,,,,,2,0.00021182
"Hartley, David, 1732-1813.",Hartley,David,,1732,1813,,,,,,,2,0.00021182
"Casley, David, fl. 1734.",Casley,David,, fl. 1734.,,,,,,,,2,0.00021182
"Rivers, David.",Rivers,David,,,,,,,,,,2,0.00021182
"Wilson, David.",Wilson,David,,,,,,,,,,2,0.00021182
"Walter, de Hemingburgh.",Walter,de Hemingburgh,,,,,,,,,,2,0.00021182
"Shaw, Duncan, 1726-1795.",Shaw,Duncan,,1726,1795,,,,,,,2,0.00021182
"Holdsworth, E. 1684-1746.",Holdsworth,E,,1684,1746,,,,,,,2,0.00021182
"Malone, Edmond, 1741-1812.",Malone,Edmond,,1741,1812,,,,,,,2,0.00021182
"Wingate, Edmund, 1596-1656.",Wingate,Edmund,,1596,1656,,,,,,,2,0.00021182
"Carter, Edmund, fl. 1753.",Carter,Edmund,, fl. 1753.,,,,,,,,2,0.00021182
"Stone, Edmund, d. 1768. S., E. E. S.",Stone,Edmund,,,1768,,,,,,,2,0.00021182
"Borlase, Edmund, d. 1682?",Borlase,Edmund,,,1682?,,,,,,,2,0.00021182
"Bentham, Edward, 1707-1776.",Bentham,Edward,,1707,1776,,,,,,,2,0.00021182
"Miller, Edward, 1760-1812.",Miller,Edward,,1760,1812,,,,,,,2,0.00021182
"King, Edward, 1735?-1807.",King,Edward,, 1735?,1807,,,,,,,2,0.00021182
"Laurence, Edward, d. 1740?",Laurence,Edward,,,1740?,,,,,,,2,0.00021182
"Greene, Edward Burnaby, d. 1788.",Greene,Edward Burnaby,,,1788,,,,,,,2,0.00021182
"Wright, Edward.",Wright,Edward,,,,,,,,,,2,0.00021182
"Impey, Elijah, Sir, 1732-1809.",Impey,Elijah,,1732,1809,,,,,,,2,0.00021182
"Northumberland, Elizabeth Seymour Percy, Duchess of, 1716-1776.",Percy,Elizabeth Seymour,,1716,1776,,,,,,,2,0.00021182
"Association for Preserving Liberty and Property against Republicans and Levellers (London, England)",Association for Preserving Liberty and Property against Republicans and Levellers (London,England),,,,,,,,,,2,0.00021182
"Catholic Committee (London, England)",Catholic Committee (London,England),,,,,,,,,,2,0.00021182
"Protestant Association (London, England)",Protestant Association (London,England),,,,,,,,,,2,0.00021182
"Society for the Registry of Shipping (London, England)",Society for the Registry of Shipping (London,England),,,,,,,,,,2,0.00021182
"Darwin, Erasmus, 1731-1802.",Darwin,Erasmus,,1731,1802,,,,,,,2,0.00021182
"Evans, Evan, 1731-1788.",Evans,Evan,,1731,1788,,,,,,,2,0.00021182
"Altieri, F.",Altieri,F,,,,,,,,,,2,0.00021182
"Krusinski, Father.",Krusinski,Father,,,,,,,,,,2,0.00021182
"O'Gallagher, Felix.",O'Gallagher,Felix,,,,,,,,,,2,0.00021182
"Josephus, Flavius.",Josephus,Flavius,,,,,,,,,,2,0.00021182
"Algarotti, Francesco, conte, 1712-1764.",Algarotti,Francesco,,1712,1764,,,,,,,2,0.00021182
"Chassepol, FrancÌ§ois de, 17th cent.",Chassepol,FrancÌ§ois de,, 17th cent.,,,,,,,,2,0.00021182
"Godwin, Francis, 1562-1633.",Godwin,Francis,,1562,1633,,,,,,,2,0.00021182
"Quarles, Francis, 1592-1644.",Quarles,Francis,,1592,1644,,,,,,,2,0.00021182
"Hutchinson, Francis, 1661-1739.",Hutchinson,Francis,,1661,1739,,,,,,,2,0.00021182
"Gastrell, Francis, 1662-1725.",Gastrell,Francis,,1662,1725,,,,,,,2,0.00021182
"Wise, Francis, 1695-1767.",Wise,Francis,,1695,1767,,,,,,,2,0.00021182
"Holliday, Francis, 1717-1787.",Holliday,Francis,,1717,1787,,,,,,,2,0.00021182
"Gardenstone, Francis Garden, Lord, 1721-1793.",Garden,Francis,,1721,1793,,,,,,,2,0.00021182
"Nichols, Francis, 18th cent.",Nichols,Francis,, 18th cent.,,,,,,,,2,0.00021182
"Sullivan, Francis Stoughton, 1719-1776.",Sullivan,Francis Stoughton,,1719,1776,,,,,,,2,0.00021182
"Russell, Francis.",Russell,Francis,,,,,,,,,,2,0.00021182
"Tott, François, baron de, 1733-1793.",Tott,François,,1733,1793,,,,,,,2,0.00021182
"Gentil, François.",Gentil,François,,,,,,,,,,2,0.00021182
"Anthing, Frederic, 1753-1805.",Anthing,Frederic,,1753,1805,,,,,,,2,0.00021182
"Trenck, Friedrich, Freiherr von der, 1726-1794.",von der Trenck,Friedrich,,1726,1794,,,,,,,2,0.00021182
"Schiller, Friedrich, 1759-1805.",Schiller,Friedrich,,1759,1805,,,,,,,2,0.00021182
"Moryson, Fynes, 1566-1630.",Moryson,Fynes,,1566,1630,,,,,,,2,0.00021182
"Vega, Garcilaso de la, 1539-1616.",Vega,Garcilaso de la,,1539,1616,,,,,,,2,0.00021182
