author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,
"Froude, James Anthony",Froude,James Anthony,,1818,1894,12,0.000198505,
"Fabre, Jean-Henri",Fabre,Jean-Henri,,1823,1915,12,0.000198505,
"Bone, Jesse F. (Jesse Franklin)",Bone,Jesse F. (Jesse Franklin),,1916,2006,12,0.000198505,
"Vondel, Joost van den",Vondel,Joost van den,,1587,1679,12,0.000198505,
"Hocking, Joseph",Hocking,Joseph,,1860,1937,12,0.000198505,
"Hawthorne, Julian",Hawthorne,Julian,,1846,1934,12,0.000198505,
"Laumer, Keith",Laumer,Keith,,1925,1993,12,0.000198505,
"Onerva, L.",Onerva,L.,,1882,1972,12,0.000198505,
"Stephen, Leslie",Stephen,Leslie,,1832,1904,12,0.000198505,
"Spence, Lewis",Spence,Lewis,,1874,1955,12,0.000198505,
"Stjernström, Louise",Stjernström,Louise,,1812,1907,12,0.000198505,
"Daviess, Maria Thompson",Daviess,Maria Thompson,,1872,1924,12,0.000198505,
"Eddy, Mary Baker",Eddy,Mary Baker,,1821,1910,12,0.000198505,
"Johnson, Owen",Johnson,Owen,,1878,1952,12,0.000198505,
"Bazin, René",Bazin,René,,1853,1932,12,0.000198505,
"Howard, Robert E. (Robert Ervin)",Howard,Robert E. (Robert Ervin),,1906,1936,12,0.000198505,
"Benson, Robert Hugh",Benson,Robert Hugh,,1871,1914,12,0.000198505,
"Aycock, Roger D.",Aycock,Roger D.,,1914,2004,12,0.000198505,
"Bensusan, S. L. (Samuel Levy)",Bensusan,S. L. (Samuel Levy),,1872,1958,12,0.000198505,
"Ford, Sewell",Ford,Sewell,,1868,1946,12,0.000198505,
"Smollett, T. (Tobias)",Smollett,T. (Tobias),,1721,1771,12,0.000198505,
"De la Mare, Walter",De la Mare,Walter,,1873,1956,12,0.000198505,
Bahá'u'lláh,,Bahá'u'lláh,,1817,1892,12,0.000198505,
Pansy,,Pansy,,1841,1930,12,0.000198505,
Pennsylvania Prison Society,,Pennsylvania Prison Society,,no_birthdate,no_deathdate,12,0.000198505,
"Mickiewicz, Adam",Mickiewicz,Adam,,1798,1855,11,0.000181963,
"Pope, Alexander",Pope,Alexander,,1688,1744,11,0.000181963,
"Kielland, Alexander Lange",Kielland,Alexander Lange,,1849,1906,11,0.000181963,
"Brown, Alice",Brown,Alice,,1857,1948,11,0.000181963,
"Ghislanzoni, Antonio",Ghislanzoni,Antonio,,1824,1893,11,0.000181963,
"King, Basil",King,Basil,,1859,1928,11,0.000181963,
"Taylor, Bayard",Taylor,Bayard,,1825,1878,11,0.000181963,
"Spinoza, Benedictus de",Spinoza,Benedictus de,,1632,1677,11,0.000181963,
"Rice, Cale Young",Rice,Cale Young,,1872,1943,11,0.000181963,
"Baudelaire, Charles",Baudelaire,Charles,,1821,1867,11,0.000181963,
"Bradlaugh, Charles",Bradlaugh,Charles,,1833,1891,11,0.000181963,
"Eastman, Charles A.",Eastman,Charles A.,,1858,1939,11,0.000181963,
"Mackintosh, Charles Henry",Mackintosh,Charles Henry,,1820,1896,11,0.000181963,
"Skinner, Charles M. (Charles Montgomery)",Skinner,Charles M. (Charles Montgomery),,1852,1907,11,0.000181963,
"Buck, Charles Neville",Buck,Charles Neville,,1879,1957,11,0.000181963,
"Brame, Charlotte M.",Brame,Charlotte M.,,1836,1884,11,0.000181963,
"Gilman, Charlotte Perkins",Gilman,Charlotte Perkins,,1860,1935,11,0.000181963,
"Mulford, Clarence Edward",Mulford,Clarence Edward,,1883,1956,11,0.000181963,
"Wallace, Dillon",Wallace,Dillon,,1863,1939,11,0.000181963,
"Lavell, Edith",Lavell,Edith,,no_birthdate,no_deathdate,11,0.000181963,
"Yates, Edmund",Yates,Edmund,,1831,1894,11,0.000181963,
"Ferber, Edna",Ferber,Edna,,1885,1968,11,0.000181963,
"Corbière, Edouard",Corbière,Edouard,,1793,1875,11,0.000181963,
"Aspelin-Haapkylä, Eliel",Aspelin-Haapkylä,Eliel,,1847,1917,11,0.000181963,
"Castelnuovo, Enrico",Castelnuovo,Enrico,,1839,1915,11,0.000181963,
"Müller, F. Max (Friedrich Max)",Müller,F. Max (Friedrich Max),,1823,1900,11,0.000181963,
"Farrar, F. W. (Frederic William)",Farrar,F. W. (Frederic William),,1831,1903,11,0.000181963,
"Petruccelli della Gattina, Ferdinando",Petruccelli della Gattina,Ferdinando,,1816,1890,11,0.000181963,
"Barclay, Florence L. (Florence Louisa)",Barclay,Florence L. (Florence Louisa),,1862,1921,11,0.000181963,
"Harris, Frank",Harris,Frank,,1856,1931,11,0.000181963,
"Spielhagen, Friedrich",Spielhagen,Friedrich,,1829,1911,11,0.000181963,
"Crabbe, George",Crabbe,George,,1754,1832,11,0.000181963,
"Ohnet, Georges",Ohnet,Georges,,1848,1918,11,0.000181963,
"Vasari, Giorgio",Vasari,Giorgio,,1511,1574,11,0.000181963,
"Boccaccio, Giovanni",Boccaccio,Giovanni,,1313,1375,11,0.000181963,
"Giacosa, Giuseppe",Giacosa,Giuseppe,,1847,1906,11,0.000181963,
"Hill, Grace Brooks",Hill,Grace Brooks,,no_birthdate,no_deathdate,11,0.000181963,
"Sayler, H. L. (Harry Lincoln)",Sayler,H. L. (Harry Lincoln),,1863,1913,11,0.000181963,
"Harrison, Harry",Harrison,Harry,,1925,2012,11,0.000181963,
"Footner, Hulbert",Footner,Hulbert,,1879,1944,11,0.000181963,
"Sharkey, Jack",Sharkey,Jack,,1931,1992,11,0.000181963,
"Riis, Jacob A. (Jacob August)",Riis,Jacob A. (Jacob August),,1849,1914,11,0.000181963,
"Finne, Jalmari",Finne,Jalmari,,1874,1938,11,0.000181963,
"Huneker, James",Huneker,James,,1857,1921,11,0.000181963,
"Baldwin, James",Baldwin,James,,1841,1925,11,0.000181963,
"Schmitz, James H.",Schmitz,James H.,,1911,1981,11,0.000181963,
"Lowell, James Russell",Lowell,James Russell,,1819,1891,11,0.000181963,
"Kjelgaard, Jim",Kjelgaard,Jim,,1910,1959,11,0.000181963,
"Muir, John",Muir,John,,1838,1914,11,0.000181963,
"Watson, John F. (John Fanning)",Watson,John F. (John Fanning),,1779,1860,11,0.000181963,
"Pennell, Joseph",Pennell,Joseph,,1857,1926,11,0.000181963,
"Claretie, Jules",Claretie,Jules,,1840,1913,11,0.000181963,
"Lermina, Jules",Lermina,Jules,,1839,1915,11,0.000181963,
"Marx, Karl",Marx,Karl,,1818,1883,11,0.000181963,
"Pyle, Katharine",Pyle,Katharine,,1863,1938,11,0.000181963,
"Brooke, L. Leslie (Leonard Leslie)",Brooke,L. Leslie (Leonard Leslie),,1862,1940,11,0.000181963,
"Osbourne, Lloyd",Osbourne,Lloyd,,1868,1947,11,0.000181963,
"Proust, Marcel",Proust,Marcel,,1871,1922,11,0.000181963,
"Sidney, Margaret",Sidney,Margaret,,1844,1924,11,0.000181963,
"Robertson, Margaret M. (Margaret Murray)",Robertson,Margaret M. (Margaret Murray),,1821,1897,11,0.000181963,
"Deland, Margaret Wade Campbell",Deland,Margaret Wade Campbell,,1857,1945,11,0.000181963,
"Jotuni, Maria",Jotuni,Maria,,1880,1943,11,0.000181963,
"Cholmondeley, Mary",Cholmondeley,Mary,,1859,1925,11,0.000181963,
"Bruce, Mary Grant",Bruce,Mary Grant,,1878,1958,11,0.000181963,
"Shelley, Mary Wollstonecraft",Shelley,Mary Wollstonecraft,,1797,1851,11,0.000181963,
"Pemberton, Max",Pemberton,Max,,1863,1950,11,0.000181963,
"Fleming, May Agnes",Fleming,May Agnes,,1840,1880,11,0.000181963,
"Hawkins, N. (Nehemiah)",Hawkins,N. (Nehemiah),,1833,1928,11,0.000181963,
"Duncan, Norman",Duncan,Norman,,1871,1916,11,0.000181963,
"Onions, Oliver",Onions,Oliver,,1873,1961,11,0.000181963,
"Schubin, Ossip",Schubin,Ossip,,1854,1934,11,0.000181963,
"Sheridan, Philip Henry",Sheridan,Philip Henry,,1831,1888,11,0.000181963,
"Buchanan, Robert Williams",Buchanan,Robert Williams,,1841,1901,11,0.000181963,
"Carey, Rosa Nouchette",Carey,Rosa Nouchette,,1840,1909,11,0.000181963,
"Conwell, Russell H.",Conwell,Russell H.,,1843,1925,11,0.000181963,
"Drake, Samuel Adams",Drake,Samuel Adams,,1833,1905,11,0.000181963,
"Cather, Willa",Cather,Willa,,1873,1947,11,0.000181963,
"Prescott, William Hickling",Prescott,William Hickling,,1796,1859,11,0.000181963,
"Long, William J. (William Joseph)",Long,William J. (William Joseph),,1867,1952,11,0.000181963,
"Gale, Zona",Gale,Zona,,1874,1938,11,0.000181963,
Ponson du Terrail,,Ponson du Terrail,,1829,1871,11,0.000181963,
United States,United States,,,no_birthdate,no_deathdate,11,0.000181963,
"Kallas, Aino Krohn",Kallas,Aino Krohn,,1878,1956,10,0.00016542,
"Le Sage, Alain René",Le Sage,Alain René,,1668,1747,10,0.00016542,
"Douglas, Alan, Captain",Douglas,Alan,,no_birthdate,no_deathdate,10,0.00016542,
"Kivi, Aleksis",Kivi,Aleksis,,1834,1872,10,0.00016542,
"Humboldt, Alexander von",Humboldt,Alexander von,,1769,1859,10,0.00016542,
"Rice, Alice Caldwell Hegan",Rice,Alice Caldwell Hegan,,1870,1942,10,0.00016542,
"Walton, Amy",Walton,Amy,,1848,1899,10,0.00016542,
"Le Feuvre, Amy",Le Feuvre,Amy,,no_birthdate,1929,10,0.00016542,
"Adams, Andy",Adams,Andy,,1859,1935,10,0.00016542,
"Radcliffe, Ann Ward",Radcliffe,Ann Ward,,1764,1823,10,0.00016542,
"Warner, Anne",Warner,Anne,,1869,1913,10,0.00016542,
"Marshall, Archibald",Marshall,Archibald,,1866,1934,10,0.00016542,
"Machen, Arthur",Machen,Arthur,,1863,1947,10,0.00016542,
"Train, Arthur Cheney",Train,Arthur Cheney,,1875,1945,10,0.00016542,
"Malkin, Arthur Thomas",Malkin,Arthur Thomas,,no_birthdate,no_deathdate,10,0.00016542,
"Seaman, Augusta Huiell",Seaman,Augusta Huiell,,1879,1950,10,0.00016542,
"Botta, Carlo",Botta,Carlo,,1766,1837,10,0.00016542,
"Beecher, Catharine Esther",Beecher,Catharine Esther,,1800,1878,10,0.00016542,
"Garvice, Charles",Garvice,Charles,,1850,1920,10,0.00016542,
"Seltzer, Charles Alden",Seltzer,Charles Alden,,1875,1942,10,0.00016542,
"Burnham, Clara Louise",Burnham,Clara Louise,,1854,1927,10,0.00016542,
"Farrère, Claude",Farrère,Claude,,1876,1957,10,0.00016542,
"Brentano, Clemens",Brentano,Clemens,,1778,1842,10,0.00016542,
"Lesueur, Daniel",Lesueur,Daniel,,1860,1921,10,0.00016542,
"Masters, Edgar Lee",Masters,Edgar Lee,,1868,1950,10,0.00016542,
"Lear, Edward",Lear,Edward,,1812,1888,10,0.00016542,
"Sabin, Edwin L. (Edwin Legrand)",Sabin,Edwin L. (Edwin Legrand),,1870,1952,10,0.00016542,
"Peattie, Elia Wilkinson",Peattie,Elia Wilkinson,,1862,1935,10,0.00016542,
"Follen, Eliza Lee Cabot",Follen,Eliza Lee Cabot,,1787,1860,10,0.00016542,
"Pennell, Elizabeth Robins",Pennell,Elizabeth Robins,,1855,1936,10,0.00016542,
"O'Donnell, Elliott",O'Donnell,Elliott,,1872,1965,10,0.00016542,
"Ford, Ford Madox",Ford,Ford Madox,,1873,1939,10,0.00016542,
"Bacon, Francis",Bacon,Francis,,1561,1626,10,0.00016542,
"Norris, Frank",Norris,Frank,,1870,1902,10,0.00016542,
"Pohl, Frederik",Pohl,Frederik,,1919,2013,10,0.00016542,
"Reuter, Fritz",Reuter,Fritz,,1810,1874,10,0.00016542,
"Serviss, Garrett Putman",Serviss,Garrett Putman,,1851,1929,10,0.00016542,
"Leroux, Gaston",Leroux,Gaston,,1868,1927,10,0.00016542,
"Rawlinson, George",Rawlinson,George,,1812,1902,10,0.00016542,
"Smith, George O. (George Oliver)",Smith,George O. (George Oliver),,1911,1981,10,0.00016542,
"Peck, George W. (George Wilbur)",Peck,George W. (George Wilbur),,1840,1916,10,0.00016542,
"Curtis, George William",Curtis,George William,,1824,1892,10,0.00016542,
"Buffon, Georges Louis Leclerc, comte de",Leclerc,Georges-Louis,,1707,1788,10,0.00016542,
"Murray, Gilbert",Murray,Gilbert,,1866,1957,10,0.00016542,
"Freytag, Gustav",Freytag,Gustav,,1816,1895,10,0.00016542,
"Guerber, H. A. (Hélène Adeline)",Guerber,H. A. (Hélène Adeline),,1859,1929,10,0.00016542,
"Wright, Harold Bell",Wright,Harold Bell,,1872,1944,10,0.00016542,
"Comstock, Harriet T. (Harriet Theresa)",Comstock,Harriet T. (Harriet Theresa),,1860,no_deathdate,10,0.00016542,
"Graham, Harry",Graham,Harry,,1874,1936,10,0.00016542,
"Zschokke, Heinrich",Zschokke,Heinrich,,1771,1848,10,0.00016542,
"Reed, Helen Leah",Reed,Helen Leah,,no_birthdate,1926,10,0.00016542,
"Beers, Henry A. (Henry Augustin)",Beers,Henry A. (Henry Augustin),,1847,1926,10,0.00016542,
"Stretton, Hesba",Stretton,Hesba,,1832,1911,10,0.00016542,
"Frey, Hildegard G.",Frey,Hildegard G.,,1891,1957,10,0.00016542,
"Tarbell, Ida M. (Ida Minerva)",Tarbell,Ida M. (Ida Minerva),,1857,1944,10,0.00016542,
"Cox, Irving E.",Cox,Irving E.,,1917,2001,10,0.00016542,
"Bird, Isabella L. (Isabella Lucy)",Bird,Isabella L. (Isabella Lucy),,1831,1904,10,0.00016542,
"Robertson, J. M. (John Mackinnon)",Robertson,J. M. (John Mackinnon),,1856,1933,10,0.00016542,
"Oxley, J. Macdonald (James Macdonald)",Oxley,J. Macdonald (James Macdonald),,1855,1907,10,0.00016542,
"Gregory, Jackson",Gregory,Jackson,,1882,1943,10,0.00016542,
"Hendryx, James B. (James Beardsley)",Hendryx,James B. (James Beardsley),,1880,1963,10,0.00016542,
"Milton, John",Milton,John,,1608,1674,10,0.00016542,
"Housman, Laurence",Housman,Laurence,,1865,1959,10,0.00016542,
"Richardson, Major (John)",Richardson,Major (John),,1796,1852,10,0.00016542,
"Salmela, Marja",Salmela,Marja,,1875,1924,10,0.00016542,
"Bowen, Marjorie",Bowen,Marjorie,,1888,1952,10,0.00016542,
"Lamb, Mary",Lamb,Mary,,1764,1847,10,0.00016542,
"MacGregor, Mary Esther Miller",MacGregor,Mary Esther Miller,,1876,1961,10,0.00016542,
"Beerbohm, Max, Sir",Beerbohm,Max,,1872,1956,10,0.00016542,
"Byron, May",Byron,May,,1861,1936,10,0.00016542,
"Du Hausset, Mme.",Du Hausset,Mme.,,1713,1801,10,0.00016542,
"Jameson, Mrs. (Anna)",Jameson,Anna,Mrs,1794,1860,10,0.00016542,
"Willis, Nathaniel Parker",Willis,Nathaniel Parker,,1806,1867,10,0.00016542,
"Munro, Neil",Munro,Neil,,1864,1930,10,0.00016542,
"Read, Opie Percival",Read,Opie Percival,,1852,1939,10,0.00016542,
"Brown, Paul Cameron",Brown,Paul Cameron,,1948,no_deathdate,10,0.00016542,
"Kyne, Peter B. (Peter Bernard)",Kyne,Peter B. (Peter Bernard),,1880,1957,10,0.00016542,
"Corneille, Pierre",Corneille,Pierre,,1606,1684,10,0.00016542,
"Jones, Raymond F.",Jones,Raymond F.,,1915,1994,10,0.00016542,
"Boylesve, René",Boylesve,René,,1867,1926,10,0.00016542,
"Kiljander, Robert",Kiljander,Robert,,1848,1924,10,0.00016542,
"Stephens, Robert Neilson",Stephens,Robert Neilson,,1867,1906,10,0.00016542,
"Goodrich, Samuel G. (Samuel Griswold)",Goodrich,Samuel G. (Samuel Griswold),,1793,1860,10,0.00016542,
"Duncan, Sara Jeannette",Duncan,Sara Jeannette,,1861,1922,10,0.00016542,
"Zweig, Stefan",Zweig,Stefan,,1881,1942,10,0.00016542,
"Pakkala, Teuvo",Pakkala,Teuvo,,1862,1925,10,0.00016542,
"Higginson, Thomas Wentworth",Higginson,Thomas Wentworth,,1823,1911,10,0.00016542,
"Deeping, Warwick",Deeping,Warwick,,1877,1950,10,0.00016542,
"Wake, William",Wake,William,,1657,1737,10,0.00016542,
"Curtis, William",Curtis,William,,1746,1799,10,0.00016542,
"Brown, William Wells",Brown,William Wells,,no_birthdate,1884,10,0.00016542,
"Johnson, Willis Fletcher",Johnson,Willis Fletcher,,1857,1931,10,0.00016542,
Petronius Arbiter,Petronius Arbiter,Petronius Arbiter,,20,66,10,0.00016542,
Shakespeare (spurious and doubtful works),Shakespeare (spurious and doubtful works),William,,1564,1616,10,0.00016542,
Machado de Assis,,Machado de Assis,,1839,1908,10,0.00016542,
Herodotus,,Herodotus,,484 BC,430 BC,10,0.00016542,
Methuen & Co.,Methuen & Co.,Methuen & Co.,,no_birthdate,no_deathdate,10,0.00016542,
Ontario. Department of Education,Ontario.,Department of Education,,no_birthdate,no_deathdate,10,0.00016542,
"Sayce, A. H. (Archibald Henry)",Sayce,A. H. (Archibald Henry),,1845,1933,9,0.000148878,
"Cambridge, Ada",Cambridge,Ada,,1844,1926,9,0.000148878,
"Huxley, Aldous",Huxley,Aldous,,1894,1963,9,0.000148878,
"Ray, Anna Chapin",Ray,Anna Chapin,,1865,1945,9,0.000148878,
"Donnell, Annie Hamilton",Donnell,Annie Hamilton,,1862,1943,9,0.000148878,
"Hamilton, Anthony, Count",Hamilton,Anthony,,no_birthdate,1720,9,0.000148878,
"Morrison, Arthur",Morrison,Arthur,,1863,1945,9,0.000148878,
"Symons, Arthur",Symons,Arthur,,1865,1945,9,0.000148878,
"Evans, Augusta J. (Augusta Jane)",Evans,Augusta J. (Augusta Jane),,1835,1909,9,0.000148878,
"Marmont, Auguste Frédéric Louis Viesse de, duc de Raguse",de Marmont,Auguste Frédéric Louis Viesse,,1774,1852,9,0.000148878,
"McManus, Blanche",McManus,Blanche,,1869,1935,9,0.000148878,
"Carman, Bliss",Carman,Bliss,,1861,1929,9,0.000148878,
"Volney, C.-F. (Constantin-François)",Volney,C.-F. (Constantin-François),,1757,1820,9,0.000148878,
"Flammarion, Camille",Flammarion,Camille,,1842,1925,9,0.000148878,
"Oman, Charles",Oman,Charles,,1860,1946,9,0.000148878,
"De Vet, Charles V.",De Vet,Charles V.,,1911,1997,9,0.000148878,
"Meyer, Conrad Ferdinand",Meyer,Conrad Ferdinand,,1825,1898,9,0.000148878,
"Kieviet, Cornelis Johannes",Kieviet,Cornelis Johannes,,1858,1931,9,0.000148878,
"Marquis, Don",Marquis,Don,,1878,1937,9,0.000148878,
"Fisher, Dorothy Canfield",Fisher,Dorothy Canfield,,1879,1958,9,0.000148878,
"Forster, E. M. (Edward Morgan)",Forster,E. M. (Edward Morgan),,1879,1970,9,0.000148878,
"About, Edmond",About,Edmond,,1828,1885,9,0.000148878,
"Gosse, Edmund",Gosse,Edmund,,1849,1928,9,0.000148878,
"Zamacois, Eduardo",Zamacois,Eduardo,,1873,1971,9,0.000148878,
"Thomas, Edward",Thomas,Edward,,1878,1917,9,0.000148878,
"Freeman, Edward A. (Edward Augustus)",Freeman,Edward A. (Edward Augustus),,1823,1892,9,0.000148878,
"Guptill, Elizabeth F. (Elizabeth Frances)",Guptill,Elizabeth F. (Elizabeth Frances),,1870,no_deathdate,9,0.000148878,
"Napoleon I, Emperor of the French",Napoleon I,Emperor of the French,,1769,1821,9,0.000148878,
"Mills, Enos A.",Mills,Enos A.,,1870,1922,9,0.000148878,
"Ingersoll, Ernest",Ingersoll,Ernest,,1852,1946,9,0.000148878,
"Eckstein, Ernst",Eckstein,Ernst,,1845,1900,9,0.000148878,
"Pound, Ezra",Pound,Ezra,,1885,1972,9,0.000148878,
"Marinetti, F. T.",Marinetti,F. T.,,1876,1944,9,0.000148878,
"Peard, Frances Mary",Peard,Frances Mary,,1835,1923,9,0.000148878,
"Rolt-Wheeler, Francis",Rolt-Wheeler,Francis,,1876,1960,9,0.000148878,
"Hoffmann, Franz",Hoffmann,Franz,,1814,1882,9,0.000148878,
"Holyoake, George Jacob",Holyoake,George Jacob,,1817,1906,9,0.000148878,
"Hauptmann, Gerhart",Hauptmann,Gerhart,,1862,1946,9,0.000148878,
"Porta, Giambattista della",Porta,Giambattista della,,no_birthdate,1615,9,0.000148878,
"Apollinaire, Guillaume",Apollinaire,Guillaume,,1880,1918,9,0.000148878,
"Knackfuss, H. (Hermann)",Knackfuss,H. (Hermann),,1848,1915,9,0.000148878,
"Mabie, Hamilton Wright",Mabie,Hamilton Wright,,1846,1916,9,0.000148878,
"Brighouse, Harold",Brighouse,Harold,,1882,1958,9,0.000148878,
"Franck, Harry Alverson",Franck,Harry Alverson,,1881,1962,9,0.000148878,
"Meriläinen, Heikki",Meriläinen,Heikki,,1847,1939,9,0.000148878,
"Lawson, Henry",Lawson,Henry,,1867,1922,9,0.000148878,
"Stanley, Henry M. (Henry Morton)",Stanley,Henry M. (Henry Morton),,1841,1904,9,0.000148878,
"Fitch, Henry S. (Henry Sheldon)",Fitch,Henry S. (Henry Sheldon),,1909,2009,9,0.000148878,
"Peyser, Herbert F. (Herbert Francis)",Peyser,Herbert F. (Herbert Francis),,1886,1953,9,0.000148878,
"Butterworth, Hezekiah",Butterworth,Hezekiah,,1839,1905,9,0.000148878,
"Greene, Homer",Greene,Homer,,1853,1940,9,0.000148878,
"Duffield, J. W.",Duffield,J. W.,,no_birthdate,no_deathdate,9,0.000148878,
"Balmes, Jaime Luciano",Balmes,Jaime Luciano,,1810,1848,9,0.000148878,
"Payn, James",Payn,James,,1830,1898,9,0.000148878,
"Parkerson, James",Parkerson,James,,no_birthdate,no_deathdate,9,0.000148878,
"Driscoll, James R.",Driscoll,James R.,,no_birthdate,no_deathdate,9,0.000148878,
"Bixby, Jerome",Bixby,Jerome,,1923,1998,9,0.000148878,
"Bonnell, Jerry T.",Bonnell,Jerry T.,,no_birthdate,no_deathdate,9,0.000148878,
"Linnankoski, Johannes",Linnankoski,Johannes,,1869,1913,9,0.000148878,
"Timbs, John",Timbs,John,,1801,1875,9,0.000148878,
"Logan, John Alexander",Logan,John Alexander,,1826,1886,9,0.000148878,
"Macduff, John R. (John Ross)",Macduff,John R. (John Ross),,1818,1895,9,0.000148878,
"Green, John Richard",Green,John Richard,,1837,1883,9,0.000148878,
"Almada Negreiros, José de",Almada Negreiros,José de,,1893,1970,9,0.000148878,
"Pereda, José María de",Pereda,José María de,,1833,1906,9,0.000148878,
"McCarthy, Justin H. (Justin Huntly)",McCarthy,Justin H. (Justin Huntly),,1860,1936,9,0.000148878,
"Mikszáth, Kálmán",Mikszáth,Kálmán,,1847,1910,9,0.000148878,
"Leino, Kasimir",Leino,Kasimir,,1866,1919,9,0.000148878,
"Kaatra, Kössi",Kaatra,Kössi,,1882,1928,9,0.000148878,
"Neville, Kris",Neville,Kris,,1925,1980,9,0.000148878,
"Goldsmith, Lewis",Goldsmith,Lewis,,no_birthdate,1846,9,0.000148878,
"Quiller-Couch, Mabel",Quiller-Couch,Mabel,,no_birthdate,1924,9,0.000148878,
"Montespan, Madame de",Montespan,Madame de,,1641,1707,9,0.000148878,
"Brandeis, Madeline",Brandeis,Madeline,,1897,1937,9,0.000148878,
"Lamballe, Marie Thérèse Louise de Savoie-Carignan, princesse de",de Lamballe,Marie Thérèse Louise de Savoie-Carignan,,1749,1792,9,0.000148878,
"Austin, Mary Hunter",Austin,Mary Hunter,,1868,1934,9,0.000148878,
"Roos, Mathilda",Roos,Mathilda,,1852,1908,9,0.000148878,
"O'Rell, Max",O'Rell,Max,,1848,1903,9,0.000148878,
"Campan, Mme. (Jeanne-Louise-Henriette)",Campan,Mme. (Jeanne-Louise-Henriette),,1752,1822,9,0.000148878,
"Thomson, A. T., Mrs.",Thomson,A. T.,Mrs,1797,1862,9,0.000148878,
"Machiavelli, Niccolò",Machiavelli,Niccolò,,1469,1527,9,0.000148878,
"Marden, Orison Swett",Marden,Orison Swett,,1848,1924,9,0.000148878,
"Holbach, Paul Henri Thiry, baron d'",d'Holbach,Paul Henri Thiry,,1723,1789,9,0.000148878,
"Louwerse, Pieter",Louwerse,Pieter,,1840,1909,9,0.000148878,
"Giannone, Pietro",Giannone,Pietro,,1676,1748,9,0.000148878,
"Latham, R. G. (Robert Gordon)",Latham,R. G. (Robert Gordon),,1812,1888,9,0.000148878,
"Descartes, René",Descartes,René,,1596,1650,9,0.000148878,
"Grant, Robert",Grant,Robert,,1852,1940,9,0.000148878,
"Walser, Robert",Walser,Robert,,1878,1956,9,0.000148878,
"Nemiroff, Robert J.",Nemiroff,Robert J.,,no_birthdate,no_deathdate,9,0.000148878,
"Williams, Robert Moore",Williams,Robert Moore,,1907,1977,9,0.000148878,
"Service, Robert W. (Robert William)",Service,Robert W. (Robert William),,1874,1958,9,0.000148878,
"Phillips, Rog",Phillips,Rog,,1909,1965,9,0.000148878,
"Baker, Rollin H. (Rollin Harold)",Baker,Rollin H. (Rollin Harold),,1916,2007,9,0.000148878,
"Holland, Rupert Sargent",Holland,Rupert Sargent,,1878,1952,9,0.000148878,
"Anttila, Selma",Anttila,Selma,,1867,1942,9,0.000148878,
"Gwynn, Stephen Lucius",Gwynn,Stephen Lucius,,1864,1950,9,0.000148878,
"Bailey, Temple",Bailey,Temple,,1869,1953,9,0.000148878,
"Malory, Thomas, Sir",Malory,Thomas,,no_birthdate,1471,9,0.000148878,
"Hughes, Thomas",Hughes,Thomas,,1822,1896,9,0.000148878,
"Mann, Thomas",Mann,Thomas,,1875,1955,9,0.000148878,
"Hoover, Thomas",Hoover,Thomas,,1941,no_deathdate,9,0.000148878,
"Du Bois, W. E. B. (William Edward Burghardt)",Du Bois,W. E. B. (William Edward Burghardt),,1868,1963,9,0.000148878,
"Gilbert, W. S. (William Schwenck)",Gilbert,W. S. (William Schwenck),,1836,1911,9,0.000148878,
"Bonsels, Waldemar",Bonsels,Waldemar,,1880,1952,9,0.000148878,
"Godwin, William",Godwin,William,,1756,1836,9,0.000148878,
"White, William Hale",White,William Hale,,1831,1913,9,0.000148878,
"Holmes, William Henry",Holmes,William Henry,,1846,1933,9,0.000148878,
"Scargill, William Pitt",Scargill,William Pitt,,1787,1836,9,0.000148878,
"Sherman, William T. (William Tecumseh)",Sherman,William T. (William Tecumseh),,1820,1891,9,0.000148878,
"Wilson, Woodrow",Wilson,Woodrow,,1856,1924,9,0.000148878,
"Liu, Xiang",Liu,Xiang,,no_birthdate,no_deathdate,9,0.000148878,
"Lu, Xun",Lu,Xun,,1881,1936,9,0.000148878,
Ovid,Ovid,,,43 BC,17,9,0.000148878,
Jean Paul,Jean Paul,,,1763,1825,9,0.000148878,
Saki,Saki,,,1870,1916,9,0.000148878,
Horace,Horace,,,65 BC,8 BC,9,0.000148878,
United States. War Department,United States.,War Department,,no_birthdate,no_deathdate,9,0.000148878,
Valmiki,,Valmiki,,no_birthdate,no_deathdate,9,0.000148878,
"Hart, Albert Bushnell",Hart,Albert Bushnell,,1854,1943,8,0.000132336,
"Papadiamantes, Alexandros",Papadiamantes,Alexandros,,1851,1911,8,0.000132336,
"Assollant, Alfred",Assollant,Alfred,,1827,1886,8,0.000132336,
"Noyes, Alfred",Noyes,Alfred,,1880,1958,8,0.000132336,
"Earle, Alice Morse",Earle,Alice Morse,,1851,1911,8,0.000132336,
"Karr, Alphonse",Karr,Alphonse,,1808,1890,8,0.000132336,
"Brooks, Amy",Brooks,Amy,,no_birthdate,no_deathdate,8,0.000132336,
"Theuriet, André",Theuriet,André,,1833,1907,8,0.000132336,
"Murray, Andrew",Murray,Andrew,,1828,1917,8,0.000132336,
"Warner, Anna Bartlett",Warner,Anna Bartlett,,1824,1915,8,0.000132336,
"Grimké, Archibald Henry",Grimké,Archibald Henry,,1849,1930,8,0.000132336,
"Ward, Artemus",Ward,Artemus,,1834,1867,8,0.000132336,
"Hornblow, Arthur",Hornblow,Arthur,,1865,1942,8,0.000132336,
