author_name,last_name,first_name,title,birth_date,death_date,count,fraction_total,dataset
"Rivers, David",Rivers,David,,,,1,0.000362056,ota
"Killings, Douglas B (ed)",Killings,Douglas B (ed),,,,1,0.000362056,ota
"Rock, Dr (Richard), 1708-1774",Rock,Dr (Richard),,1708,1774,1,0.000362056,ota
"Kelly, Ebenezer Beriah, b 1783",Kelly,Ebenezer Beriah,, b 1783,,1,0.000362056,ota
"Gibbon, Edward, 1737-1794",Gibbon,Edward,,1737,1794,1,0.000362056,ota
"Jenner, Edward, 1749-1823",Jenner,Edward,,1749,1823,1,0.000362056,ota
"Moore, Edward, 1712-1757",Moore,Edward,,1712,1757,1,0.000362056,ota
"Westcott, Edward Noyes, 1847-1898",Westcott,Edward Noyes,,1847,1898,1,0.000362056,ota
"Moxon, Elizabeth",Moxon,Elizabeth,,,,1,0.000362056,ota
"Dobbie, Elliott Van Kirk (ed)",Dobbie,Elliott Van Kirk (ed),,,,1,0.000362056,ota
"Bront�, Emily, 1818-1848",Bront�,Emily,,1818,1848,1,0.000362056,ota
"Barbers' Company (London, England)",Barbers' Company (London,England),,,,1,0.000362056,ota
"Dictionaries, etc",,Dictionaries,,,,1,0.000362056,ota
"Allen, Ethan, 1738-1789",Allen,Ethan,,1738,1789,1,0.000362056,ota
"Home, Everard, Sir, 1756-1832",Home,Everard,,1756,1832,1,0.000362056,ota
"Skrimshire, F (Fenwick), 1774 or 5-1855",Skrimshire,Fenwick,, 1774 or 5,1855,1,0.000362056,ota
"Fitzgerald, F Scott (Francis Scott), 1896-1940",Fitzgerald,F Scott (Francis Scott),,1896,1940,1,0.000362056,ota
"Baratier, François, 1682-1751",Baratier,François,,1682,1751,1,0.000362056,ota
"Sheridan, Frances Chamberlaine, 1724-1766",Sheridan,Frances Chamberlaine,,1724,1766,1,0.000362056,ota
"Bellinger, Francis, d 1721",Bellinger,Francis,, d 1721,,1,0.000362056,ota
"Hopkinson, Francis, 1737-1791",Hopkinson,Francis,,1737,1791,1,0.000362056,ota
"Abbot, George, 1562-1633",Abbot,George,,1562,1633,1,0.000362056,ota
"Ade, George, 1866-1944",Ade,George,,1866,1944,1,0.000362056,ota
"Carleton, George, fl 1728",Carleton,George,, fl 1728,,1,0.000362056,ota
"Cayley, George, Sir, 1773-1857",Cayley,George,,1773,1857,1,0.000362056,ota
"Crawford, George, fl 1710",Crawford,George,, fl 1710,,1,0.000362056,ota
"Culley, George, 1735-1813",Culley,George,,1735,1813,1,0.000362056,ota
"Duckett, George, 1684-1732",Duckett,George,,1684,1732,1,0.000362056,ota
"Puttenham, George, d 1590",Puttenham,George,, d 1590,,1,0.000362056,ota
"Rennie, George, 1749-1828",Rennie,George,,1749,1828,1,0.000362056,ota
"Krapp, George Philip, 1872-1934",Krapp,George Philip,,1872,1934,1,0.000362056,ota
"Borthwick, George",Borthwick,George,,,,1,0.000362056,ota
"Arnaud de Ronsil, Georges, 1698-1774",Arnaud de Ronsil,Georges,,1698,1774,1,0.000362056,ota
"Blane, Gilbert, Sir, 1749-1834",Blane,Gilbert,,1749,1834,1,0.000362056,ota
"Wakefield, Gilbert, 1756-1801",Wakefield,Gilbert,,1756,1801,1,0.000362056,ota
"Langley, Gilbert",Langley,Gilbert,,,,1,0.000362056,ota
"Brett-Smith, H F B (Herbert Francis Brett) (ed)",Brett-Smith,H F B (Herbert Francis Brett) (ed),,,,1,0.000362056,ota
"Brand, Hannah, d 1821",Brand,Hannah,, d 1821,,1,0.000362056,ota
"Sloane, Hans, Sir, 1660-1753",Sloane,Hans,,1660,1753,1,0.000362056,ota
"Stowe, Harriet Beecher, 1811-1896",Stowe,Harriet Beecher,,1811,1896,1,0.000362056,ota
"von Aue, Hartmann, 12th cent",von Aue,Hartmann,, 12th cent,,1,0.000362056,ota
"Banyer, Henry, fl 1718-1736",Banyer,Henry,, fl 1718,1736,1,0.000362056,ota
"Chettle, Henry,(ca 1560-1607)",Chettle,Henry,,(ca 1560,1607),1,0.000362056,ota
"Giffard, Henry, 1699-1772",Giffard,Henry,,1699,1772,1,0.000362056,ota
"Jones, Henry, fl 1782",Jones,Henry,, fl 1782,,1,0.000362056,ota
"Alden, Henry Mills, 1836-1919 (ed)",Alden,Henry Mills,,1836,1919 (ed),1,0.000362056,ota
"Dampier, Henry",Dampier,Henry,,,,1,0.000362056,ota
"Flower, Henry",Flower,Henry,,,,1,0.000362056,ota
"Wigstead, Henry",Wigstead,Henry,,,,1,0.000362056,ota
"Boyesen, Hjalmar Hjorth, 1848-1895",Boyesen,Hjalmar Hjorth,,1848,1895,1,0.000362056,ota
"Hudibras, Hugh",Hudibras,Hugh,,,,1,0.000362056,ota
"Kelly, Hugh",Kelly,Hugh,,,,1,0.000362056,ota
"Jackson, Humphrey, ca 1717-1801",Jackson,Humphrey,, ca 1717,1801,1,0.000362056,ota
"Polesworth, Humphry, Sir, 18th cent",Polesworth,Humphry,, 18th cent,,1,0.000362056,ota
"Bickerstaff, Isaac, Jun",Bickerstaff,Isaac,, Jun,,1,0.000362056,ota
"Newton, Isaac, Sir, 1642-1727",Newton,Isaac,,1642,1727,1,0.000362056,ota
"Pinto, Isaac de, 1715-1787",Pinto,Isaac de,,1715,1787,1,0.000362056,ota
"Bickerstaff, Isaac",Bickerstaff,Isaac,,,,1,0.000362056,ota
"Wall, J",Wall,J,,,,1,0.000362056,ota
"Bailey, J (John), 1750-1819",Bailey,J (John),,1750,1819,1,0.000362056,ota
"Wright, J (John), fl 1761-1765",Wright,J (John),, fl 1761,1765,1,0.000362056,ota
"Holwell, J Z (John Zephaniah), 1711-1798",Holwell,J Z (John Zephaniah),,1711,1798,1,0.000362056,ota
"Abbott, Jacob, 1803-1879",Abbott,Jacob,,1803,1879,1,0.000362056,ota
"Vanderlint, Jacob",Vanderlint,Jacob,,,,1,0.000362056,ota
"Ayscough, James, d ca 1762",Ayscough,James,, d ca 1762,,1,0.000362056,ota
"Earle, James, Sir, 1755-1817",Earle,James,,1755,1817,1,0.000362056,ota
"Graham, James, 1745-1794",Graham,James,,1745,1794,1,0.000362056,ota
"Johnstone, James, 1730?-1802",Johnstone,James,, 1730?,1802,1,0.000362056,ota
"Lind, James, 1736-1812",Lind,James,,1736,1812,1,0.000362056,ota
"Muir, James, 1757-1820",Muir,James,,1757,1820,1,0.000362056,ota
"Northcote, James, 1746-1831",Northcote,James,,1746,1831,1,0.000362056,ota
"Rymer, James, fl 1770-1833",Rymer,James,, fl 1770,1833,1,0.000362056,ota
"Thomson, James, fl 1719-1762",Thomson,James,, fl 1719,1762,1,0.000362056,ota
"Wilson, James, 1742-1798",Wilson,James,,1742,1798,1,0.000362056,ota
"Cooper, James Fenimore, 1789-1851",Cooper,James Fenimore,,1789,1851,1,0.000362056,ota
"HaÅ¡ek, Jaroslav, 1883-1923",HaÅ¡ek,Jaroslav,,1883,1923,1,0.000362056,ota
"Rousseau, Jean-Jacques, 1712-1778",Rousseau,Jean-Jacques,,1712,1778,1,0.000362056,ota
"Aitken, John, d 1790",Aitken,John,, d 1790,,1,0.000362056,ota
"Alderson, John, 1757-1829",Alderson,John,,1757,1829,1,0.000362056,ota
"Anderson, John, ca 1730-1804",Anderson,John,, ca 1730,1804,1,0.000362056,ota
"Armstrong, John, 1709-1779",Armstrong,John,,1709,1779,1,0.000362056,ota
"Atkins, John, 1685-1757",Atkins,John,,1685,1757,1,0.000362056,ota
"Barker, John, b 1730",Barker,John,, b 1730,,1,0.000362056,ota
"Beaumont, John, d 1731",Beaumont,John,, d 1731,,1,0.000362056,ota
"Brand, John, 1668?-1738",Brand,John,, 1668?,1738,1,0.000362056,ota
"Brown, John, 1752-1787",Brown,John,,1752,1787,1,0.000362056,ota
"Bunyan, John",Bunyan,John,,,,1,0.000362056,ota
"Cleland, John, 1709-1789",Cleland,John,,1709,1789,1,0.000362056,ota
"Colbatch, John, Sir, 1670-1729",Colbatch,John,,1670,1729,1,0.000362056,ota
"Crane, John, physician at Dorchester",Crane,John,, physician at Dorchester,,1,0.000362056,ota
"Cunningham, John, brewer",Cunningham,John,, brewer,,1,0.000362056,ota
"Cunningham, John, of Deptford",Cunningham,John,, of Deptford,,1,0.000362056,ota
"Cunningham, John, taylor",Cunningham,John,, taylor,,1,0.000362056,ota
"Davies, John, 1567-1644",Davies,John,,1567,1644,1,0.000362056,ota
"Dickinson, John",Dickinson,John,,,,1,0.000362056,ota
"Dyer, John, 1652 or 3-1713",Dyer,John,, 1652 or 3,1713,1,0.000362056,ota
"Dyer, John, d 1729",Dyer,John,, d 1729,,1,0.000362056,ota
"Gay, John, 1685-1732",Gay,John,,1685,1732,1,0.000362056,ota
"Gower, John, 1325?-1408",Gower,John,, 1325?,1408,1,0.000362056,ota
"Gowland, John, d 1776",Gowland,John,, d 1776,,1,0.000362056,ota
"Hale, John, 18th cent",Hale,John,, 18th cent,,1,0.000362056,ota
"Harrison, John, fl 1784-1792",Harrison,John,, fl 1784,1792,1,0.000362056,ota
"Hawkesworth, John, fl 1782-1778",Hawkesworth,John,, fl 1782,1778,1,0.000362056,ota
"Heysham, John, 1753-1834",Heysham,John,,1753,1834,1,0.000362056,ota
"Howlett, John, 1731-1804",Howlett,John,,1731,1804,1,0.000362056,ota
"Keats, John, 1795-1821",Keats,John,,1795,1821,1,0.000362056,ota
"Latham, John, 1697 or 8-1754",Latham,John,, 1697 or 8,1754,1,0.000362056,ota
"Latham, John, 1761-1843",Latham,John,,1761,1843,1,0.000362056,ota
"MacDonald, John, b 1741?",MacDonald,John,, b 1741?,,1,0.000362056,ota
"Morgan, John, 1735-1789",Morgan,John,,1735,1789,1,0.000362056,ota
"Morland, John, MD",Morland,John,, MD,,1,0.000362056,ota
"Page, John, fl 1733-1763",Page,John,, fl 1733,1763,1,0.000362056,ota
"Pringle, John, Sir, 1707-1782",Pringle,John,,1707,1782,1,0.000362056,ota
"Reresby, John, Sir, 1634-1689",Reresby,John,,1634,1689,1,0.000362056,ota
"Rushworth, John, 1669-1736",Rushworth,John,,1669,1736,1,0.000362056,ota
"Shebbeare, John, 1709-1788",Shebbeare,John,,1709,1788,1,0.000362056,ota
"Thelwall, John, 1764-1834",Thelwall,John,,1764,1834,1,0.000362056,ota
"Webster, John, 1580?-1625",Webster,John,, 1580?,1625,1,0.000362056,ota
"Wesley, John, 1703-1791",Wesley,John,,1703,1791,1,0.000362056,ota
"White, John, 1757 or 8-1832",White,John,, 1757 or 8,1832,1,0.000362056,ota
"Lettsom, John Coakley, 1744-1815",Lettsom,John Coakley,,1744,1815,1,0.000362056,ota
"Jones, John Gale, 1769-1838",Jones,John Gale,,1769,1838,1,0.000362056,ota
"Mill, John Stuart, 1806-1873",Mill,John Stuart,,1806,1873,1,0.000362056,ota
"Marra, John",Marra,John,,,,1,0.000362056,ota
"Rickman, John",Rickman,John,,,,1,0.000362056,ota
"Thompson, John-Weeks",Thompson,John-Weeks,,,,1,0.000362056,ota
"Edwards, Jonathan, 1703-1758",Edwards,Jonathan,,1703,1758,1,0.000362056,ota
"Mayhew, Jonathan, 1720-1766",Mayhew,Jonathan,,1720,1766,1,0.000362056,ota
"Swift, Jonathan, 1667-1745",Swift,Jonathan,,1667,1745,1,0.000362056,ota
"Swift, Jonathan, 1667-1745",Swift,Jonathan,,1667,1745,1,0.000362056,ota
"Bromehead, Joseph, b 1747 or 8",Bromehead,Joseph,, b 1747 or 8,,1,0.000362056,ota
"Browne, Joseph, fl 1700-1721",Browne,Joseph,, fl 1700,1721,1,0.000362056,ota
"Moxon, Joseph, 1627-1691",Moxon,Joseph,,1627,1691,1,0.000362056,ota
"Priestley, Joseph, 1733-1804",Priestley,Joseph,,1733,1804,1,0.000362056,ota
"Reed, Joseph, 1741-1785",Reed,Joseph,,1741,1785,1,0.000362056,ota
"Spence, Joseph, 1699-1768",Spence,Joseph,,1699,1768,1,0.000362056,ota
"Grahame, Kenneth, 1859-1932",Grahame,Kenneth,,1859,1932,1,0.000362056,ota
"Jardine, L J, fl 1795",Jardine,L J,, fl 1795,,1,0.000362056,ota
"Sparham, Legard",Sparham,Legard,,,,1,0.000362056,ota
"Osbourne, Lloyd, 1868-1947",Osbourne,Lloyd,,1868,1947,1,0.000362056,ota
"Society of Apothecaries, London",Society of Apothecaries,London,,,,1,0.000362056,ota
"Alcott, Louisa May, 1832-1888",Alcott,Louisa May,,1832,1888,1,0.000362056,ota
"Montgomery, Lucy Maud, 1874-1942",Montgomery,Lucy Maud,,1874,1942,1,0.000362056,ota
"Cornaro, Luigi, 1475-1566",Cornaro,Luigi,,1475,1566,1,0.000362056,ota
"Fournel, M (Jean-François), 1745-1820",Fournel,M (Jean-François),,1745,1820,1,0.000362056,ota
"Flemyng, Malcolm, d 1764",Flemyng,Malcolm,, d 1764,,1,0.000362056,ota
"Taylor, Margaret, Mrs",Taylor,Margaret,Mrs,,,1,0.000362056,ota
"Warren, Martin, 1696-1735",Warren,Martin,,1696,1735,1,0.000362056,ota
"Pix, Mary, 1666-1720",Pix,Mary,,1666,1720,1,0.000362056,ota
"Randolph, Mary, 1762-1828",Randolph,Mary,,1762,1828,1,0.000362056,ota
"Robinson, Mary, 1758-1800",Robinson,Mary,,1758,1800,1,0.000362056,ota
"Wollstonecraft, Mary, 1759-1797",Wollstonecraft,Mary,,1759,1797,1,0.000362056,ota
"Radcliffe, Mary Ann, 1745?-1810",Radcliffe,Mary Ann,, 1745?,1810,1,0.000362056,ota
"Shelley, Mary Wollstonecraft, 1797-1851",Shelley,Mary Wollstonecraft,,1797,1851,1,0.000362056,ota
"Turner, Matthew, d ca 1788",Turner,Matthew,, d ca 1788,,1,0.000362056,ota
"Consett, Matthew",Consett,Matthew,,,,1,0.000362056,ota
"Garthshore, Maxwell, 1732-1812",Garthshore,Maxwell,,1732,1812,1,0.000362056,ota
"Lewis, Mayer",Lewis,Mayer,,,,1,0.000362056,ota
"Theobald, Mr (Lewis), 1688-1744",Theobald,Mr (Lewis),,1688,1744,1,0.000362056,ota
"Tickell, Mr (Thomas), 1686-1740",Tickell,Mr (Thomas),,1686,1740,1,0.000362056,ota
"Hey, Mrs",Hey,,Mrs,,,1,0.000362056,ota
"Wright, Mrs,",Wright,,Mrs,,,1,0.000362056,ota
"Manley, Mrs (Mary de la Rivière), 1663-1724",Manley,Mrs (Mary de la Rivière),,1663,1724,1,0.000362056,ota
"Leapor, Mrs (Mary), 1722-1746",Leapor,Mrs (Mary),,1722,1746,1,0.000362056,ota
"Amhurst, N (Nicholas), 1697-1742",Amhurst,N (Nicholas),,1697,1742,1,0.000362056,ota
"Cotton, Nathaniel, 1705-1788",Cotton,Nathaniel,,1705,1788,1,0.000362056,ota
"Robinson, Nicholas, 1697?-1775",Robinson,Nicholas,, 1697?,1775,1,0.000362056,ota
"Henry, O, 1862-1910",Henry,O,,1862,1910,1,0.000362056,ota
"Governor, of Addenbrooke's Hospital",Governor,of Addenbrooke's Hospital,,,,1,0.000362056,ota
"Cugoano, Ottobah",Cugoano,Ottobah,,,,1,0.000362056,ota
"Thacher, Oxenbridge, 1719-1765",Thacher,Oxenbridge,,1719,1765,1,0.000362056,ota
"Clare, Peter, 1738-1786",Clare,Peter,,1738,1786,1,0.000362056,ota
"Shaw, Peter, 1694-1763",Shaw,Peter,,1694,1763,1,0.000362056,ota
"Sarn, Peter van, d 1766",Sarn,Peter van,, d 1766,,1,0.000362056,ota
"Bateson, Peter",Bateson,Peter,,,,1,0.000362056,ota
"Stern, Philip",Stern,Philip,,,,1,0.000362056,ota
"Leny, R",Leny,R,,,,1,0.000362056,ota
"Vaughan, Rice",Vaughan,Rice,,,,1,0.000362056,ota
"Farmer, Richard, 1735-1797",Farmer,Richard,,1735,1797,1,0.000362056,ota
"Hakluyt, Richard, 1552?-1616",Hakluyt,Richard,, 1552?,1616,1,0.000362056,ota
"Mulcaster, Richard, 1530?-1611",Mulcaster,Richard,, 1530?,1611,1,0.000362056,ota
"Pearson, Richard, 1765-1836",Pearson,Richard,,1765,1836,1,0.000362056,ota
"Polwhele, Richard, 1760-1838",Polwhele,Richard,,1760,1838,1,0.000362056,ota
"Sherry, Richard, ca 1506-ca 1555",Sherry,Richard,, ca 1506,ca 1555,1,0.000362056,ota
"West, Richard, Son of the Lord Chancellor of Ireland",West,Richard,, Son of the Lord Chancellor of Ireland,,1,0.000362056,ota
"Dana, Richard Henry, 1815-1882",Dana,Richard Henry,,1815,1882,1,0.000362056,ota
"Beverley, Robert, ca 1673-1722",Beverley,Robert,, ca 1673,1722,1,0.000362056,ota
"Bloomfield, Robert, 1766-1823",Bloomfield,Robert,,1766,1823,1,0.000362056,ota
"Douglas, Robert, Sir, 1694-1770",Douglas,Robert,,1694,1770,1,0.000362056,ota
"Hamilton, Robert, 1749-1830",Hamilton,Robert,,1749,1830,1,0.000362056,ota
"Merry, Robert, 1755-1798",Merry,Robert,,1755,1798,1,0.000362056,ota
"Owen, Robert, 1771-1858",Owen,Robert,,1771,1858,1,0.000362056,ota
"Pollard, Robert, 1755-1838",Pollard,Robert,,1755,1838,1,0.000362056,ota
"Crosfeild, Robert Thomas, 1759-1802",Crosfeild,Robert Thomas,,1759,1802,1,0.000362056,ota
"Brand, Robert",Brand,Robert,,,,1,0.000362056,ota
"Lloyd, Robert",Lloyd,Robert,,,,1,0.000362056,ota
"Samber, Robert",Samber,Robert,,,,1,0.000362056,ota
"L'Estrange, Roger, Sir, 1616-1704",L'Estrange,Roger,,1616,1704,1,0.000362056,ota
"Thomas, Rowley",Thomas,Rowley,,,,1,0.000362056,ota
"Tissot, S A D (Samuel Auguste David), 1728-1797",Tissot,S A D (Samuel Auguste David),,1728,1797,1,0.000362056,ota
"Foote, Samuel, 1720-1777",Foote,Samuel,,1720,1777,1,0.000362056,ota
"Johnson, Samuel, 1709-1784",Johnson,Samuel,,1709,1784,1,0.000362056,ota
"Palmer, Samuel, d 1732",Palmer,Samuel,, d 1732,,1,0.000362056,ota
"Richardson, Samuel, d 1805",Richardson,Samuel,, d 1805,,1,0.000362056,ota
"Brown, Sarah, fl 1777-1779",Brown,Sarah,, fl 1777,1779,1,0.000362056,ota
"Butler, Sarah, Mrs",Butler,Sarah,, Mrs,,1,0.000362056,ota
"Rutledge, Sarah, 1782-1855",Rutledge,Sarah,,1782,1855,1,0.000362056,ota
"Rudd, Sayer, d 1757",Rudd,Sayer,, d 1757,,1,0.000362056,ota
"Maiden Hospital (Edinburgh, Scotland)",Maiden Hospital (Edinburgh,Scotland),,,,1,0.000362056,ota
"Surgeons Hospital (Edinburgh, Scotland)",Surgeons Hospital (Edinburgh,Scotland),,,,1,0.000362056,ota
"Told, Silas, 1711-1779",Told,Silas,,1711,1779,1,0.000362056,ota
"Watts, Stephen, 1741-1788",Watts,Stephen,,1741,1788,1,0.000362056,ota
"Gough, Strickland, d 1752",Gough,Strickland,, d 1752,,1,0.000362056,ota
"Stanyan, Temple, 1677?-1752",Stanyan,Temple,, 1677?,1752,1,0.000362056,ota
"Philadelphos, Theophilos",Philadelphos,Theophilos,,,,1,0.000362056,ota
"Betterton, Thomas, 1635?-1710",Betterton,Thomas,, 1635?,1710,1,0.000362056,ota
"Dekker, Thomas, ca 1572-1632",Dekker,Thomas,, ca 1572,1632,1,0.000362056,ota
"Denman, Thomas, 1733-1815",Denman,Thomas,,1733,1815,1,0.000362056,ota
"Dutton, Thomas, 18th/19th cent",Dutton,Thomas,, 18th/19th cent,,1,0.000362056,ota
"Elyot, Thomas, Sir, 1490?-1546",Elyot,Thomas,, 1490?,1546,1,0.000362056,ota
"Frewen, Thomas, 1704-1791",Frewen,Thomas,,1704,1791,1,0.000362056,ota
"Henry, Thomas, 1734-1816",Henry,Thomas,,1734,1816,1,0.000362056,ota
"Hobbes, Thomas, 1588-1679",Hobbes,Thomas,,1588,1679,1,0.000362056,ota
"King, Thomas, fl 1791",King,Thomas,, fl 1791,,1,0.000362056,ota
"Kyd, Thomas, 1558-1594",Kyd,Thomas,,1558,1594,1,0.000362056,ota
"Middleton, Thomas, 1580-1627",Middleton,Thomas,,1580,1627,1,0.000362056,ota
"More, Thomas, Sir, Saint, 1478-1535",More,Thomas,,1478,1535,1,0.000362056,ota
"Nettleton, Thomas, 1683-1742",Nettleton,Thomas,,1683,1742,1,0.000362056,ota
"Norris, Thomas, fl 1780",Norris,Thomas,, fl 1780,,1,0.000362056,ota
"Purney, Thomas, 1695-ca 1727",Purney,Thomas,,1695,ca 1727,1,0.000362056,ota
"Sheridan, Thomas, 1687-1738",Sheridan,Thomas,,1687,1738,1,0.000362056,ota
"Taylor, Thomas, 1738-1816",Taylor,Thomas,,1738,1816,1,0.000362056,ota
"Vaughan, Thomas, b 1689 or 1790",Vaughan,Thomas,, b 1689 or 1790,,1,0.000362056,ota
"Wilson, Thomas, 1525?-1581",Wilson,Thomas,, 1525?,1581,1,0.000362056,ota
"Dekker, Thomas and Middleton, Thomas",Dekker,Thomas and Middleton,, Thomas,,1,0.000362056,ota
"Quincey, Thomas de, 1785-1859",Quincey,Thomas de,,1785,1859,1,0.000362056,ota
"King, Thomas",King,Thomas,,,,1,0.000362056,ota
"Matthias, Ulrich",Matthias,Ulrich,,,,1,0.000362056,ota
"Farrer, W (William), d 1775",Farrer,W (William),, d 1775,,1,0.000362056,ota
"Yeats, WB (William Butler), 1865-1939",Yeats,WB (William Butler),,1865,1939,1,0.000362056,ota
"Lynn, Walter, 1677-1763",Lynn,Walter,,1677,1763,1,0.000362056,ota
"Scott, Walter, Sir, 1771-1832",Scott,Walter,,1771,1832,1,0.000362056,ota
"Irving, Washington, 1783-1859",Irving,Washington,,1783,1859,1,0.000362056,ota
"Owen, Wilfred, 1893-1918",Owen,Wilfred,,1893,1918,1,0.000362056,ota
"Bond, William, d 1735",Bond,William,, d 1735,,1,0.000362056,ota
"Buchan, William, 1729-1805",Buchan,William,,1729,1805,1,0.000362056,ota
"Cadogan, William, 1711-1797",Cadogan,William,,1711,1797,1,0.000362056,ota
"Coxe, William, 1747-1828",Coxe,William,,1747,1828,1,0.000362056,ota
"Dease, William, 1752?-1798",Dease,William,, 1752?,1798,1,0.000362056,ota
"Godwin, William, 1756-1836",Godwin,William,,1756,1836,1,0.000362056,ota
"Heath, William, 1737-1814",Heath,William,,1737,1814,1,0.000362056,ota
"Hogarth, William, 1697-1764",Hogarth,William,,1697,1764,1,0.000362056,ota
"Hogarth, William, ill 1697-1764",Hogarth,William,, ill 1697,1764,1,0.000362056,ota
"Hutchinson, William, 1715-1801",Hutchinson,William,,1715,1801,1,0.000362056,ota
"Langland, William, 1330?-1400?",Langland,William,, 1330?,1400?,1,0.000362056,ota
"Law, William, 1686-1761",Law,William,,1686,1761,1,0.000362056,ota
"Law, William, 1686-1761",Law,William,,1686,1761,1,0.000362056,ota
"Logan, William, 1747-1772",Logan,William,,1747,1772,1,0.000362056,ota
"Lynn, William, 1753-1837",Lynn,William,,1753,1837,1,0.000362056,ota
"Morris, William, 1834-1896",Morris,William,,1834,1896,1,0.000362056,ota
"Nolan, William, 18th cent",Nolan,William,, 18th cent,,1,0.000362056,ota
"O'Brien, William, d 1815",O'Brien,William,, d 1815,,1,0.000362056,ota
"Pittis, William, 1674-1724",Pittis,William,,1674,1724,1,0.000362056,ota
"Popple, William, 1701-1764",Popple,William,,1701,1764,1,0.000362056,ota
"Sharp, William, fl 1766-1767",Sharp,William,, fl 1766,1767,1,0.000362056,ota
"Smith, William, 1727-1803",Smith,William,,1727,1803,1,0.000362056,ota
"Webb, William, mate of the Doddington East Indiaman",Webb,William,, mate of the Doddington East Indiaman,,1,0.000362056,ota
"Whitehead, William, of Newcastle",Whitehead,William,, of Newcastle,,1,0.000362056,ota
"Woodville, William, 1752-1805",Woodville,William,,1752,1805,1,0.000362056,ota
"Wycherley, William, 1640-1716",Wycherley,William,,1640,1716,1,0.000362056,ota
"Howells, William Dean, 1837-1920",Howells,William Dean,,1837,1920,1,0.000362056,ota
"Trinder, William Martin",Trinder,William Martin,,,,1,0.000362056,ota
"Cockell, William",Cockell,William,,,,1,0.000362056,ota
"Funnell, William",Funnell,William,,,,1,0.000362056,ota
"Randall, William",Randall,William,,,,1,0.000362056,ota
"Threlfal, William",Threlfal,William,,,,1,0.000362056,ota
"Balestier, Wolcott, 1861-1891",Balestier,Wolcott,,1861,1891,1,0.000362056,ota
"von Eschenbach, Wolfram, 12th cent",von Eschenbach,Wolfram,, 12th cent,,1,0.000362056,ota
Anonymous,,Anonymous,,,,1,0.000362056,ota
Apothecary,,Apothecary,,,,1,0.000362056,ota
Aristotle,,Aristotle,,,,1,0.000362056,ota
Author of The practical scheme,,Author of The practical scheme,,,,1,0.000362056,ota
Clement C Moore,,Clement C Moore,,,,1,0.000362056,ota
Friend to Religious and Civil Liberty,,Friend to Religious and Civil Liberty,,,,1,0.000362056,ota
General Infirmary at Leeds,,General Infirmary at Leeds,,,,1,0.000362056,ota
Great Britain Sovereign (1760-1820 : George III),,Great Britain Sovereign (1760-1820 : George III),,,,1,0.000362056,ota
H D,,H D,,,,1,0.000362056,ota
Harrison & Co,,Harrison & Co,,,,1,0.000362056,ota
Hearty Well-Wisher to Publick Credit,,Hearty Well-Wisher to Publick Credit,,,,1,0.000362056,ota
Late Member of the Continental Congress,,Late Member of the Continental Congress,,,,1,0.000362056,ota
Late pupil of Dr Leake's,,Late pupil of Dr Leake's,,,,1,0.000362056,ota
London Hospital,,London Hospital,,,,1,0.000362056,ota
Margarete C Conkling,,Margarete C Conkling,,,,1,0.000362056,ota
Newcastle upon Tyne (England) Dispensary,,Newcastle upon Tyne (England) Dispensary,,,,1,0.000362056,ota
Person of honour,,Person of honour,,,,1,0.000362056,ota
Philanthropos,,Philanthropos,,,,1,0.000362056,ota
Pliny the Younger,,Pliny the Younger,,,,1,0.000362056,ota
Plutarch,,Plutarch,,,,1,0.000362056,ota
Pythagoras,,Pythagoras,,,,1,0.000362056,ota
Royal College of Surgeons of England,,Royal College of Surgeons of England,,,,1,0.000362056,ota
Well-wisher to the publick,,Well-wisher to the publick,,,,1,0.000362056,ota
