author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,dataset
"Peattie, Elia Wilkinson",Peattie,Elia Wilkinson,not_applicable,1862,1935,10,0.00016542,project_gutenberg
"Follen, Eliza Lee Cabot",Follen,Eliza Lee Cabot,not_applicable,1787,1860,10,0.00016542,project_gutenberg
"Pennell, Elizabeth Robins",Pennell,Elizabeth Robins,not_applicable,1855,1936,10,0.00016542,project_gutenberg
"O'Donnell, Elliott",O'Donnell,Elliott,not_applicable,1872,1965,10,0.00016542,project_gutenberg
"Ford, Ford Madox",Ford,Ford Madox,not_applicable,1873,1939,10,0.00016542,project_gutenberg
"Bacon, Francis",Bacon,Francis,not_applicable,1561,1626,10,0.00016542,project_gutenberg
"Norris, Frank",Norris,Frank,not_applicable,1870,1902,10,0.00016542,project_gutenberg
"Pohl, Frederik",Pohl,Frederik,not_applicable,1919,2013,10,0.00016542,project_gutenberg
"Reuter, Fritz",Reuter,Fritz,not_applicable,1810,1874,10,0.00016542,project_gutenberg
"Serviss, Garrett Putman",Serviss,Garrett Putman,not_applicable,1851,1929,10,0.00016542,project_gutenberg
"Leroux, Gaston",Leroux,Gaston,not_applicable,1868,1927,10,0.00016542,project_gutenberg
"Rawlinson, George",Rawlinson,George,not_applicable,1812,1902,10,0.00016542,project_gutenberg
"Smith, George O. (George Oliver)",Smith,George O. (George Oliver),not_applicable,1911,1981,10,0.00016542,project_gutenberg
"Peck, George W. (George Wilbur)",Peck,George W. (George Wilbur),not_applicable,1840,1916,10,0.00016542,project_gutenberg
"Curtis, George William",Curtis,George William,not_applicable,1824,1892,10,0.00016542,project_gutenberg
"Buffon, Georges Louis Leclerc, comte de",Leclerc,Georges-Louis,not_applicable,1707,1788,10,0.00016542,project_gutenberg
"Murray, Gilbert",Murray,Gilbert,not_applicable,1866,1957,10,0.00016542,project_gutenberg
"Freytag, Gustav",Freytag,Gustav,not_applicable,1816,1895,10,0.00016542,project_gutenberg
"Guerber, H. A. (Hélène Adeline)",Guerber,H. A. (Hélène Adeline),not_applicable,1859,1929,10,0.00016542,project_gutenberg
"Wright, Harold Bell",Wright,Harold Bell,not_applicable,1872,1944,10,0.00016542,project_gutenberg
"Comstock, Harriet T. (Harriet Theresa)",Comstock,Harriet T. (Harriet Theresa),not_applicable,1860,no_deathdate,10,0.00016542,project_gutenberg
"Graham, Harry",Graham,Harry,not_applicable,1874,1936,10,0.00016542,project_gutenberg
"Zschokke, Heinrich",Zschokke,Heinrich,not_applicable,1771,1848,10,0.00016542,project_gutenberg
"Reed, Helen Leah",Reed,Helen Leah,not_applicable,no_birthdate,1926,10,0.00016542,project_gutenberg
"Beers, Henry A. (Henry Augustin)",Beers,Henry A. (Henry Augustin),not_applicable,1847,1926,10,0.00016542,project_gutenberg
"Stretton, Hesba",Stretton,Hesba,not_applicable,1832,1911,10,0.00016542,project_gutenberg
"Frey, Hildegard G.",Frey,Hildegard G.,not_applicable,1891,1957,10,0.00016542,project_gutenberg
"Tarbell, Ida M. (Ida Minerva)",Tarbell,Ida M. (Ida Minerva),not_applicable,1857,1944,10,0.00016542,project_gutenberg
"Cox, Irving E.",Cox,Irving E.,not_applicable,1917,2001,10,0.00016542,project_gutenberg
"Bird, Isabella L. (Isabella Lucy)",Bird,Isabella L. (Isabella Lucy),not_applicable,1831,1904,10,0.00016542,project_gutenberg
"Robertson, J. M. (John Mackinnon)",Robertson,J. M. (John Mackinnon),not_applicable,1856,1933,10,0.00016542,project_gutenberg
"Oxley, J. Macdonald (James Macdonald)",Oxley,J. Macdonald (James Macdonald),not_applicable,1855,1907,10,0.00016542,project_gutenberg
"Gregory, Jackson",Gregory,Jackson,not_applicable,1882,1943,10,0.00016542,project_gutenberg
"Hendryx, James B. (James Beardsley)",Hendryx,James B. (James Beardsley),not_applicable,1880,1963,10,0.00016542,project_gutenberg
"Milton, John",Milton,John,not_applicable,1608,1674,10,0.00016542,project_gutenberg
"Housman, Laurence",Housman,Laurence,not_applicable,1865,1959,10,0.00016542,project_gutenberg
"Richardson, Major (John)",Richardson,Major (John),not_applicable,1796,1852,10,0.00016542,project_gutenberg
"Salmela, Marja",Salmela,Marja,not_applicable,1875,1924,10,0.00016542,project_gutenberg
"Bowen, Marjorie",Bowen,Marjorie,not_applicable,1888,1952,10,0.00016542,project_gutenberg
"Lamb, Mary",Lamb,Mary,not_applicable,1764,1847,10,0.00016542,project_gutenberg
"MacGregor, Mary Esther Miller",MacGregor,Mary Esther Miller,not_applicable,1876,1961,10,0.00016542,project_gutenberg
"Beerbohm, Max, Sir",Beerbohm,Max,not_applicable,1872,1956,10,0.00016542,project_gutenberg
"Byron, May",Byron,May,not_applicable,1861,1936,10,0.00016542,project_gutenberg
"Du Hausset, Mme.",Du Hausset,Mme.,not_applicable,1713,1801,10,0.00016542,project_gutenberg
"Jameson, Mrs. (Anna)",Jameson,Anna,Mrs,1794,1860,10,0.00016542,project_gutenberg
"Willis, Nathaniel Parker",Willis,Nathaniel Parker,not_applicable,1806,1867,10,0.00016542,project_gutenberg
"Munro, Neil",Munro,Neil,not_applicable,1864,1930,10,0.00016542,project_gutenberg
"Read, Opie Percival",Read,Opie Percival,not_applicable,1852,1939,10,0.00016542,project_gutenberg
"Brown, Paul Cameron",Brown,Paul Cameron,not_applicable,1948,no_deathdate,10,0.00016542,project_gutenberg
"Kyne, Peter B. (Peter Bernard)",Kyne,Peter B. (Peter Bernard),not_applicable,1880,1957,10,0.00016542,project_gutenberg
"Corneille, Pierre",Corneille,Pierre,not_applicable,1606,1684,10,0.00016542,project_gutenberg
"Jones, Raymond F.",Jones,Raymond F.,not_applicable,1915,1994,10,0.00016542,project_gutenberg
"Boylesve, René",Boylesve,René,not_applicable,1867,1926,10,0.00016542,project_gutenberg
"Kiljander, Robert",Kiljander,Robert,not_applicable,1848,1924,10,0.00016542,project_gutenberg
"Stephens, Robert Neilson",Stephens,Robert Neilson,not_applicable,1867,1906,10,0.00016542,project_gutenberg
"Goodrich, Samuel G. (Samuel Griswold)",Goodrich,Samuel G. (Samuel Griswold),not_applicable,1793,1860,10,0.00016542,project_gutenberg
"Duncan, Sara Jeannette",Duncan,Sara Jeannette,not_applicable,1861,1922,10,0.00016542,project_gutenberg
"Zweig, Stefan",Zweig,Stefan,not_applicable,1881,1942,10,0.00016542,project_gutenberg
"Pakkala, Teuvo",Pakkala,Teuvo,not_applicable,1862,1925,10,0.00016542,project_gutenberg
"Higginson, Thomas Wentworth",Higginson,Thomas Wentworth,not_applicable,1823,1911,10,0.00016542,project_gutenberg
"Deeping, Warwick",Deeping,Warwick,not_applicable,1877,1950,10,0.00016542,project_gutenberg
"Wake, William",Wake,William,not_applicable,1657,1737,10,0.00016542,project_gutenberg
"Curtis, William",Curtis,William,not_applicable,1746,1799,10,0.00016542,project_gutenberg
"Brown, William Wells",Brown,William Wells,not_applicable,no_birthdate,1884,10,0.00016542,project_gutenberg
"Johnson, Willis Fletcher",Johnson,Willis Fletcher,not_applicable,1857,1931,10,0.00016542,project_gutenberg
Petronius Arbiter,Petronius Arbiter,Petronius Arbiter,not_applicable,20,66,10,0.00016542,project_gutenberg
Shakespeare (spurious and doubtful works),Shakespeare (spurious and doubtful works),William,not_applicable,1564,1616,10,0.00016542,project_gutenberg
Machado de Assis,not_applicable,Machado de Assis,not_applicable,1839,1908,10,0.00016542,project_gutenberg
Herodotus,not_applicable,Herodotus,not_applicable,484 BC,430 BC,10,0.00016542,project_gutenberg
Methuen & Co.,Methuen & Co.,Methuen & Co.,not_applicable,no_birthdate,no_deathdate,10,0.00016542,project_gutenberg
Ontario. Department of Education,Ontario.,Department of Education,not_applicable,no_birthdate,no_deathdate,10,0.00016542,project_gutenberg
"Sayce, A. H. (Archibald Henry)",Sayce,A. H. (Archibald Henry),not_applicable,1845,1933,9,0.000148878,project_gutenberg
"Cambridge, Ada",Cambridge,Ada,not_applicable,1844,1926,9,0.000148878,project_gutenberg
"Huxley, Aldous",Huxley,Aldous,not_applicable,1894,1963,9,0.000148878,project_gutenberg
"Ray, Anna Chapin",Ray,Anna Chapin,not_applicable,1865,1945,9,0.000148878,project_gutenberg
"Donnell, Annie Hamilton",Donnell,Annie Hamilton,not_applicable,1862,1943,9,0.000148878,project_gutenberg
"Hamilton, Anthony, Count",Hamilton,Anthony,not_applicable,no_birthdate,1720,9,0.000148878,project_gutenberg
"Morrison, Arthur",Morrison,Arthur,not_applicable,1863,1945,9,0.000148878,project_gutenberg
"Symons, Arthur",Symons,Arthur,not_applicable,1865,1945,9,0.000148878,project_gutenberg
"Evans, Augusta J. (Augusta Jane)",Evans,Augusta J. (Augusta Jane),not_applicable,1835,1909,9,0.000148878,project_gutenberg
"Marmont, Auguste Frédéric Louis Viesse de, duc de Raguse",de Marmont,Auguste Frédéric Louis Viesse,not_applicable,1774,1852,9,0.000148878,project_gutenberg
"McManus, Blanche",McManus,Blanche,not_applicable,1869,1935,9,0.000148878,project_gutenberg
"Carman, Bliss",Carman,Bliss,not_applicable,1861,1929,9,0.000148878,project_gutenberg
"Volney, C.-F. (Constantin-François)",Volney,C.-F. (Constantin-François),not_applicable,1757,1820,9,0.000148878,project_gutenberg
"Flammarion, Camille",Flammarion,Camille,not_applicable,1842,1925,9,0.000148878,project_gutenberg
"Oman, Charles",Oman,Charles,not_applicable,1860,1946,9,0.000148878,project_gutenberg
"De Vet, Charles V.",De Vet,Charles V.,not_applicable,1911,1997,9,0.000148878,project_gutenberg
"Meyer, Conrad Ferdinand",Meyer,Conrad Ferdinand,not_applicable,1825,1898,9,0.000148878,project_gutenberg
"Kieviet, Cornelis Johannes",Kieviet,Cornelis Johannes,not_applicable,1858,1931,9,0.000148878,project_gutenberg
"Marquis, Don",Marquis,Don,not_applicable,1878,1937,9,0.000148878,project_gutenberg
"Fisher, Dorothy Canfield",Fisher,Dorothy Canfield,not_applicable,1879,1958,9,0.000148878,project_gutenberg
"Forster, E. M. (Edward Morgan)",Forster,E. M. (Edward Morgan),not_applicable,1879,1970,9,0.000148878,project_gutenberg
"About, Edmond",About,Edmond,not_applicable,1828,1885,9,0.000148878,project_gutenberg
"Gosse, Edmund",Gosse,Edmund,not_applicable,1849,1928,9,0.000148878,project_gutenberg
"Zamacois, Eduardo",Zamacois,Eduardo,not_applicable,1873,1971,9,0.000148878,project_gutenberg
"Thomas, Edward",Thomas,Edward,not_applicable,1878,1917,9,0.000148878,project_gutenberg
"Freeman, Edward A. (Edward Augustus)",Freeman,Edward A. (Edward Augustus),not_applicable,1823,1892,9,0.000148878,project_gutenberg
"Guptill, Elizabeth F. (Elizabeth Frances)",Guptill,Elizabeth F. (Elizabeth Frances),not_applicable,1870,no_deathdate,9,0.000148878,project_gutenberg
"Napoleon I, Emperor of the French",Napoleon I,Emperor of the French,not_applicable,1769,1821,9,0.000148878,project_gutenberg
"Mills, Enos A.",Mills,Enos A.,not_applicable,1870,1922,9,0.000148878,project_gutenberg
"Ingersoll, Ernest",Ingersoll,Ernest,not_applicable,1852,1946,9,0.000148878,project_gutenberg
"Eckstein, Ernst",Eckstein,Ernst,not_applicable,1845,1900,9,0.000148878,project_gutenberg
"Pound, Ezra",Pound,Ezra,not_applicable,1885,1972,9,0.000148878,project_gutenberg
"Marinetti, F. T.",Marinetti,F. T.,not_applicable,1876,1944,9,0.000148878,project_gutenberg
"Peard, Frances Mary",Peard,Frances Mary,not_applicable,1835,1923,9,0.000148878,project_gutenberg
"Rolt-Wheeler, Francis",Rolt-Wheeler,Francis,not_applicable,1876,1960,9,0.000148878,project_gutenberg
"Hoffmann, Franz",Hoffmann,Franz,not_applicable,1814,1882,9,0.000148878,project_gutenberg
"Holyoake, George Jacob",Holyoake,George Jacob,not_applicable,1817,1906,9,0.000148878,project_gutenberg
"Hauptmann, Gerhart",Hauptmann,Gerhart,not_applicable,1862,1946,9,0.000148878,project_gutenberg
"Porta, Giambattista della",Porta,Giambattista della,not_applicable,no_birthdate,1615,9,0.000148878,project_gutenberg
"Apollinaire, Guillaume",Apollinaire,Guillaume,not_applicable,1880,1918,9,0.000148878,project_gutenberg
"Knackfuss, H. (Hermann)",Knackfuss,H. (Hermann),not_applicable,1848,1915,9,0.000148878,project_gutenberg
"Mabie, Hamilton Wright",Mabie,Hamilton Wright,not_applicable,1846,1916,9,0.000148878,project_gutenberg
"Brighouse, Harold",Brighouse,Harold,not_applicable,1882,1958,9,0.000148878,project_gutenberg
"Franck, Harry Alverson",Franck,Harry Alverson,not_applicable,1881,1962,9,0.000148878,project_gutenberg
"Meriläinen, Heikki",Meriläinen,Heikki,not_applicable,1847,1939,9,0.000148878,project_gutenberg
"Lawson, Henry",Lawson,Henry,not_applicable,1867,1922,9,0.000148878,project_gutenberg
"Stanley, Henry M. (Henry Morton)",Stanley,Henry M. (Henry Morton),not_applicable,1841,1904,9,0.000148878,project_gutenberg
"Fitch, Henry S. (Henry Sheldon)",Fitch,Henry S. (Henry Sheldon),not_applicable,1909,2009,9,0.000148878,project_gutenberg
"Peyser, Herbert F. (Herbert Francis)",Peyser,Herbert F. (Herbert Francis),not_applicable,1886,1953,9,0.000148878,project_gutenberg
"Butterworth, Hezekiah",Butterworth,Hezekiah,not_applicable,1839,1905,9,0.000148878,project_gutenberg
"Greene, Homer",Greene,Homer,not_applicable,1853,1940,9,0.000148878,project_gutenberg
"Duffield, J. W.",Duffield,J. W.,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Balmes, Jaime Luciano",Balmes,Jaime Luciano,not_applicable,1810,1848,9,0.000148878,project_gutenberg
"Payn, James",Payn,James,not_applicable,1830,1898,9,0.000148878,project_gutenberg
"Parkerson, James",Parkerson,James,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Driscoll, James R.",Driscoll,James R.,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Bixby, Jerome",Bixby,Jerome,not_applicable,1923,1998,9,0.000148878,project_gutenberg
"Bonnell, Jerry T.",Bonnell,Jerry T.,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Linnankoski, Johannes",Linnankoski,Johannes,not_applicable,1869,1913,9,0.000148878,project_gutenberg
"Timbs, John",Timbs,John,not_applicable,1801,1875,9,0.000148878,project_gutenberg
"Logan, John Alexander",Logan,John Alexander,not_applicable,1826,1886,9,0.000148878,project_gutenberg
"Macduff, John R. (John Ross)",Macduff,John R. (John Ross),not_applicable,1818,1895,9,0.000148878,project_gutenberg
"Green, John Richard",Green,John Richard,not_applicable,1837,1883,9,0.000148878,project_gutenberg
"Almada Negreiros, José de",Almada Negreiros,José de,not_applicable,1893,1970,9,0.000148878,project_gutenberg
"Pereda, José María de",Pereda,José María de,not_applicable,1833,1906,9,0.000148878,project_gutenberg
"McCarthy, Justin H. (Justin Huntly)",McCarthy,Justin H. (Justin Huntly),not_applicable,1860,1936,9,0.000148878,project_gutenberg
"Mikszáth, Kálmán",Mikszáth,Kálmán,not_applicable,1847,1910,9,0.000148878,project_gutenberg
"Leino, Kasimir",Leino,Kasimir,not_applicable,1866,1919,9,0.000148878,project_gutenberg
"Kaatra, Kössi",Kaatra,Kössi,not_applicable,1882,1928,9,0.000148878,project_gutenberg
"Neville, Kris",Neville,Kris,not_applicable,1925,1980,9,0.000148878,project_gutenberg
"Goldsmith, Lewis",Goldsmith,Lewis,not_applicable,no_birthdate,1846,9,0.000148878,project_gutenberg
"Quiller-Couch, Mabel",Quiller-Couch,Mabel,not_applicable,no_birthdate,1924,9,0.000148878,project_gutenberg
"Montespan, Madame de",Montespan,Madame de,not_applicable,1641,1707,9,0.000148878,project_gutenberg
"Brandeis, Madeline",Brandeis,Madeline,not_applicable,1897,1937,9,0.000148878,project_gutenberg
"Lamballe, Marie Thérèse Louise de Savoie-Carignan, princesse de",de Lamballe,Marie Thérèse Louise de Savoie-Carignan,not_applicable,1749,1792,9,0.000148878,project_gutenberg
"Austin, Mary Hunter",Austin,Mary Hunter,not_applicable,1868,1934,9,0.000148878,project_gutenberg
"Roos, Mathilda",Roos,Mathilda,not_applicable,1852,1908,9,0.000148878,project_gutenberg
"O'Rell, Max",O'Rell,Max,not_applicable,1848,1903,9,0.000148878,project_gutenberg
"Campan, Mme. (Jeanne-Louise-Henriette)",Campan,Mme. (Jeanne-Louise-Henriette),not_applicable,1752,1822,9,0.000148878,project_gutenberg
"Thomson, A. T., Mrs.",Thomson,A. T.,Mrs,1797,1862,9,0.000148878,project_gutenberg
"Machiavelli, Niccolò",Machiavelli,Niccolò,not_applicable,1469,1527,9,0.000148878,project_gutenberg
"Marden, Orison Swett",Marden,Orison Swett,not_applicable,1848,1924,9,0.000148878,project_gutenberg
"Holbach, Paul Henri Thiry, baron d'",d'Holbach,Paul Henri Thiry,not_applicable,1723,1789,9,0.000148878,project_gutenberg
"Louwerse, Pieter",Louwerse,Pieter,not_applicable,1840,1909,9,0.000148878,project_gutenberg
"Giannone, Pietro",Giannone,Pietro,not_applicable,1676,1748,9,0.000148878,project_gutenberg
"Latham, R. G. (Robert Gordon)",Latham,R. G. (Robert Gordon),not_applicable,1812,1888,9,0.000148878,project_gutenberg
"Descartes, René",Descartes,René,not_applicable,1596,1650,9,0.000148878,project_gutenberg
"Grant, Robert",Grant,Robert,not_applicable,1852,1940,9,0.000148878,project_gutenberg
"Walser, Robert",Walser,Robert,not_applicable,1878,1956,9,0.000148878,project_gutenberg
"Nemiroff, Robert J.",Nemiroff,Robert J.,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Williams, Robert Moore",Williams,Robert Moore,not_applicable,1907,1977,9,0.000148878,project_gutenberg
"Service, Robert W. (Robert William)",Service,Robert W. (Robert William),not_applicable,1874,1958,9,0.000148878,project_gutenberg
"Phillips, Rog",Phillips,Rog,not_applicable,1909,1965,9,0.000148878,project_gutenberg
"Baker, Rollin H. (Rollin Harold)",Baker,Rollin H. (Rollin Harold),not_applicable,1916,2007,9,0.000148878,project_gutenberg
"Holland, Rupert Sargent",Holland,Rupert Sargent,not_applicable,1878,1952,9,0.000148878,project_gutenberg
"Anttila, Selma",Anttila,Selma,not_applicable,1867,1942,9,0.000148878,project_gutenberg
"Gwynn, Stephen Lucius",Gwynn,Stephen Lucius,not_applicable,1864,1950,9,0.000148878,project_gutenberg
"Bailey, Temple",Bailey,Temple,not_applicable,1869,1953,9,0.000148878,project_gutenberg
"Malory, Thomas, Sir",Malory,Thomas,not_applicable,no_birthdate,1471,9,0.000148878,project_gutenberg
"Hughes, Thomas",Hughes,Thomas,not_applicable,1822,1896,9,0.000148878,project_gutenberg
"Mann, Thomas",Mann,Thomas,not_applicable,1875,1955,9,0.000148878,project_gutenberg
"Hoover, Thomas",Hoover,Thomas,not_applicable,1941,no_deathdate,9,0.000148878,project_gutenberg
"Du Bois, W. E. B. (William Edward Burghardt)",Du Bois,W. E. B. (William Edward Burghardt),not_applicable,1868,1963,9,0.000148878,project_gutenberg
"Gilbert, W. S. (William Schwenck)",Gilbert,W. S. (William Schwenck),not_applicable,1836,1911,9,0.000148878,project_gutenberg
"Bonsels, Waldemar",Bonsels,Waldemar,not_applicable,1880,1952,9,0.000148878,project_gutenberg
"Godwin, William",Godwin,William,not_applicable,1756,1836,9,0.000148878,project_gutenberg
"White, William Hale",White,William Hale,not_applicable,1831,1913,9,0.000148878,project_gutenberg
"Holmes, William Henry",Holmes,William Henry,not_applicable,1846,1933,9,0.000148878,project_gutenberg
"Scargill, William Pitt",Scargill,William Pitt,not_applicable,1787,1836,9,0.000148878,project_gutenberg
"Sherman, William T. (William Tecumseh)",Sherman,William T. (William Tecumseh),not_applicable,1820,1891,9,0.000148878,project_gutenberg
"Wilson, Woodrow",Wilson,Woodrow,not_applicable,1856,1924,9,0.000148878,project_gutenberg
"Liu, Xiang",Liu,Xiang,not_applicable,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Lu, Xun",Lu,Xun,not_applicable,1881,1936,9,0.000148878,project_gutenberg
Ovid,Ovid,not_applicable,not_applicable,43 BC,17,9,0.000148878,project_gutenberg
Jean Paul,Jean Paul,not_applicable,not_applicable,1763,1825,9,0.000148878,project_gutenberg
Saki,Saki,not_applicable,not_applicable,1870,1916,9,0.000148878,project_gutenberg
Horace,Horace,,,65 BC,8 BC,9,0.000148878,project_gutenberg
United States. War Department,United States.,War Department,,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
Valmiki,,Valmiki,,no_birthdate,no_deathdate,9,0.000148878,project_gutenberg
"Dawson, John William, Sir",Dawson,John William,not_applicable,1820,1899,8,0.000132336,project_gutenberg
"Hart, Albert Bushnell",Hart,Albert Bushnell,,1854,1943,8,0.000132336,project_gutenberg
"Papadiamantes, Alexandros",Papadiamantes,Alexandros,,1851,1911,8,0.000132336,project_gutenberg
"Assollant, Alfred",Assollant,Alfred,,1827,1886,8,0.000132336,project_gutenberg
"Noyes, Alfred",Noyes,Alfred,,1880,1958,8,0.000132336,project_gutenberg
"Earle, Alice Morse",Earle,Alice Morse,,1851,1911,8,0.000132336,project_gutenberg
"Karr, Alphonse",Karr,Alphonse,,1808,1890,8,0.000132336,project_gutenberg
"Brooks, Amy",Brooks,Amy,,no_birthdate,no_deathdate,8,0.000132336,project_gutenberg
"Theuriet, André",Theuriet,André,,1833,1907,8,0.000132336,project_gutenberg
"Murray, Andrew",Murray,Andrew,,1828,1917,8,0.000132336,project_gutenberg
"Warner, Anna Bartlett",Warner,Anna Bartlett,,1824,1915,8,0.000132336,project_gutenberg
"Grimké, Archibald Henry",Grimké,Archibald Henry,,1849,1930,8,0.000132336,project_gutenberg
"Ward, Artemus",Ward,Artemus,,1834,1867,8,0.000132336,project_gutenberg
"Hornblow, Arthur",Hornblow,Arthur,,1865,1942,8,0.000132336,project_gutenberg
"Colton, Arthur",Colton,Arthur,,1868,1943,8,0.000132336,project_gutenberg
"Hayden, Arthur",Hayden,Arthur,,1868,1946,8,0.000132336,project_gutenberg
"Comte, Auguste",Comte,Auguste,,1798,1857,8,0.000132336,project_gutenberg
"Croce, Benedetto",Croce,Benedetto,,1866,1952,8,0.000132336,project_gutenberg
"Kellermann, Bernhard",Kellermann,Bernhard,,1879,1951,8,0.000132336,project_gutenberg
"Matthews, Brander",Matthews,Brander,,1852,1929,8,0.000132336,project_gutenberg
"Starbäck, C. Georg (Carl Georg)",Starbäck,C. Georg (Carl Georg),,1828,1885,8,0.000132336,project_gutenberg
"Kornbluth, C. M. (Cyril M.)",Kornbluth,C. M. (Cyril M.),,1923,1958,8,0.000132336,project_gutenberg
"Traill, Catharine Parr Strickland",Traill,Catharine Parr Strickland,,1802,1899,8,0.000132336,project_gutenberg
"Greville, Charles",Greville,Charles,,1794,1865,8,0.000132336,project_gutenberg
"Brown, Charles Brockden",Brown,Charles Brockden,,1771,1810,8,0.000132336,project_gutenberg
"Sylvester, Charles Herbert",Sylvester,Charles Herbert,,no_birthdate,no_deathdate,8,0.000132336,project_gutenberg
"Whistler, Charles W. (Charles Watts)",Whistler,Charles W. (Charles Watts),,1856,1913,8,0.000132336,project_gutenberg
"Espina, Concha",Espina,Concha,,1869,1955,8,0.000132336,project_gutenberg
"Coolidge, Dane",Coolidge,Dane,,1873,1940,8,0.000132336,project_gutenberg
"Jordan, David Starr",Jordan,David Starr,,1851,1931,8,0.000132336,project_gutenberg
"Dino, Dorothée, duchesse de",de Dino,Dorothée,,1793,1862,8,0.000132336,project_gutenberg
"Richardson, Dorothy M. (Dorothy Miller)",Richardson,Dorothy M. (Dorothy Miller),,1873,1957,8,0.000132336,project_gutenberg
"Thurston, Edgar",Thurston,Edgar,,1855,1935,8,0.000132336,project_gutenberg
"Guest, Edgar A. (Edgar Albert)",Guest,Edgar A. (Edgar Albert),,1881,1959,8,0.000132336,project_gutenberg
"Carpenter, Edward",Carpenter,Edward,,1844,1929,8,0.000132336,project_gutenberg
"Kellogg, Elijah",Kellogg,Elijah,,1813,1901,8,0.000132336,project_gutenberg
"Leslie, Eliza",Leslie,Eliza,,1787,1858,8,0.000132336,project_gutenberg
"Gordon, Elizabeth",Gordon,Elizabeth,,1866,1922,8,0.000132336,project_gutenberg
"Faguet, Émile",Faguet,Émile,,1847,1916,8,0.000132336,project_gutenberg
"Marshall, Emma",Marshall,Emma,,1830,1899,8,0.000132336,project_gutenberg
"Renan, Ernest",Renan,Ernest,,1823,1892,8,0.000132336,project_gutenberg
"Tomlinson, Everett T. (Everett Titsworth)",Tomlinson,Everett T. (Everett Titsworth),,1859,1931,8,0.000132336,project_gutenberg
"Bain, F. W. (Francis William)",Bain,F. W. (Francis William),,1863,1940,8,0.000132336,project_gutenberg
"Fern, Fanny",Fern,Fanny,,1811,1872,8,0.000132336,project_gutenberg
"Raimund, Ferdinand",Raimund,Ferdinand,,1790,1836,8,0.000132336,project_gutenberg
"Gregorovius, Ferdinand",Gregorovius,Ferdinand,,1821,1891,8,0.000132336,project_gutenberg
"Kingsley, Florence Morse",Kingsley,Florence Morse,,1859,1937,8,0.000132336,project_gutenberg
"Rabelais, François",Rabelais,François,,no_birthdate,no_deathdate,8,0.000132336,project_gutenberg
"Fox, Frank",Fox,Frank,,1874,1960,8,0.000132336,project_gutenberg
"Spearman, Frank H. (Frank Hamilton)",Spearman,Frank H. (Frank Hamilton),,1859,1937,8,0.000132336,project_gutenberg
"Omelka, František",Omelka,František,,1904,1960,8,0.000132336,project_gutenberg
"Hamilton, Frederick W. (Frederick William)",Hamilton,Frederick W. (Frederick William),,1860,1940,8,0.000132336,project_gutenberg
"Ade, George",Ade,George,,1866,1944,8,0.000132336,project_gutenberg
"Griffith, George Chetwynd",Griffith,George Chetwynd,,1857,1906,8,0.000132336,project_gutenberg
"Sims, George R.",Sims,George R.,,1847,1922,8,0.000132336,project_gutenberg
"Garibaldi, Giuseppe",Garibaldi,Giuseppe,,1807,1882,8,0.000132336,project_gutenberg
"More, Hannah",More,Hannah,,1745,1833,8,0.000132336,project_gutenberg
"Grove, Harriet Pyne",Grove,Harriet Pyne,,no_birthdate,no_deathdate,8,0.000132336,project_gutenberg
"Gordon, Harry",Gordon,Harry,,no_birthdate,no_deathdate,8,0.000132336,project_gutenberg
"Slesar, Henry",Slesar,Henry,,1927,2002,8,0.000132336,project_gutenberg
"Lea, Henry Charles",Lea,Henry Charles,,1825,1909,8,0.000132336,project_gutenberg
"Giles, Herbert Allen",Giles,Herbert Allen,,1845,1935,8,0.000132336,project_gutenberg
"Jenkins, Herbert George",Jenkins,Herbert George,,1876,1923,8,0.000132336,project_gutenberg
"Löns, Hermann",Löns,Hermann,,1866,1914,8,0.000132336,project_gutenberg
"Vachell, Horace Annesley",Vachell,Horace Annesley,,1861,1955,8,0.000132336,project_gutenberg
"Bancroft, Hubert Howe",Bancroft,Hubert Howe,,1832,1918,8,0.000132336,project_gutenberg
"Saint-Elme, Ida",Saint-Elme,Ida,,1778,1845,8,0.000132336,project_gutenberg
"Saint-Victor, J. B. de (Jacques-Benjamin)",Saint-Victor,J. B. de (Jacques-Benjamin),,1772,1858,8,0.000132336,project_gutenberg
"Merle d'Aubigné, J. H. (Jean Henri)",Merle d'Aubigné,J. H. (Jean Henri),,1794,1872,8,0.000132336,project_gutenberg
"Synge, J. M. (John Millington)",Synge,J. M. (John Millington),,1871,1909,8,0.000132336,project_gutenberg
"Clouston, J. Storer (Joseph Storer)",Clouston,J. Storer (Joseph Storer),,1870,1944,8,0.000132336,project_gutenberg
"Lennep, J. van (Jacob)",Lennep,J. van (Jacob),,1802,1868,8,0.000132336,project_gutenberg
"Huysmans, J.-K. (Joris-Karl)",Huysmans,J.-K. (Joris-Karl),,1848,1907,8,0.000132336,project_gutenberg
"Lenz, Jakob Michael Reinhold",Lenz,Jakob Michael Reinhold,,1751,1792,8,0.000132336,project_gutenberg
