author_name,first_name,last_name,title,count,fraction_total,dataset
William James,William,James,,277,0.000763,open_syllabus
Chang-Rae Lee,Chang-Rae,Lee,,277,0.000763,open_syllabus
Janice A. Radway,Janice A,Radway,,277,0.000763,open_syllabus
Richard Ruland,Richard,Ruland,,277,0.000763,open_syllabus
Lex Williford,Lex,Williford,,277,0.000763,open_syllabus
Julian Wolfreys,Julian,Wolfreys,,277,0.000763,open_syllabus
John Dos Passos,John,dos Passos,,276,0.00076,open_syllabus
James Hogg,James,Hogg,,276,0.00076,open_syllabus
Adam Smith,Adam,Smith,,276,0.00076,open_syllabus
Carl M. Tomlinson,Carl M,Tomlinson,,276,0.00076,open_syllabus
Luis Valdez,Luis,Valdez,,276,0.00076,open_syllabus
Martha Craven Nussbaum,Martha Craven,Nussbaum,,275,0.000757,open_syllabus
J. M. Bernstein,J M,Bernstein,,274,0.000755,open_syllabus
Brentano's. (Firm,,Brentano's,,274,0.000755,open_syllabus
Marina Warner,Marina,Warner,,274,0.000755,open_syllabus
Paul De Man,Paul,de Man,,273,0.000752,open_syllabus
Fanny Fern,Fanny,Fern,,273,0.000752,open_syllabus
Thomas Henry Huxley,Thomas Henry,Huxley,,273,0.000752,open_syllabus
George Yule,George,Yule,,273,0.000752,open_syllabus
J. A. Burrow,J A,Burrow,,272,0.000749,open_syllabus
E. P. Thompson,E P,Thompson,,272,0.000749,open_syllabus
Open University,Open,University,,272,0.000749,open_syllabus
Steven N. Zwicker,Steven N,Zwicker,,272,0.000749,open_syllabus
C. W. E. Bigsby,C W E,Bigsby,,271,0.000746,open_syllabus
Patricia Bizzell,Patricia,Bizzell,,271,0.000746,open_syllabus
F. R. Leavis,F R,Leavis,,271,0.000746,open_syllabus
Alan Moore,Alan,Moore,,271,0.000746,open_syllabus
Steven Pinker,Steven,Pinker,,271,0.000746,open_syllabus
Duane H. Roen,Duane Dh,Roen,,271,0.000746,open_syllabus
Deborah Tannen,Deborah,Tannen,,271,0.000746,open_syllabus
Kate Tempest,Kate,Tempest,,271,0.000746,open_syllabus
Isobel Armstrong,Isobel,Armstrong,,270,0.000744,open_syllabus
Albert C. Baugh,Albert C,Baugh,,270,0.000744,open_syllabus
Anne Carson,Anne,Carson,,270,0.000744,open_syllabus
Robert Graves,Robert,Graves,,270,0.000744,open_syllabus
David Harvey,David,Harvey,,270,0.000744,open_syllabus
Mary K. Ruetten,Mary K,Ruetten,,270,0.000744,open_syllabus
Michel De Certeau,Michel De,Certeau,,269,0.000741,open_syllabus
O. Henry,O,Henry,,269,0.000741,open_syllabus
Richard Holmes,Richard,Holmes,,269,0.000741,open_syllabus
Marianne Moore,Marianne,Moore,,269,0.000741,open_syllabus
William Stafford,William,Stafford,,269,0.000741,open_syllabus
Clive Bloom,Clive,Bloom,,268,0.000738,open_syllabus
Michael Edgar,Michael,Edgar,,268,0.000738,open_syllabus
Michael Ward,Michael,Ward,,268,0.000738,open_syllabus
E. K. Chambers,E K,Chambers,,267,0.000735,open_syllabus
Christopher Paul Curtis,Christopher Paul,Curtis,,267,0.000735,open_syllabus
Helen Louise Gardner,Helen Louise,Gardner,,267,0.000735,open_syllabus
Jerome Stern,Jerome,Stern,,267,0.000735,open_syllabus
Teachers & Writers Collaborative,Teachers & Writers Collaborative,,,267,0.000735,open_syllabus
Friedrich Engels,Friedrich,Engels,,266,0.000733,open_syllabus
Kate Flint,Kate,Flint,,266,0.000733,open_syllabus
Gregory R. Glau,Gregory R,Glau,,266,0.000733,open_syllabus
Barbara Nathan Hardy,Barbara Nathan,Hardy,,266,0.000733,open_syllabus
Dudley Posthumus Lovelace,Dudley Posthumus,Lovelace,,266,0.000733,open_syllabus
Samuel Weller Singer,Samuel Weller,Singer,,266,0.000733,open_syllabus
Cynthia A. Boardman,Cynthia A,Boardman,,265,0.00073,open_syllabus
George Lewis Levine,George Lewis,Levine,,265,0.00073,open_syllabus
Judith Ortiz Cofer,Judith Ortiz,Cofer,,264,0.000727,open_syllabus
Thomas N. Corns,Thomas N,Corns,,264,0.000727,open_syllabus
Samuel R. Delany,Samuel R,Delany,,264,0.000727,open_syllabus
Al-T.̣ayyib S.̣ālih,Al-Ṭayyib,Ṣālih,,264,0.000727,open_syllabus
Dave Gibbons,Dave,Gibbons,,263,0.000724,open_syllabus
Joanna Russ,Joanna,Russ,,263,0.000724,open_syllabus
Rabindranath Tagore,Rabindranath,Tagore,,263,0.000724,open_syllabus
Susan Belasco,Susan,Belasco,,262,0.000722,open_syllabus
Peter Brooks,Peter,Brooks,,262,0.000722,open_syllabus
Michel-Guillaume Jean Crèvecoeur,Michel-Guillaume Jean,Crèvecoeur,,262,0.000722,open_syllabus
Mildred D. Taylor,Mildred D,Taylor,,262,0.000722,open_syllabus
James Wood,James,Wood,,262,0.000722,open_syllabus
Deborah Cameron,Deborah,Cameron,,261,0.000719,open_syllabus
Marguerite Duras,Marguerite,Duras,,261,0.000719,open_syllabus
Carol Lynch-Brown,Carol,Lynch-Brown,,261,0.000719,open_syllabus
Sarah Waters,Sarah,Waters,,261,0.000719,open_syllabus
Graham Huggan,Graham,Huggan,,260,0.000716,open_syllabus
Walter Mosley,Walter,Mosley,,260,0.000716,open_syllabus
Gillian Beer,Gillian,Beer,,259,0.000713,open_syllabus
Wendy Bishop,Wendy,Bishop,,259,0.000713,open_syllabus
Shelley Jackson,Shelley,Jackson,,259,0.000713,open_syllabus
Thomas McLaughlin,Thomas,McLaughlin,,259,0.000713,open_syllabus
W. E. Messenger,W E,Messenger,,259,0.000713,open_syllabus
Toni Cade Bambara,Toni Cade,Bambara,,258,0.000711,open_syllabus
Charles Bernstein,Charles,Bernstein,,258,0.000711,open_syllabus
Laura Chrisman,Laura,Chrisman,,258,0.000711,open_syllabus
British Council,British,Council,,258,0.000711,open_syllabus
Kathleen McMillan,Kathleen,McMillan,,258,0.000711,open_syllabus
Rebecca Skloot,Rebecca,Skloot,,258,0.000711,open_syllabus
Lawrence Venuti,Lawrence,Venuti,,258,0.000711,open_syllabus
Wolfgang Iser,Wolfgang,Iser,,257,0.000708,open_syllabus
Marilynne Robinson,Marilynne,Robinson,,257,0.000708,open_syllabus
Elizabeth Bowen,Elizabeth,Bowen,,256,0.000705,open_syllabus
Max Brooks,Max,Brooks,,256,0.000705,open_syllabus
Tom Burns,Tom,Burns,,256,0.000705,open_syllabus
Harlan Cohen,Harlan,Cohen,,256,0.000705,open_syllabus
B. J. Frye,B J,Frye,,256,0.000705,open_syllabus
Diana Ridley,Diana,Ridley,,256,0.000705,open_syllabus
Barry M. Maid,Barry M,Maid,,255,0.000702,open_syllabus
Peter Stallybrass,Peter,Stallybrass,,255,0.000702,open_syllabus
Jonathan D. B. Weyers,Jonathan D. B.,Weyers,,255,0.000702,open_syllabus
Dennis Richard Danielson,Dennis Richard,Danielson,,254,0.0007,open_syllabus
Paul Laurence Dunbar,Paul Laurence,Dunbar,,254,0.0007,open_syllabus
Richard Dutton,Richard,Dutton,,254,0.0007,open_syllabus
Linck C. Johnson,Linck C,Johnson,,254,0.0007,open_syllabus
Claude McKay,Claude,McKay,,254,0.0007,open_syllabus
Janet Horowitz Murray,Janet Horowitz,Murray,,254,0.0007,open_syllabus
Jane P. Tompkins,Jane P,Tompkins,,254,0.0007,open_syllabus
Bruno Bettelheim,Bruno,Bettelheim,,253,0.000697,open_syllabus
Hélène Cixous,Hélène,Cixous,,253,0.000697,open_syllabus
Stevie Smith,Stevie,Smith,,253,0.000697,open_syllabus
Peter Tempest,Peter,Tempest,,253,0.000697,open_syllabus
Nikola I.̆onkov Vaptsarov,Nikola Ĭonkov,Vaptsarov,,253,0.000697,open_syllabus
Peter Widdowson,Peter,Widdowson,,253,0.000697,open_syllabus
John Edgar Wideman,John Edgar,Wideman,,253,0.000697,open_syllabus
M. Garrett Bauman,M Garrett,Bauman,,252,0.000694,open_syllabus
Samuel Barclay Charters,Samuel Barclay,Charters,,252,0.000694,open_syllabus
Arthur C. Clarke,Arthur C,Clarke,,252,0.000694,open_syllabus
Georg Wilhelm Friedrich Hegel,Georg Wilhelm Friedrich,Hegel,,252,0.000694,open_syllabus
D. J. Henry,D J,Henry,,252,0.000694,open_syllabus
Sandra Sinfield,Sandra,Sinfield,,252,0.000694,open_syllabus
Peter Trudgill,Peter,Trudgill,,252,0.000694,open_syllabus
Anne Fadiman,Anne,Fadiman,,251,0.000691,open_syllabus
Robert A. Heinlein,Robert A,Heinlein,,251,0.000691,open_syllabus
Will Vaus,Will,Vaus,,251,0.000691,open_syllabus
Houston A. Baker,Houston A,Baker,,250,0.000689,open_syllabus
Rachel Bowlby,Rachel,Bowlby,,250,0.000689,open_syllabus
Lenard D. Moore,Lenard D,Moore,,250,0.000689,open_syllabus
Eckart Schäfer,Eckart,Schäfer,,250,0.000689,open_syllabus
Charlotte Smith,Charlotte,Smith,,250,0.000689,open_syllabus
Robert Cormier,Robert,Cormier,,249,0.000686,open_syllabus
John Osborne,John,Osborne,,249,0.000686,open_syllabus
Robert Dale Parker,Robert Dale,Parker,,249,0.000686,open_syllabus
Aime Césaire,Aime,Césaire,,248,0.000683,open_syllabus
Walt Disney,Walt,Disney,,248,0.000683,open_syllabus
S. E. Hinton,S E,Hinton,,248,0.000683,open_syllabus
Christopher Isherwood,Christopher,Isherwood,,248,0.000683,open_syllabus
George Alexander Kennedy,George Alexander,Kennedy,,248,0.000683,open_syllabus
Thomas Morton,Thomas,Morton,,248,0.000683,open_syllabus
Michael Cunningham,Michael,Cunningham,,247,0.00068,open_syllabus
Jane Goldman,Jane,Goldman,,247,0.00068,open_syllabus
Rowena Murray,Rowena,Murray,,247,0.00068,open_syllabus
John Okada,John,Okada,,247,0.00068,open_syllabus
Tomás Rivera,Tomás,Rivera,,247,0.00068,open_syllabus
Martin McDonagh,Martin,McDonagh,,246,0.000678,open_syllabus
Azar Nafisi,Azar,Nafisi,,246,0.000678,open_syllabus
Mark Saunders,Mark,Saunders,,246,0.000678,open_syllabus
Peter Faulkner,Peter,Faulkner,,245,0.000675,open_syllabus
Louis D. Giannetti,Louis D,Giannetti,,245,0.000675,open_syllabus
George Gissing,George,Gissing,,245,0.000675,open_syllabus
British Film Institute,British Film,Institute,,245,0.000675,open_syllabus
Lawrence S. Rainey,Lawrence S,Rainey,,245,0.000675,open_syllabus
Will Eisner,Will,Eisner,,243,0.000669,open_syllabus
Betty Friedan,Betty,Friedan,,243,0.000669,open_syllabus
Alfred Harbage,Alfred,Harbage,,243,0.000669,open_syllabus
C. L. R. James,C. L. R.,James,,243,0.000669,open_syllabus
Mark Johnson,Mark,Johnson,,243,0.000669,open_syllabus
Charles Olson,Charles,Olson,,243,0.000669,open_syllabus
Pablo Picasso,Pablo,Picasso,,243,0.000669,open_syllabus
Barbara M. H. Strang,Barbara M. H.,Strang,,243,0.000669,open_syllabus
Horatio Alger,Horatio,Alger,,242,0.000667,open_syllabus
Robert Coover,Robert,Coover,,242,0.000667,open_syllabus
James McBride,James,McBride,,242,0.000667,open_syllabus
Louis Owens,Louis,Owens,,242,0.000667,open_syllabus
Pat Rogers,Pat,Rogers,,242,0.000667,open_syllabus
Tony Bennett,Tony,Bennett,,241,0.000664,open_syllabus
Lennard J. Davis,Lennard J,Davis,,241,0.000664,open_syllabus
Bret Easton Ellis,Bret Easton,Ellis,,241,0.000664,open_syllabus
Arthur Kirsch,Arthur,Kirsch,,241,0.000664,open_syllabus
Tom Wolfe,Tom,Wolfe,,241,0.000664,open_syllabus
Derek Brewer,Derek,Brewer,,240,0.000661,open_syllabus
Baldassarre Castiglione,Baldassarre,Castiglione,,240,0.000661,open_syllabus
Walter Edwards Houghton,Walter Edwards,Houghton,,240,0.000661,open_syllabus
Thomas S. Kane,Thomas S,Kane,,240,0.000661,open_syllabus
Federico García Lorca,Federico García,Lorca,,240,0.000661,open_syllabus
Giorgio Agamben,Giorgio,Agamben,,239,0.000658,open_syllabus
Christopher Vogler,Christopher,Vogler,,238,0.000656,open_syllabus
Hayden V. White,Hayden V,White,,238,0.000656,open_syllabus
Loraine Blaxter,Loraine,Blaxter,,237,0.000653,open_syllabus
Charlie Chaplin,Charlie,Chaplin,,237,0.000653,open_syllabus
Karen Hesse,Karen,Hesse,,237,0.000653,open_syllabus
Christina Hughes,Christina,Hughes,,237,0.000653,open_syllabus
James Hurt,James,Hurt,,237,0.000653,open_syllabus
Mary Jacobus,Mary,Jacobus,,237,0.000653,open_syllabus
Mark Lester,Mark,Lester,,237,0.000653,open_syllabus
Susan Sellers,Susan,Sellers,,237,0.000653,open_syllabus
Eric J. Sundquist,Eric J,Sundquist,,237,0.000653,open_syllabus
Malcolm Tight,Malcolm,Tight,,237,0.000653,open_syllabus
Jerrold E. Hogle,Jerrold E,Hogle,,236,0.00065,open_syllabus
R. K. Narayan,R K,Narayan,,236,0.00065,open_syllabus
Mary Wroth,Mary,Wroth,,236,0.00065,open_syllabus
Piero Boitani,Piero,Boitani,,235,0.000647,open_syllabus
Emory Elliott,Emory,Elliott,,235,0.000647,open_syllabus
Jeremy Hawthorn,Jeremy,Hawthorn,,235,0.000647,open_syllabus
Janet Holmes,Janet,Holmes,,235,0.000647,open_syllabus
Arthur C. Kirsch,Arthur C,Kirsch,,235,0.000647,open_syllabus
Aemilia Lanyer,Aemilia,Lanyer,,235,0.000647,open_syllabus
Robert McCrum,Robert,McCrum,,235,0.000647,open_syllabus
James Procter,James,Procter,,235,0.000647,open_syllabus
John Storey,John,Storey,,235,0.000647,open_syllabus
John V. Thill,John V,Thill,,235,0.000647,open_syllabus
John Berryman,John,Berryman,,234,0.000645,open_syllabus
Jeannette Walls,Jeannette,Walls,,234,0.000645,open_syllabus
Bruce Herzberg,Bruce,Herzberg,,233,0.000642,open_syllabus
Stephen Thomas Knight,Stephen Thomas,Knight,,233,0.000642,open_syllabus
Jahan Ramazani,Jahan,Ramazani,,233,0.000642,open_syllabus
Paul V. Anderson,Paul V,Anderson,,232,0.000639,open_syllabus
Emma Lazarus,Emma,Lazarus,,232,0.000639,open_syllabus
Alexis De Tocqueville,Alexis De,Tocqueville,,232,0.000639,open_syllabus
Robert Wallace,Robert,Wallace,,232,0.000639,open_syllabus
Kate Williams,Kate,Williams,,232,0.000639,open_syllabus
Robert A. Day,Robert A,Day,,231,0.000636,open_syllabus
Alex Haley,Alex,Haley,,231,0.000636,open_syllabus
Richard Hugo,Richard,Hugo,,231,0.000636,open_syllabus
Wolfgang Amadeus Mozart,Wolfgang Amadeus,Mozart,,231,0.000636,open_syllabus
Patrick Williams,Patrick,Williams,,231,0.000636,open_syllabus
Thomas C. Foster,Thomas C,Foster,,230,0.000634,open_syllabus
Janet Giltrow,Janet,Giltrow,,230,0.000634,open_syllabus
Bill Mascull,Bill,Mascull,,230,0.000634,open_syllabus
Patrick Parrinder,Patrick,Parrinder,,230,0.000634,open_syllabus
Douglas Sirk,Douglas,Sirk,,230,0.000634,open_syllabus
Anna Deavere Smith,Anna Deavere,Smith,,230,0.000634,open_syllabus
John Winthrop,John,Winthrop,,230,0.000634,open_syllabus
Douglas Dean Hesse,Douglas Dean,Hesse,,229,0.000631,open_syllabus
Meredith Skura,Meredith,Skura,,229,0.000631,open_syllabus
Neil Thompson,Neil,Thompson,,229,0.000631,open_syllabus
Chrétien De Troyes,Chrétien,de Troyes,,228,0.000628,open_syllabus
John Gray,John,Gray,,228,0.000628,open_syllabus
Joel Chandler Harris,Joel Chandler,Harris,,228,0.000628,open_syllabus
Eliza Fowler Haywood,Eliza Fowler,Haywood,,228,0.000628,open_syllabus
Gunther R. Kress,Gunther R,Kress,,228,0.000628,open_syllabus
Edwin Stanton Porter,Edwin Stanton,Porter,,228,0.000628,open_syllabus
H. Porter Abbott,H Porter,Abbott,,227,0.000625,open_syllabus
Mieke Bal,Mieke,Bal,,227,0.000625,open_syllabus
James T. Como,James T,Como,,227,0.000625,open_syllabus
Cora Kaplan,Cora,Kaplan,,227,0.000625,open_syllabus
Arnold Krupat,Arnold,Krupat,,227,0.000625,open_syllabus
George Miller,George,Miller,,227,0.000625,open_syllabus
Regina L. Smalley,Regina L,Smalley,,227,0.000625,open_syllabus
Chrétien,Chrétien,,,227,0.000625,open_syllabus
Molière,Molière,,,227,0.000625,open_syllabus
Charles Baxter,Charles,Baxter,,226,0.000622,open_syllabus
William Wells Brown,William Wells,Brown,,226,0.000622,open_syllabus
William Goldman,William,Goldman,,226,0.000622,open_syllabus
L. M. Montgomery,L M,Montgomery,,226,0.000622,open_syllabus
Titus Maccius Plautus,Titus Maccius,Plautus,,226,0.000622,open_syllabus
Chaim Potok,Chaim,Potok,,226,0.000622,open_syllabus
Andrew Bennett,Andrew,Bennett,,225,0.00062,open_syllabus
Thomas Carter,Thomas,Carter,,225,0.00062,open_syllabus
Barbara Drake,Barbara,Drake,,225,0.00062,open_syllabus
John Fiske,John,Fiske,,225,0.00062,open_syllabus
Juliet McMaster,Juliet,McMaster,,225,0.00062,open_syllabus
David Norbrook,David,Norbrook,,225,0.00062,open_syllabus
Andrew Sanders,Andrew,Sanders,,225,0.00062,open_syllabus
David Silverman,David,Silverman,,225,0.00062,open_syllabus
Ronald T. Takaki,Ronald T,Takaki,,225,0.00062,open_syllabus
Graeme Harper,Graeme,Harper,,224,0.000617,open_syllabus
James Knowlson,James,Knowlson,,224,0.000617,open_syllabus
Dennis Walder,Dennis,Walder,,224,0.000617,open_syllabus
Gregory,Gregory,,,224,0.000617,open_syllabus
Richard Bradford,Richard,Bradford,,223,0.000614,open_syllabus
Margreta De Grazia,Margreta De,Grazia,,223,0.000614,open_syllabus
John Guillory,John,Guillory,,223,0.000614,open_syllabus
Beverly Lawn,Beverly,Lawn,,223,0.000614,open_syllabus
Cary Nelson,Cary,Nelson,,223,0.000614,open_syllabus
Andre Breton,Andre,Breton,,222,0.000611,open_syllabus
E. J. Clery,E J,Clery,,222,0.000611,open_syllabus
Robert Crawford,Robert,Crawford,,222,0.000611,open_syllabus
Bartolomé De Las Casas,Bartolomé,De Las Casas,,222,0.000611,open_syllabus
George Saunders,George,Saunders,,222,0.000611,open_syllabus
Heather Sellers,Heather,Sellers,,222,0.000611,open_syllabus
William Cowper,William,Cowper,,221,0.000609,open_syllabus
Andre Dubus,Andre,Dubus,,221,0.000609,open_syllabus
Guy De Maupassant,Guy De,Maupassant,,221,0.000609,open_syllabus
Helen Cooper,Helen,Cooper,,220,0.000606,open_syllabus
Helen Fielding,Helen,Fielding,,220,0.000606,open_syllabus
Jessica Tarahata Hagedorn,Jessica Tarahata,Hagedorn,,220,0.000606,open_syllabus
Perry Miller,Perry,Miller,,220,0.000606,open_syllabus
Stephen Reid,Stephen,Reid,,220,0.000606,open_syllabus
Larry Beason,Larry,Beason,,219,0.000603,open_syllabus
Leslie Feinberg,Leslie,Feinberg,,219,0.000603,open_syllabus
Roman Jakobson,Roman,Jakobson,,219,0.000603,open_syllabus
Frank McCourt,Frank,McCourt,,219,0.000603,open_syllabus
Christopher Sergel,Christopher,Sergel,,219,0.000603,open_syllabus
Donald Barthelme,Donald,Barthelme,,218,0.0006,open_syllabus
Kate DiCamillo,Kate,DiCamillo,,218,0.0006,open_syllabus
John Fletcher,John,Fletcher,,218,0.0006,open_syllabus
Jonathan Franzen,Jonathan,Franzen,,218,0.0006,open_syllabus
Saikaku Ihara,Saikaku,Ihara,,218,0.0006,open_syllabus
James Thurber,James,Thurber,,218,0.0006,open_syllabus
Bede,Bede,,,218,0.0006,open_syllabus
Daniel Anderson,Daniel,Anderson,,217,0.000598,open_syllabus
Deirdre David,Deirdre,David,,217,0.000598,open_syllabus
Lajos Egri,Lajos,Egri,,217,0.000598,open_syllabus
Fritz Lang,Fritz,Lang,,217,0.000598,open_syllabus
Perry Nodelman,Perry,Nodelman,,217,0.000598,open_syllabus
Orson Welles,Orson,Welles,,217,0.000598,open_syllabus
Edward Copeland,Edward,Copeland,,216,0.000595,open_syllabus
Syd Field,Syd,Field,,216,0.000595,open_syllabus
Naomi Klein,Naomi,Klein,,216,0.000595,open_syllabus
Margaret Laurence,Margaret,Laurence,,216,0.000595,open_syllabus
Friedrich Wilhelm Murnau,Friedrich Wilhelm,Murnau,,216,0.000595,open_syllabus
Frank O.'Hara,Frank,O'Hara,,216,0.000595,open_syllabus
Richard Paul,Richard,Paul,,216,0.000595,open_syllabus
James Phelan,James,Phelan,,216,0.000595,open_syllabus
Paula R. Backscheider,Paula R,Backscheider,,215,0.000592,open_syllabus
Mona Baker,Mona,Baker,,215,0.000592,open_syllabus
Carlos Bulosan,Carlos,Bulosan,,215,0.000592,open_syllabus
David Malouf,David,Malouf,,215,0.000592,open_syllabus
Robert Nemiroff,Robert,Nemiroff,,215,0.000592,open_syllabus
A. C. Bradley,A C,Bradley,,214,0.000589,open_syllabus
Richard Danson Brown,Richard Danson,Brown,,214,0.000589,open_syllabus
Gaius Valerius Catullus,Gaius Valerius,Catullus,,214,0.000589,open_syllabus
Tomson Highway,Tomson,Highway,,214,0.000589,open_syllabus
Bruce Mitchell,Bruce,Mitchell,,214,0.000589,open_syllabus
Mike Wallace,Mike,Wallace,,214,0.000589,open_syllabus
Anne Bernays,Anne,Bernays,,213,0.000587,open_syllabus
John Green,John,Green,,213,0.000587,open_syllabus
Erich Maria Remarque,Erich Maria,Remarque,,213,0.000587,open_syllabus
Mick Short,Mick,Short,,213,0.000587,open_syllabus
Lionel Stevenson,Lionel,Stevenson,,213,0.000587,open_syllabus
Rene Wellek,Rene,Wellek,,213,0.000587,open_syllabus
Susan Bordo,Susan,Bordo,,212,0.000584,open_syllabus
Kenneth Grahame,Kenneth,Grahame,,212,0.000584,open_syllabus
Walker Percy,Walker,Percy,,212,0.000584,open_syllabus
Francine Prose,Francine,Prose,,212,0.000584,open_syllabus
Burton Raffel,Burton,Raffel,,212,0.000584,open_syllabus
David Wallace,David,Wallace,,212,0.000584,open_syllabus
Zitkala-S.̈A,Zitkala-S̈A,,,212,0.000584,open_syllabus
Gerald Eades Bentley,Gerald Eades,Bentley,,211,0.000581,open_syllabus
Michelle Boisseau,Michelle,Boisseau,,211,0.000581,open_syllabus
Jerome Hamilton Buckley,Jerome Hamilton,Buckley,,211,0.000581,open_syllabus
Moira Ferguson,Moira,Ferguson,,211,0.000581,open_syllabus
Susan Howe,Susan,Howe,,211,0.000581,open_syllabus
Francis Otto Matthiessen,Francis Otto,Matthiessen,,211,0.000581,open_syllabus
Richard Powers,Richard,Powers,,211,0.000581,open_syllabus
Paul Werstine,Paul,Werstine,,211,0.000581,open_syllabus
Julian Barnes,Julian,Barnes,,210,0.000578,open_syllabus
Robert DeMaria,Robert,DeMaria,,210,0.000578,open_syllabus
William Empson,William,Empson,,210,0.000578,open_syllabus
"David, May Johnson",David,Johnson,,210,0.000578,open_syllabus
Denise Levertov,Denise,Levertov,,210,0.000578,open_syllabus
John Peter Rumrich,John Peter,Rumrich,,210,0.000578,open_syllabus
Sergei Eisenstein,Sergei,Eisenstein,,209,0.000576,open_syllabus
Max Horkheimer,Max,Horkheimer,,209,0.000576,open_syllabus
Mikhail I.︠U︡rʹevich Lermontov,Mikhail Yuryevich,Lermontov,,209,0.000576,open_syllabus
Bonnie Kime Scott,Bonnie Kime,Scott,,209,0.000576,open_syllabus
Paul Simpson,Paul,Simpson,,209,0.000576,open_syllabus
Robert Stam,Robert,Stam,,209,0.000576,open_syllabus
Julia Watson,Julia,Watson,,209,0.000576,open_syllabus
Basil Willey,Basil,Willey,,209,0.000576,open_syllabus
Cristina GarcíA,Cristina,GarcíA,,208,0.000573,open_syllabus
Robert Keith Miller,Robert Keith,Miller,,208,0.000573,open_syllabus
George A. Romero,George A,Romero,,208,0.000573,open_syllabus
Gayle Rubin,Gayle,Rubin,,208,0.000573,open_syllabus
Gerald Robert Vizenor,Gerald Robert,Vizenor,,208,0.000573,open_syllabus
Michael Warner,Michael,Warner,,208,0.000573,open_syllabus
Jia Frydenberg,Jia,Frydenberg,,207,0.00057,open_syllabus
Roger Lancelyn Green,Roger Lancelyn,Green,,207,0.00057,open_syllabus
Richard A. Grusin,Richard A,Grusin,,207,0.00057,open_syllabus
Joseph Sheridan Le Fanu,Joseph Sheridan,Le Fanu,,207,0.00057,open_syllabus
Peter Milward,Peter,Milward,,207,0.00057,open_syllabus
Jacqueline Rose,Jacqueline,Rose,,207,0.00057,open_syllabus
Charlotte Turner Smith,Charlotte Turner,Smith,,207,0.00057,open_syllabus
T. H. White,T H,White,,207,0.00057,open_syllabus
Peter G. Beidler,Peter G,Beidler,,206,0.000567,open_syllabus
J. A. Bryant,J A,Bryant,,206,0.000567,open_syllabus
David Daiches,David,Daiches,,206,0.000567,open_syllabus
Martyn Denscombe,Martyn,Denscombe,,206,0.000567,open_syllabus
Robert Shapard,Robert,Shapard,,206,0.000567,open_syllabus
Sheila Cooper,Sheila,Cooper,,205,0.000565,open_syllabus
Denis Johnson,Denis,Johnson,,205,0.000565,open_syllabus
Dorianne Laux,Dorianne,Laux,,205,0.000565,open_syllabus
Rosemary Patton,Rosemary,Patton,,205,0.000565,open_syllabus
George Steiner,George,Steiner,,205,0.000565,open_syllabus
Jess Walter,Jess,Walter,,205,0.000565,open_syllabus
Robert J. C. Young,Robert J. C.,Young,,205,0.000565,open_syllabus
Arjun Appadurai,Arjun,Appadurai,,204,0.000562,open_syllabus
David Lynch,David,Lynch,,204,0.000562,open_syllabus
Roman Polanski,Roman,Polanski,,204,0.000562,open_syllabus
I. A. Richards,I A,Richards,,204,0.000562,open_syllabus
Jerry Spinelli,Jerry,Spinelli,,204,0.000562,open_syllabus
Leslie A. Fiedler,Leslie A,Fiedler,,203,0.000559,open_syllabus
David Graddol,David,Graddol,,203,0.000559,open_syllabus
Nick Hornby,Nick,Hornby,,203,0.000559,open_syllabus
Gary R. Low,Gary R,Low,,203,0.000559,open_syllabus
Jon Mee,Jon,Mee,,203,0.000559,open_syllabus
Darwin B. Nelson,Darwin B,Nelson,,203,0.000559,open_syllabus
Anne Rice,Anne,Rice,,203,0.000559,open_syllabus
Diana Wallace,Diana,Wallace,,203,0.000559,open_syllabus
Billy Wilder,Billy,Wilder,,203,0.000559,open_syllabus
Molly Bang,Molly,Bang,,202,0.000556,open_syllabus
Seamus Deane,Seamus,Deane,,202,0.000556,open_syllabus
Mary Eagleton,Mary,Eagleton,,202,0.000556,open_syllabus
Linda Elder,Linda,Elder,,202,0.000556,open_syllabus
Norman Fairclough,Norman,Fairclough,,202,0.000556,open_syllabus
Barbara Kiefer Lewalski,Barbara Kiefer,Lewalski,,202,0.000556,open_syllabus
Christopher Smart,Christopher,Smart,,202,0.000556,open_syllabus
Brian Wilkie,Brian,Wilkie,,202,0.000556,open_syllabus
Alexander Hamilton,Alexander,Hamilton,,201,0.000554,open_syllabus
George Herbert,George,Herbert,,201,0.000554,open_syllabus
Ros King,Ros,King,,201,0.000554,open_syllabus
James Monaco,James,Monaco,,201,0.000554,open_syllabus
Douglas Coupland,Douglas,Coupland,,200,0.000551,open_syllabus
S.øren Kierkegaard,Søren,Kierkegaard,,200,0.000551,open_syllabus
John McRae,John,McRae,,200,0.000551,open_syllabus
John William Polidori,John William,Polidori,,200,0.000551,open_syllabus
Peter Carey,Peter,Carey,,199,0.000548,open_syllabus
Virginia P. Clark,Virginia P,Clark,,199,0.000548,open_syllabus
Mark Connelly,Mark,Connelly,,199,0.000548,open_syllabus
Robert Funk,Robert,Funk,,199,0.000548,open_syllabus
Diana George,Diana,George,,199,0.000548,open_syllabus
Lisa Jardine,Lisa,Jardine,,199,0.000548,open_syllabus
Arthur F. Kinney,Arthur F,Kinney,,199,0.000548,open_syllabus
Jago Morrison,Jago,Morrison,,199,0.000548,open_syllabus
Ann Petry,Ann,Petry,,199,0.000548,open_syllabus
